entry,events,win,mean_20d,median_20d,interference,interference_rate,median_mae_20d
v4-b+jf,153,54.90196078431373,4.85995016976863,2.3449536258149717,63,41.17647058823529,-10.87952109735497
v4-b-only,109,50.45871559633027,2.5593320770903683,0.35622352488531295,48,44.03669724770643,-10.969813926726356
stage5-ma60+jf,137,56.934306569343065,5.820225838686385,2.739010768278405,54,39.416058394160586,-11.833168893115442
b-confirm3-ma20+jf,99,58.58585858585859,6.050369633951191,3.778655161499511,40,40.4040404040404,-10.664029931833607
b-confirm5-ma20+jf,111,59.45945945945946,5.79379543112928,3.724776596980184,44,39.63963963963964,-11.195155646000243
all-confirm3-ma20,57,50.877192982456144,2.684591000632628,1.062478034441483e-05,26,45.614035087719294,-10.383945623320534
all-confirm5-ma20,71,54.929577464788736,3.7209830228290643,1.9632489007901155,30,42.25352112676056,-11.312828741307579
