case,rule,symbols,start,end,cost,total,cagr,mdd,sharpe,calmar,trades,win,worst_trade,median_trade,exposure,profit_to_loss,entry_events,entry_win,entry_interference,b_events,b_win,b_interference,jf_events,jf_win,jf_interference,s_events,s_win,s_interference
without_SNOW,s-cooldown40,"TQQQ,MSFT,NFLX,YINN,TSLA,MRNA,NVDA,GOOGL,AAOI",2021-08-27,2026-08-27,0.001,162.57809916275852,21.390799156186024,15.203498039834217,1.3001964164633941,1.4069656272616111,71,53.52112676056338,-34.38185233852087,1.7986428200841953,0.316157591854803,27,88,64.77272727272727,35.22727272727273,50,60.0,40.0,38,71.05263157894737,28.947368421052634,59,54.23728813559322,40.67796610169492
only_SNOW,v5,SNOW,2021-08-27,2026-08-27,0.001,45.41179608059094,7.807627623376301,57.86149243006074,0.38101716327201435,0.13493650605043864,11,45.45454545454545,-27.047831583052417,-0.7935845204045111,0.3282868525896414,5,16,37.5,56.25,10,30.0,60.0,6,50.0,50.0,8,50.0,37.5
only_SNOW,s-cooldown40,SNOW,2021-08-27,2026-08-27,0.001,45.41179608059094,7.807627623376301,57.86149243006074,0.38101716327201435,0.13493650605043864,11,45.45454545454545,-27.047831583052417,-0.7935845204045111,0.3282868525896414,5,16,37.5,56.25,10,30.0,60.0,6,50.0,50.0,10,50.0,30.0
without_TSLA,v5,"TQQQ,MSFT,NFLX,YINN,SNOW,MRNA,NVDA,GOOGL,AAOI",2021-08-27,2026-08-27,0.001,161.37140696560596,21.27857674536695,17.489472470639356,1.2676159507253077,1.216650575429796,75,53.333333333333336,-34.38185233852087,1.7986428200841953,0.33253652058432936,29,96,61.458333333333336,37.5,54,57.407407407407405,40.74074074074074,42,66.66666666666666,33.33333333333333,53,52.83018867924528,43.39622641509434
without_TSLA,s-cooldown40,"TQQQ,MSFT,NFLX,YINN,SNOW,MRNA,NVDA,GOOGL,AAOI",2021-08-27,2026-08-27,0.001,156.66197483532116,20.836598285875894,17.489472470639356,1.26091733084961,1.1913794610360926,75,52.0,-34.38185233852087,1.6724582841518787,0.3298804780876494,30,96,61.458333333333336,37.5,54,57.407407407407405,40.74074074074074,42,66.66666666666666,33.33333333333333,61,52.459016393442624,42.62295081967213
only_TSLA,v5,TSLA,2021-08-27,2026-08-27,0.001,101.84649770517531,15.145584436916447,46.48102029656914,0.6476669109800594,0.3258444918007614,7,57.14285714285714,-26.593404828411128,10.819385050147368,0.2047808764940239,2,8,50.0,50.0,6,33.33333333333333,66.66666666666666,2,100.0,0.0,8,62.5,12.5
only_TSLA,s-cooldown40,TSLA,2021-08-27,2026-08-27,0.001,101.84649770517531,15.145584436916447,46.48102029656914,0.6476669109800594,0.3258444918007614,7,57.14285714285714,-26.593404828411128,10.819385050147368,0.2047808764940239,2,8,50.0,50.0,6,33.33333333333333,66.66666666666666,2,100.0,0.0,8,62.5,12.5
without_MRNA,v5,"TQQQ,MSFT,NFLX,YINN,SNOW,TSLA,NVDA,GOOGL,AAOI",2021-08-27,2026-08-27,0.001,179.60361371437443,22.931835744927298,14.09380487357421,1.3465982428870389,1.6270862233891386,74,55.4054054054054,-34.38185233852087,3.8748542635758443,0.3244798583444002,27,90,61.111111111111114,37.77777777777778,54,57.407407407407405,40.74074074074074,36,66.66666666666666,33.33333333333333,56,51.78571428571429,41.07142857142857
without_MRNA,s-cooldown40,"TQQQ,MSFT,NFLX,YINN,SNOW,TSLA,NVDA,GOOGL,AAOI",2021-08-27,2026-08-27,0.001,174.56567074480014,22.48383227355557,14.09380487357421,1.3409880323203083,1.5952989611565151,74,54.054054054054056,-34.38185233852087,3.8748542635758443,0.32182381584772024,28,90,61.111111111111114,37.77777777777778,54,57.407407407407405,40.74074074074074,36,66.66666666666666,33.33333333333333,64,51.5625,40.625
only_MRNA,v5,MRNA,2021-08-27,2026-08-27,0.001,-4.730592954989454,-0.9683711498738035,49.13825050293683,0.1534022872766261,-0.019707074223489645,8,37.5,-22.72557501230831,-6.488471745151742,0.27729083665338644,4,14,57.14285714285714,42.857142857142854,6,33.33333333333333,66.66666666666666,8,75.0,25.0,5,80.0,20.0
only_MRNA,s-cooldown40,MRNA,2021-08-27,2026-08-27,0.001,-4.730592954989454,-0.9683711498738035,49.13825050293683,0.1534022872766261,-0.019707074223489645,8,37.5,-22.72557501230831,-6.488471745151742,0.27729083665338644,4,14,57.14285714285714,42.857142857142854,6,33.33333333333333,66.66666666666666,8,75.0,25.0,5,80.0,20.0
without_NVDA,v5,"TQQQ,MSFT,NFLX,YINN,SNOW,TSLA,MRNA,GOOGL,AAOI",2021-08-27,2026-08-27,0.001,173.4777056905902,22.386222556570836,16.56043677212634,1.3004476911551865,1.3517893799908798,79,53.16455696202531,-34.38185233852087,1.7986428200841953,0.32819831783975206,31,100,60.0,39.0,58,55.172413793103445,43.103448275862064,42,66.66666666666666,33.33333333333333,54,55.55555555555556,37.03703703703704
without_NVDA,s-cooldown40,"TQQQ,MSFT,NFLX,YINN,SNOW,TSLA,MRNA,GOOGL,AAOI",2021-08-27,2026-08-27,0.001,168.49706968090396,21.935368350151798,16.56043677212634,1.2921180455710206,1.3245646024911768,79,51.89873417721519,-34.38185233852087,1.6724582841518787,0.3255422753430721,32,100,60.0,39.0,58,55.172413793103445,43.103448275862064,42,66.66666666666666,33.33333333333333,62,54.83870967741935,37.096774193548384
only_NVDA,v5,NVDA,2021-08-27,2026-08-27,0.001,39.68970412991748,6.942060685270346,29.312222852966695,0.4129156063402117,0.2368316016186312,3,66.66666666666666,-23.72333142580999,14.06175833620351,0.24382470119521912,0,4,75.0,25.0,2,50.0,50.0,2,100.0,0.0,7,42.857142857142854,57.14285714285714
only_NVDA,s-cooldown40,NVDA,2021-08-27,2026-08-27,0.001,39.68970412991748,6.942060685270346,29.312222852966695,0.4129156063402117,0.2368316016186312,3,66.66666666666666,-23.72333142580999,14.06175833620351,0.24382470119521912,0,4,75.0,25.0,2,50.0,50.0,2,100.0,0.0,7,42.857142857142854,57.14285714285714
without_GOOGL,v5,"TQQQ,MSFT,NFLX,YINN,SNOW,TSLA,MRNA,NVDA,AAOI",2021-08-27,2026-08-27,0.001,186.9725952782627,23.575648479860934,14.846608670089957,1.3437277917776786,1.5879483997821362,77,53.246753246753244,-34.38185233852087,1.7986428200841953,0.32226648959716686,30,100,60.0,39.0,56,53.57142857142857,44.642857142857146,44,68.18181818181817,31.818181818181817,59,54.23728813559322,38.983050847457626
