date,open,high,low,close,volume
2016-08-29,19.616666793823242,19.709999084472656,19.383333206176758,19.43000030517578,20211981.0
2016-08-30,19.466665267944336,19.51333236694336,19.383333206176758,19.489999771118164,11865579.0
2016-08-31,19.543333053588867,19.54666519165039,19.399999618530273,19.516666412353516,8407935.0
2016-09-01,19.549999237060547,19.573333740234375,19.483333587646484,19.486665725708008,9307518.0
2016-09-02,19.483333587646484,19.483333587646484,19.266666412353516,19.286666870117188,13246899.0
2016-09-05,19.333332061767578,19.420000076293945,19.200000762939453,19.306665420532227,8013753.0
2016-09-06,19.373332977294922,19.84000015258789,19.260000228881836,19.836666107177734,25419795.0
2016-09-07,19.833332061767578,19.866666793823242,19.633333206176758,19.656665802001953,15386184.0
2016-09-08,19.65999984741211,19.75,19.583332061767578,19.633333206176758,9817308.0
2016-09-09,19.676666259765625,20.093332290649414,19.663333892822266,19.670000076293945,20299287.0
2016-09-12,19.333332061767578,19.489999771118164,19.203332901000977,19.22333335876465,17205942.0
2016-09-13,19.333332061767578,19.366666793823242,18.933332443237305,19.00666618347168,20214390.0
2016-09-14,19.0,19.0,18.66666603088379,18.670000076293945,18454617.0
2016-09-19,18.696666717529297,18.97333335876465,18.696666717529297,18.893333435058594,12343272.0
2016-09-20,18.950000762939453,19.016666412353516,18.706666946411133,18.770000457763672,9279444.0
2016-09-21,18.84000015258789,18.976665496826172,18.72333335876465,18.91666603088379,9583944.0
2016-09-22,18.966665267944336,19.059999465942383,18.93666648864746,19.03333282470703,13967358.0
2016-09-23,19.049999237060547,19.066665649414062,18.940000534057617,18.99333381652832,8169135.0
2016-09-26,18.99333381652832,19.003332138061523,18.38666534423828,18.466665267944336,15161913.0
2016-09-27,18.44333267211914,18.5766658782959,18.360000610351562,18.479999542236328,9461829.0
2016-09-28,18.56999969482422,18.56999969482422,18.433332443237305,18.44333267211914,6506934.0
2016-09-29,18.496665954589844,18.583332061767578,18.329999923706055,18.40333366394043,11044083.0
2016-09-30,18.383333206176758,18.586666107177734,18.336666107177734,18.530000686645508,9104013.0
2016-10-10,18.63666534423828,18.956666946411133,18.63666534423828,18.933332443237305,13214361.0
2016-10-11,18.959999084472656,19.450000762939453,18.866666793823242,19.29666519165039,27266244.0
2016-10-12,19.28333282470703,19.316665649414062,19.059999465942383,19.18000030517578,14485872.0
2016-10-13,19.200000762939453,19.406665802001953,19.053333282470703,19.10333251953125,13378659.0
2016-10-14,19.15333366394043,19.25,18.883333206176758,19.09000015258789,11011806.0
2016-10-17,19.116666793823242,19.216665267944336,18.876665115356445,18.926666259765625,13438749.0
2016-10-18,18.93000030517578,19.15999984741211,18.866666793823242,19.116666793823242,14509077.0
2016-10-19,19.126665115356445,19.216665267944336,18.966665267944336,19.01333236694336,11463933.0
2016-10-20,19.020000457763672,19.0766658782959,18.899999618530273,18.94333267211914,10883097.0
2016-10-21,18.940000534057617,18.989999771118164,18.719999313354492,18.836666107177734,9717522.0
2016-10-24,18.963333129882812,19.163333892822266,18.833332061767578,18.986665725708008,16449117.0
2016-10-25,18.959999084472656,19.073333740234375,18.899999618530273,18.963333129882812,10313748.0
2016-10-26,18.963333129882812,19.03333282470703,18.81999969482422,18.843332290649414,8778453.0
2016-10-27,18.860000610351562,18.976665496826172,18.809999465942383,18.866666793823242,7929246.0
2016-10-28,18.876665115356445,18.93000030517578,18.733333587646484,18.753332138061523,9060918.0
2016-10-31,18.79666519165039,18.860000610351562,18.626665115356445,18.719999313354492,9753561.0
2016-11-01,18.72333335876465,18.833332061767578,18.649999618530273,18.793333053588867,8087931.0
2016-11-02,18.866666793823242,18.883333206176758,18.746665954589844,18.81999969482422,9747966.0
2016-11-03,18.81999969482422,18.843332290649414,18.47333335876465,18.66666603088379,16551135.0
