window,symbol,trade_id,date,observation,open,close,overnight_factor,intraday_factor,running_overnight_factor,running_intraday_factor,running_gross_factor
training,MSFT,MSFT:2023-04-28,2024-01-26,close,404.3699951171875,403.9299926757813,0.9987650356755746,0.9989118815769734,1.205312764296927,1.102347350402252,1.3286733321287316
training,MSFT,MSFT:2023-04-28,2024-01-29,close,406.05999755859375,409.7200012207031,1.005273203083293,1.0090134553615595,1.2116686232819498,1.1122833090380362,1.3477187857616089
training,MSFT,MSFT:2023-04-28,2024-01-30,close,412.260009765625,408.5899963378906,1.0061993764945676,0.991097818510651,1.219180213264329,1.102381561153406,1.3440017868256735
training,MSFT,MSFT:2023-04-28,2024-01-31,close,406.9599914550781,397.5799865722656,0.9960106588574809,0.9769510392181933,1.2143164874794083,1.0769728117837942,1.307785841916119
training,MSFT,MSFT:2023-04-28,2024-02-01,close,401.8299865722656,403.7799987792969,1.0106896728797679,1.0048528289878649,1.227297133503072,1.082199176663961,1.3281799473990639
training,MSFT,MSFT:2023-04-28,2024-02-02,close,403.80999755859375,411.2200012207031,1.0000742948620227,1.0183502233894894,1.2273883153742664,1.1020577733076662,1.3526528338252115
training,MSFT,MSFT:2023-04-28,2024-02-05,close,409.8999938964844,405.6499938964844,0.9967900215935501,0.9896316173132872,1.2234484253855862,1.0906312165711458,1.3343310445903345
training,MSFT,MSFT:2023-04-28,2024-02-06,close,405.8800048828125,405.489990234375,1.000567018340414,0.9990390887854894,1.2241421430813304,1.0895832168042472,1.333804734084201
training,MSFT,MSFT:2023-04-28,2024-02-07,close,407.44000244140625,414.0499877929687,1.0048090267429393,1.0162232115451477,1.2300290753845675,1.1072597558265052,1.3619616936698182
training,MSFT,MSFT:2023-04-28,2024-02-08,close,414.0499877929687,414.1099853515625,1.0,1.0001449041428878,1.2300290753845675,1.1074202023523774,1.3621590475616854
training,MSFT,MSFT:2023-04-28,2024-02-09,close,415.25,420.5499877929687,1.0027529272144202,1.0127633661480282,1.2334152559007219,1.1215546118747242,1.3833425686120977
training,MSFT,MSFT:2023-04-28,2024-02-12,close,420.55999755859375,415.260009765625,1.0000238016072183,0.987397784326289,1.2334446131661798,1.1074205387660336,1.3659418980505529
training,MSFT,MSFT:2023-04-28,2024-02-13,close,404.94000244140625,406.3200073242187,0.9751480829323214,1.003407924320868,1.202791149932199,1.1111945441535231,1.336534963560802
training,MSFT,MSFT:2023-04-28,2024-02-14,close,408.0700073242187,409.489990234375,1.0043069501094086,1.0034797531910453,1.2079715114069953,1.1150612269144136,1.3469621955871427
training,MSFT,MSFT:2023-04-28,2024-02-15,close,408.1400146484375,406.55999755859375,0.9967032757377907,0.9961287376068608,1.2039891624172823,1.1107445323206122,1.3373243791282698
training,MSFT,MSFT:2023-04-28,2024-02-16,close,407.9599914550781,404.05999755859375,1.0034435111788946,0.9904402539999714,1.208135112557334,1.1001260967207065,1.3291009656889314
training,MSFT,MSFT:2023-04-28,2024-02-20,close,403.239990234375,402.7900085449219,0.9979705802871519,0.99888408466335,1.2056832993441262,1.098898449137127,1.3249235077997947
training,MSFT,MSFT:2023-04-28,2024-02-21,close,400.1700134277344,402.1799926757813,0.9934953820561433,1.0050228132558712,1.197840790120604,1.1044180108343091,1.3229169427211946
training,MSFT,MSFT:2023-04-28,2024-02-22,close,410.19000244140625,411.6499938964844,1.0199164799629459,1.0035593053131193,1.2216975622158404,1.1083489717281763,1.3540672368447464
training,MSFT,MSFT:2023-04-28,2024-02-23,close,415.6700134277344,410.3399963378906,1.0097656251447944,0.9871772874692334,1.2336282026487493,1.0941369314799352,1.3497581762332103
training,MSFT,MSFT:2023-04-28,2024-02-26,close,411.4599914550781,407.5400085449219,1.0027294320007383,0.9904729913197788,1.236995306942072,1.0837130794363754,1.3405479933345372
training,MSFT,MSFT:2023-04-28,2024-02-27,close,407.989990234375,407.4800109863281,1.001104141139565,0.9987500201959516,1.2383611243499155,1.0823584599736968,1.3403506394426703
training,MSFT,MSFT:2023-04-28,2024-02-28,close,408.1799926757813,407.7200012207031,1.0017178307415837,0.9988730671190845,1.240488419158506,1.0811387146362155,1.341140055010138
training,MSFT,MSFT:2023-04-28,2024-02-29,close,408.6400146484375,413.6400146484375,1.002256483432208,1.0122357082536364,1.2432875607241831,1.0943672125302157,1.3606131422032157
training,MSFT,MSFT:2023-04-28,2024-03-01,close,411.2699890136719,415.5,0.9942703182699092,1.0102852410808596,1.2361639187022526,1.1056230431420773,1.36673131361802
training,MSFT,MSFT:2023-04-28,2024-03-04,close,413.44000244140625,414.9200134277344,0.9950421238060319,1.003579747914059,1.2300351710378763,1.1095808949245005,1.364823525868818
training,MSFT,MSFT:2023-04-28,2024-03-05,close,413.9599914550781,402.6499938964844,0.9976862480921918,0.9726785249974548,1.227189174814216,1.079265508240519,1.3244629484631278
training,MSFT,MSFT:2023-04-28,2024-03-06,close,402.9700012207031,402.0899963378906,1.0007947530834957,0.9978162024960996,1.2281644871949322,1.0769086109175774,1.3226209118833931
training,MSFT,MSFT:2023-04-28,2024-03-07,close,406.1199951171875,409.1400146484375,1.0100226288044987,1.0074362739278044,1.2404739239609546,1.084916798343572,1.3458109980124062
training,MSFT,MSFT:2023-04-28,2024-03-08,close,407.9599914550781,406.2200012207031,0.9971158450625434,0.9957348998165998,1.2368962049683763,1.0802895195079827,1.3362060069465345
training,MSFT,MSFT:2023-04-28,2024-03-11,close,403.760009765625,404.5199890136719,0.9939441892381325,1.0018822548783075,1.2294057956190159,1.082322899726061,1.3306140456543984
training,MSFT,MSFT:2023-04-28,2024-03-12,close,407.6199951171875,415.2799987792969,1.0076634188364195,1.0187920213774282,1.238827247150766,1.1026619347949933,1.366007649220019
training,MSFT,MSFT:2023-04-28,2024-03-13,close,418.1000061035156,415.1000061035156,1.006790616770632,0.9928246831949167,1.2472396482311838,1.0947499860839331,1.3654155875444183
training,MSFT,MSFT:2023-04-28,2024-03-14,close,420.239990234375,425.2200012207031,1.0123825200079077,1.011850397634815,1.2626836181300622,1.107723208729736,1.398703949085505
training,MSFT,MSFT:2023-04-28,2024-03-15,close,419.2900085449219,416.4200134277344,0.9860542950501913,0.9931551073035407,1.2450746049466634,1.1001409622286034,1.3697575739324206
training,MSFT,MSFT:2023-04-28,2024-03-18,close,414.25,417.3200073242187,0.9947888829600863,1.0074110013861646,1.238586375456862,1.108294108424656,1.3727179826938891
training,MSFT,MSFT:2023-04-28,2024-03-19,close,417.8299865722656,421.4100036621094,1.0012220340244813,1.0085681191032099,1.2400999701499293,1.1177901043470242,1.386171475034631
training,MSFT,MSFT:2023-04-28,2024-03-20,close,422.0,425.2300109863281,1.0014000529953335,1.007654054469972,1.2418361758276508,1.126345730691692,1.3987368748619717
training,MSFT,MSFT:2023-04-28,2024-03-21,close,429.8299865722656,429.3699951171875,1.010817617447244,0.9989298293058928,1.2552698845099028,1.125140348499273,1.4123547953181144
training,MSFT,MSFT:2023-04-28,2024-03-22,close,429.7000122070313,428.739990234375,1.0007686077126878,0.9977658321029003,1.2562346946246419,1.1226265960529243,1.4102824790700466
training,MSFT,MSFT:2023-04-28,2024-03-25,close,425.239990234375,422.8599853515625,0.9918365441066351,0.9944031489571319,1.2459794781033589,1.116343422218054,1.3909409945993685
training,MSFT,MSFT:2023-04-28,2024-03-26,close,425.6099853515625,421.6499938964844,1.0065033346622136,0.9906957270943559,1.2540824996317153,1.1059566583613165,1.3869608906020987
training,MSFT,MSFT:2023-04-28,2024-03-27,close,424.44000244140625,421.4299926757813,1.0066168826877935,0.9929082797372746,1.262380616412593,1.0981135231175194,1.3862372262040983
training,MSFT,MSFT:2023-04-28,2024-03-28,close,420.9599914550781,420.7200012207031,0.9988847466272655,0.9994298977592967,1.2609727421724641,1.0974874861374435,1.3839018048946963
training,MSFT,MSFT:2023-04-28,2024-04-01,close,423.9500122070313,424.5700073242187,1.0076773411697957,1.0014624250485564,1.270653660119935,1.0990924793276482,1.3965658816679702
