mechanism,symbol,trade_id,entry_date,trigger_date,counterfactual_exit_date,original_return_pct,counterfactual_return_pct,local_delta_pp,original_winner,entry_b,entry_jf,r32_overlap
s-condition,NFLX,NFLX:2023-10-25,2023-10-25,2023-11-30,2023-12-01,65.15162887570418,13.50995939164008,-51.641669484064096,True,True,False,False
s-condition,TQQQ,TQQQ:2024-05-06,2024-05-06,2024-06-20,2024-06-21,28.498565677603448,30.1815947970147,1.6830291194112519,True,True,False,False
s-condition,YINN,YINN:2023-01-04,2023-01-04,2023-01-30,2023-01-31,1.6724582841518787,11.581807686027613,9.909349401875733,True,True,False,False
s-condition-union,AAOI,AAOI:2023-05-09,2023-05-09,2023-06-08,2023-06-09,164.7240065994533,83.24877316112598,-81.47523343832732,True,False,True,False
s-condition-union,GOOGL,GOOGL:2024-03-15,2024-03-15,2024-04-30,2024-05-01,16.370420922658813,15.067766558356045,-1.302654364302768,True,True,False,False
s-condition-union,MRNA,MRNA:2023-11-03,2023-11-03,2023-12-28,2023-12-29,19.35322949190672,34.646167943660444,15.292938451753724,True,False,True,False
s-condition-union,MSFT,MSFT:2023-04-28,2023-04-28,2023-05-11,2023-05-12,35.74007778955608,1.9470374039029181,-33.793040385653164,True,True,False,False
s-condition-union,NFLX,NFLX:2023-03-27,2023-03-27,2023-06-16,2023-06-20,26.615563913745355,31.070087532607758,4.454523618862403,True,True,False,False
s-condition-union,NFLX,NFLX:2023-10-25,2023-10-25,2023-11-30,2023-12-01,65.15162887570418,13.50995939164008,-51.641669484064096,True,True,False,False
s-condition-union,TQQQ,TQQQ:2024-05-06,2024-05-06,2024-06-20,2024-06-21,28.498565677603448,30.1815947970147,1.6830291194112519,True,True,False,False
s-condition-union,TSLA,TSLA:2023-01-18,2023-01-18,2023-01-30,2023-01-31,42.08505862732797,20.27023639122929,-21.814822236098678,True,True,False,False
s-condition-union,TSLA,TSLA:2024-04-30,2024-04-30,2024-06-28,2024-07-01,25.85765548340815,7.293919065146626,-18.563736418261524,True,True,False,True
s-condition-union,YINN,YINN:2021-09-23,2021-09-23,2021-10-21,2021-10-22,-4.459071666167269,26.129520145723674,30.588591811890943,False,False,True,False
s-condition-union,YINN,YINN:2022-11-08,2022-11-08,2022-11-18,2022-11-21,68.81192274062582,22.070989863579538,-46.740932877046276,True,True,False,False
s-condition-union,YINN,YINN:2023-01-04,2023-01-04,2023-01-06,2023-01-09,1.6724582841518787,11.281527433628312,9.609069149476433,True,True,False,False
nine2-sell,GOOGL,GOOGL:2024-03-15,2024-03-15,2024-03-28,2024-04-01,16.370420922658813,5.535981141421686,-10.834439781237126,True,True,False,False
nine2-sell,MSFT,MSFT:2023-04-28,2023-04-28,2023-11-17,2023-11-20,35.74007778955608,21.86372834364272,-13.876349445913363,True,True,False,False
nine2-sell,NFLX,NFLX:2023-03-27,2023-03-27,2023-06-16,2023-06-20,26.615563913745355,31.070087532607758,4.454523618862403,True,True,False,False
nine2-sell,TQQQ,TQQQ:2024-05-06,2024-05-06,2024-05-23,2024-05-24,28.498565677603448,11.671144530834908,-16.82742114676854,True,True,False,False
nine2-up9,AAOI,AAOI:2023-05-09,2023-05-09,2023-06-06,2023-06-07,164.7240065994533,55.620496054495746,-109.10351054495756,True,False,True,False
nine2-up9,AAOI,AAOI:2024-04-17,2024-04-17,2024-05-24,2024-05-28,-25.39859610915135,5.685322178702257,31.083918287853606,False,False,True,True
nine2-up9,AAOI,AAOI:2024-07-11,2024-07-11,2024-07-18,2024-07-19,-5.003121316486691,11.11432977379252,16.11745109027921,False,True,False,False
nine2-up9,GOOGL,GOOGL:2022-02-02,2022-02-02,2022-03-28,2022-03-29,-23.185264576067965,-5.876129356729809,17.309135219338156,False,True,False,True
nine2-up9,GOOGL,GOOGL:2024-03-15,2024-03-15,2024-03-20,2024-03-21,16.370420922658813,4.681551360184533,-11.68886956247428,True,True,False,False
nine2-up9,MRNA,MRNA:2022-02-16,2022-02-16,2022-03-21,2022-03-22,-3.1678067374243724,18.567555915514976,21.735362652939347,False,False,True,False
nine2-up9,MRNA,MRNA:2023-11-03,2023-11-03,2023-12-27,2023-12-28,19.35322949190672,38.72883452944724,19.37560503754052,True,False,True,False
nine2-up9,MSFT,MSFT:2022-02-01,2022-02-01,2022-03-28,2022-03-29,-21.59643001259398,0.9253870264459119,22.52181703903989,False,True,False,True
nine2-up9,MSFT,MSFT:2023-04-28,2023-04-28,2023-08-31,2023-09-01,35.74007778955608,8.762112513461439,-26.977965276094643,True,True,False,False
nine2-up9,NFLX,NFLX:2022-12-02,2022-12-02,2023-01-13,2023-01-17,8.481864091411184,6.418303458733421,-2.0635606326777634,True,True,False,True
nine2-up9,NFLX,NFLX:2023-03-27,2023-03-27,2023-04-04,2023-04-05,26.615563913745355,5.208280225893436,-21.40728368785192,True,True,False,False
nine2-up9,NFLX,NFLX:2023-10-25,2023-10-25,2023-11-10,2023-11-13,65.15162887570418,7.291937707798146,-57.85969116790603,True,True,False,False
nine2-up9,SNOW,SNOW:2022-03-17,2022-03-17,2022-03-29,2022-03-30,-0.7935845204045111,20.788825911700904,21.582410432105416,False,False,True,False
nine2-up9,SNOW,SNOW:2023-01-13,2023-01-13,2023-02-01,2023-02-02,14.444136202171842,24.545934231422063,10.10179802925022,True,True,False,False
nine2-up9,SNOW,SNOW:2023-09-01,2023-09-01,2023-09-12,2023-09-13,16.50919972702114,4.932128754921461,-11.57707097209968,True,True,False,True
nine2-up9,TQQQ,TQQQ:2024-05-06,2024-05-06,2024-05-15,2024-05-16,28.498565677603448,10.124240653638616,-18.374325023964833,True,True,False,False
nine2-up9,TQQQ,TQQQ:2024-08-06,2024-08-06,2024-08-21,2024-08-22,26.220476059691087,34.33278219315938,8.112306133468294,True,False,True,False
nine2-up9,TSLA,TSLA:2022-02-25,2022-02-25,2022-03-28,2022-03-29,10.819385050147368,36.64533335073736,25.825948300589992,True,False,True,True
nine2-up9,TSLA,TSLA:2023-01-18,2023-01-18,2023-01-20,2023-01-23,42.08505862732797,-0.7041641614213612,-42.78922278874933,True,True,False,False
nine2-up9,TSLA,TSLA:2024-04-30,2024-04-30,2024-07-08,2024-07-09,25.85765548340815,33.97061542616444,8.112959942756294,True,True,False,True
nine2-up9,YINN,YINN:2021-09-23,2021-09-23,2021-10-19,2021-10-20,-4.459071666167269,26.613516758124444,31.072588424291713,False,False,True,False
nine2-up9,YINN,YINN:2022-11-08,2022-11-08,2022-11-15,2022-11-16,68.81192274062582,36.17354713922391,-32.638375601401904,True,True,False,False
nine2-up9,YINN,YINN:2023-01-04,2023-01-04,2023-01-11,2023-01-12,1.6724582841518787,12.694624847054259,11.022166562902381,True,True,False,False
chip-rollover,AAOI,AAOI:2022-01-25,2022-01-25,2022-02-08,2022-02-09,-14.528879830647137,-1.9595978053599916,12.569282025287144,False,False,True,False
chip-rollover,AAOI,AAOI:2023-03-29,2023-03-29,2023-04-14,2023-04-17,-0.1998999999999973,14.057249672151562,14.25714967215156,False,False,True,False
chip-rollover,AAOI,AAOI:2023-05-09,2023-05-09,2023-05-12,2023-05-15,164.7240065994533,-5.274483292642785,-169.99848989209607,True,False,True,False
chip-rollover,AAOI,AAOI:2024-04-17,2024-04-17,2024-04-23,2024-04-24,-25.39859610915135,-5.670668353854358,19.72792775529699,False,False,True,True
chip-rollover,AAOI,AAOI:2024-07-11,2024-07-11,2024-07-19,2024-07-22,-5.003121316486691,5.030263012023606,10.033384328510298,False,True,False,False
chip-rollover,GOOGL,GOOGL:2022-02-02,2022-02-02,2022-02-08,2022-02-09,-23.185264576067965,-6.987295908687363,16.1979686673806,False,True,False,True
chip-rollover,GOOGL,GOOGL:2024-03-15,2024-03-15,2024-04-04,2024-04-05,16.370420922658813,5.073746534552326,-11.296674388106487,True,True,False,False
chip-rollover,MRNA,MRNA:2022-01-11,2022-01-11,2022-01-13,2022-01-14,-22.72557501230831,-9.910540474417374,12.815034537890934,False,False,True,False
chip-rollover,MRNA,MRNA:2022-02-16,2022-02-16,2022-03-03,2022-03-04,-3.1678067374243724,-4.797105556051706,-1.6292988186273338,False,False,True,False
chip-rollover,MRNA,MRNA:2023-08-18,2023-08-18,2023-09-01,2023-09-05,-14.825943022421717,6.227263755772938,21.053206778194657,False,False,True,True
chip-rollover,MRNA,MRNA:2023-11-03,2023-11-03,2023-11-10,2023-11-13,19.35322949190672,-4.978944568359333,-24.332174060266055,True,False,True,False
chip-rollover,MSFT,MSFT:2022-02-01,2022-02-01,2022-02-07,2022-02-08,-21.59643001259398,-3.144938080905346,18.451491931688636,False,True,False,True
chip-rollover,MSFT,MSFT:2023-04-28,2023-04-28,2023-05-09,2023-05-10,35.74007778955608,1.3134613509606874,-34.426616438595396,True,True,False,False
chip-rollover,NFLX,NFLX:2022-12-02,2022-12-02,2022-12-08,2022-12-09,8.481864091411184,3.3229502482213347,-5.15891384318985,True,True,False,True
chip-rollover,NFLX,NFLX:2023-03-27,2023-03-27,2023-04-06,2023-04-10,26.615563913745355,2.152278620937187,-24.463285292808166,True,True,False,False
chip-rollover,NFLX,NFLX:2023-10-25,2023-10-25,2023-11-14,2023-11-15,65.15162887570418,8.625739679993472,-56.525889195710704,True,True,False,False
chip-rollover,SNOW,SNOW:2021-12-09,2021-12-09,2021-12-14,2021-12-15,-20.634647434082034,-6.136659934082034,14.4979875,False,True,False,True
