rule,symbol,entry_date,exit_date,return_pct,hold_days,exit_reason,peak_close_pct,two_leg_enabled,two_leg_signal_close,two_leg_entry_gap_factor,two_leg_intraday_factor,two_leg_trigger_date,entry_origin,entry_stop_pct,entry_limit,use_extra_exit,entry_signal_date,entry_b,entry_jf
B-entry-day-two-leg-rejection,YINN,2021-09-23,2021-11-29,-4.459071666167269,46,trail,25.800192888264583,,,,,,v5,,,False,2021-09-22,False,True
B-entry-day-two-leg-rejection,YINN,2021-12-31,2022-01-24,6.437643816955396,15,signal,18.052262622978677,,,,,,v5,,,False,2021-12-30,False,True
B-entry-day-two-leg-rejection,YINN,2022-02-25,2022-03-08,-26.410032710845943,7,trail,3.318896567212981,,,,,,v5,,,False,2022-02-24,False,True
B-entry-day-two-leg-rejection,YINN,2022-03-16,2022-04-12,7.8791593400682425,19,trail,34.52380952380953,,,,,,v5,,,False,2022-03-15,False,True
B-entry-day-two-leg-rejection,YINN,2022-08-12,2022-09-07,-11.409216181607517,17,trail,11.929882951640703,,,,,,v5,,,False,2022-08-11,False,True
B-entry-day-two-leg-rejection,YINN,2022-10-14,2022-10-25,-34.38185233852087,7,trail,-0.056149518145465205,,,,,,v5,,,False,2022-10-13,False,True
B-entry-day-two-leg-rejection,YINN,2022-11-08,2022-12-08,68.81192274062582,21,signal,67.05140981683448,True,29.18000030517578,0.9797806666752077,1.0188876881880615,,v5,,,False,2022-11-07,True,False
B-entry-day-two-leg-rejection,YINN,2023-01-04,2023-02-07,1.6724582841518787,23,trail,29.20353982300885,True,51.0099983215332,1.1076259921410203,1.0743362966891938,,v5,,,False,2023-01-03,True,False
B-entry-day-two-leg-rejection,YINN,2023-06-14,2023-06-21,-7.5571202234804735,4,signal,10.657007108499927,True,38.70000076293945,0.9989663846320734,1.0400930999270115,,v5,,,False,2023-06-13,True,False
B-entry-day-two-leg-rejection,YINN,2023-10-12,2023-11-30,-24.892376600456224,34,trail,-3.064518590127263,True,30.68000030517578,1.0104302376675738,0.9374193376110446,,v5,,,False,2023-10-11,True,False
B-entry-day-two-leg-rejection,YINN,2024-01-02,2024-01-03,-2.3582959551735616,1,two_leg_rejection,-2.214213715172353,True,20.940000534057617,0.9274116323305969,0.9778578628482765,2024-01-02,v5,,,False,2023-12-29,True,False
B-entry-day-two-leg-rejection,YINN,2024-08-06,2024-08-26,18.978004803037862,15,terminal,24.476659037613068,,,,,,v5,,,False,2024-08-05,False,True
B-entry-day-two-leg-rejection,SNOW,2021-12-09,2021-12-10,-1.8182799999999943,1,two_leg_rejection,-2.3459439664273773,True,370.2799987792969,0.9992438187851898,0.9765405603357262,2021-12-09,v5,,,False,2021-12-08,True,False
B-entry-day-two-leg-rejection,SNOW,2022-01-25,2022-02-14,6.612483502114808,14,signal,13.019943244198174,,,,,,v5,,,False,2022-01-24,False,True
B-entry-day-two-leg-rejection,SNOW,2022-03-17,2022-04-19,-0.7935845204044778,22,trail,23.707690116686674,,,,,,v5,,,False,2022-03-16,False,True
B-entry-day-two-leg-rejection,SNOW,2022-05-27,2022-08-10,32.27609989487661,50,signal,33.58092577422396,,,,,,v5,,,False,2022-05-26,False,True
B-entry-day-two-leg-rejection,SNOW,2022-11-11,2023-01-05,-12.001136877550621,36,trail,11.490729796542198,,,,,,v5,,,False,2022-11-10,False,True
B-entry-day-two-leg-rejection,SNOW,2023-01-13,2023-02-06,14.44413620217182,15,signal,27.81765911778349,True,142.13999938964844,0.9800197245667256,1.0112705817016123,,v5,,,False,2023-01-12,True,False
B-entry-day-two-leg-rejection,SNOW,2023-09-01,2024-01-05,16.50919972702114,86,signal,27.280194787458868,True,156.85000610351562,1.0079693972034343,0.9935483603220541,,v5,,,False,2023-08-31,True,False
B-entry-day-two-leg-rejection,SNOW,2024-06-28,2024-08-06,-14.331088418973547,26,trail,7.090977914117302,True,133.9199981689453,0.9972371929342417,1.0115312111639263,,v5,,,False,2024-06-27,True,False
B-entry-day-two-leg-rejection,TSLA,2022-02-25,2022-04-27,10.819385050147368,42,trail,41.5481363736643,,,,,,v5,,,False,2022-02-24,False,True
B-entry-day-two-leg-rejection,TSLA,2022-12-05,2022-12-06,-4.530331446653058,1,two_leg_rejection,-3.6898254872679614,True,194.86000061035156,0.9721851680592811,0.9631017451273204,2022-12-05,v5,,,False,2022-12-02,True,False
B-entry-day-two-leg-rejection,TSLA,2023-01-18,2023-02-13,42.08505862732801,18,signal,51.81605962995424,True,131.49000549316406,1.0385580032977735,0.9430287132514138,,v5,,,False,2023-01-17,True,False
B-entry-day-two-leg-rejection,TSLA,2024-04-30,2024-05-01,-2.8579601292353374,1,two_leg_rejection,-1.978819677391408,True,194.0500030517578,0.9635660540426118,0.9802118032260859,2024-04-30,v5,,,False,2024-04-29,True,False
B-entry-day-two-leg-rejection,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318,,,,,,v5,,,False,2022-01-10,False,True
B-entry-day-two-leg-rejection,MRNA,2022-02-16,2022-04-22,-3.1678067374243724,45,trail,26.4869309015193,,,,,,v5,,,False,2022-02-15,False,True
B-entry-day-two-leg-rejection,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375,,,,,,v5,,,False,2023-08-17,False,True
B-entry-day-two-leg-rejection,MRNA,2023-11-03,2024-02-12,19.35322949190672,67,trail,57.94227421730067,,,,,,v5,,,False,2023-11-02,False,True
B-entry-day-two-leg-rejection,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514,True,137.6439971923828,1.0988492276099793,0.9785123966942149,,v5,,,False,2022-02-01,True,False
B-entry-day-two-leg-rejection,GOOGL,2024-03-15,2024-03-18,4.0792485748291085,1,two_leg_rejection,-0.9263209292763142,True,143.10000610351562,0.9958070854093354,0.9907367907072369,2024-03-15,v5,,,False,2024-03-14,True,False
B-entry-day-two-leg-rejection,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642,,,,,,v5,,,False,2022-01-24,False,True
B-entry-day-two-leg-rejection,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872,True,2.3499999046325684,0.9914893694731274,1.0429185177362963,,v5,,,False,2023-01-12,True,False
B-entry-day-two-leg-rejection,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598,,,,,,v5,,,False,2023-03-28,False,True
B-entry-day-two-leg-rejection,AAOI,2023-05-09,2023-06-22,164.7240065994533,30,signal,193.78530312430712,,,,,,v5,,,False,2023-05-08,False,True
B-entry-day-two-leg-rejection,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234,,,,,,v5,,,False,2024-04-16,False,True
B-entry-day-two-leg-rejection,AAOI,2024-07-11,2024-07-25,-5.003121316486691,10,trail,27.16577388474675,True,9.010000228881836,1.0377358650333894,0.9871656861671125,,v5,,,False,2024-07-10,True,False
B-entry-day-two-leg-rejection,AAOI,2024-08-20,2024-08-26,11.76681414720866,5,terminal,13.03841519981419,True,8.600000381469727,0.9988371827397377,1.0221186934817528,,v5,,,False,2024-08-19,True,False
