window,scope,group_by,group,events,complete,incomplete,symbols,wins,interference,win_rate_pct,interference_rate_pct,mean_ret20_pct,median_ret20_pct,mean_mfe20_pct,mean_mae20_pct
recent,ignored_flat,symbol,TQQQ,1,1,0,1,0,1,0.0,100.0,4.691414799770155,4.691414799770155,14.214267582395546,-9.492849909200519
recent,ignored_flat,symbol,TSLA,1,1,0,1,1,0,100.0,0.0,-5.470678157760522,-5.470678157760522,1.774269192957112,-7.3233572480443705
recent,ignored_flat,symbol,YINN,2,1,1,1,0,1,0.0,100.0,0.1664970495836915,0.1664970495836915,10.780437851038482,-5.494275612000898
recent,ignored_flat,component_set,S_BEAR_RALLY,1,0,1,0,0,0,,,,,,
recent,ignored_flat,component_set,S_CROSS+S_DELAY,1,1,0,1,0,1,0.0,100.0,0.1664970495836915,0.1664970495836915,10.780437851038482,-5.494275612000898
recent,ignored_flat,component_set,S_DELAY,6,6,0,5,3,3,50.0,50.0,2.8474530782696608,1.364329957413285,12.242764655789932,-7.414667494880099
recent,suppressed_held,all,all,1,1,0,1,0,1,0.0,100.0,19.43501285047573,19.43501285047573,28.195953078882873,-11.353474771094296
recent,suppressed_held,component,S_BLOWOFF,1,1,0,1,0,1,0.0,100.0,19.43501285047573,19.43501285047573,28.195953078882873,-11.353474771094296
recent,suppressed_held,component,S_BEAR_RALLY,0,0,0,0,0,0,,,,,,
recent,suppressed_held,component,S_CROSS,0,0,0,0,0,0,,,,,,
recent,suppressed_held,component,S_DELAY,0,0,0,0,0,0,,,,,,
recent,suppressed_held,regime,bull,1,1,0,1,0,1,0.0,100.0,19.43501285047573,19.43501285047573,28.195953078882873,-11.353474771094296
recent,suppressed_held,regime,bear,0,0,0,0,0,0,,,,,,
recent,suppressed_held,regime,unknown,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,AAOI,1,1,0,1,0,1,0.0,100.0,19.43501285047573,19.43501285047573,28.195953078882873,-11.353474771094296
recent,suppressed_held,symbol,GOOGL,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,MRNA,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,MSFT,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,NFLX,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,NVDA,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,SNOW,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,TQQQ,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,TSLA,0,0,0,0,0,0,,,,,,
recent,suppressed_held,symbol,YINN,0,0,0,0,0,0,,,,,,
recent,suppressed_held,component_set,S_BLOWOFF,1,1,0,1,0,1,0.0,100.0,19.43501285047573,19.43501285047573,28.195953078882873,-11.353474771094296
recent,suppressed_flat,all,all,56,55,1,10,32,17,58.18181818181818,30.909090909090907,16.718739586950694,-2.558129999279546,29.722880862814524,-10.313288288509773
recent,suppressed_flat,component,S_BLOWOFF,4,3,1,1,1,2,33.33333333333333,66.66666666666666,45.92512677217645,44.294339504027214,54.38997183692763,-18.882132343614288
recent,suppressed_flat,component,S_BEAR_RALLY,0,0,0,0,0,0,,,,,,
recent,suppressed_flat,component,S_CROSS,2,2,0,1,0,2,0.0,100.0,55.752842948667876,55.752842948667876,70.68724375161298,-5.98004658125949
recent,suppressed_flat,component,S_DELAY,52,52,0,10,31,15,59.61538461538461,28.846153846153843,15.033755710879975,-2.6388400014526026,28.299779460461853,-9.818931900715281
recent,suppressed_flat,regime,bull,40,39,1,8,21,15,53.84615384615385,38.46153846153847,24.09617561962413,-0.8071192856232257,40.18307411342525,-11.001237230530572
recent,suppressed_flat,regime,bear,16,16,0,3,11,2,68.75,12.5,-1.2637607426908142,-2.774780156186174,4.226159814450888,-8.63641274233408
recent,suppressed_flat,regime,unknown,0,0,0,0,0,0,,,,,,
recent,suppressed_flat,symbol,AAOI,7,7,0,1,1,6,14.285714285714285,85.71428571428571,59.637384321913906,66.75905089761942,70.20180144812228,-10.45862798150594
recent,suppressed_flat,symbol,GOOGL,4,4,0,1,1,1,25.0,25.0,5.08658741231431,0.1570866425217643,8.034148788483915,-6.738089016640322
recent,suppressed_flat,symbol,MRNA,6,5,1,1,0,5,0.0,100.0,132.37519709991383,153.30560475448837,174.4682700711481,-7.052979669071833
recent,suppressed_flat,symbol,MSFT,7,7,0,1,4,0,57.14285714285714,0.0,1.1969652910164494,-0.04042640255058627,3.6971045552088415,-10.19360315819061
recent,suppressed_flat,symbol,NFLX,6,6,0,1,6,0,100.0,0.0,-5.553475321161507,-4.8577483731500894,2.398864126854583,-7.59618567958013
recent,suppressed_flat,symbol,NVDA,1,1,0,1,1,0,100.0,0.0,-0.8071192856232257,-0.8071192856232257,4.676423792933693,-7.1564790628477315
recent,suppressed_flat,symbol,SNOW,3,3,0,1,3,0,100.0,0.0,-9.467683976560034,-10.322447283678782,8.568302904057738,-14.221281089592766
recent,suppressed_flat,symbol,TQQQ,11,11,0,1,9,2,81.81818181818183,18.181818181818183,-10.309932365888203,-11.222078996886431,8.584414034416936,-15.480783151422388
recent,suppressed_flat,symbol,TSLA,9,9,0,1,7,2,77.77777777777779,22.22222222222222,-3.2507245975372734,-5.418943196692549,5.286456857001124,-9.865361252021371
recent,suppressed_flat,symbol,YINN,2,2,0,1,0,1,0.0,50.0,8.332347693913688,8.332347693913688,13.103488281987019,-2.986840567647886
recent,suppressed_flat,component_set,S_BLOWOFF,4,3,1,1,1,2,33.33333333333333,66.66666666666666,45.92512677217645,44.294339504027214,54.38997183692763,-18.882132343614288
recent,suppressed_flat,component_set,S_CROSS+S_DELAY,2,2,0,1,0,2,0.0,100.0,55.752842948667876,55.752842948667876,70.68724375161298,-5.98004658125949
recent,suppressed_flat,component_set,S_DELAY,50,50,0,10,31,13,62.0,26.0,13.40499222136846,-2.8554901583592307,26.604280888815808,-9.972487313493513
recent,pending_at_cutoff,all,all,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,component,S_BLOWOFF,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,component,S_BEAR_RALLY,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,component,S_CROSS,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,component,S_DELAY,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,regime,bull,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,regime,bear,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,regime,unknown,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,AAOI,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,GOOGL,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,MRNA,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,MSFT,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,NFLX,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,NVDA,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,SNOW,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,TQQQ,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,TSLA,0,0,0,0,0,0,,,,,,
recent,pending_at_cutoff,symbol,YINN,0,0,0,0,0,0,,,,,,
full,raw,all,all,280,277,3,10,160,95,57.761732851985556,34.29602888086642,2.3432366024957423,-2.1036347845581505,15.68463208159941,-12.788685863195536
full,raw,component,S_BLOWOFF,21,19,2,5,11,8,57.89473684210527,42.10526315789473,9.280855995803813,-4.897962297712066,34.94761707801943,-19.578986151623827
full,raw,component,S_BEAR_RALLY,27,26,1,7,18,8,69.23076923076923,30.76923076923077,-3.6489841301940134,-7.738472572665761,14.702516598169355,-13.900459450751642
full,raw,component,S_CROSS,14,14,0,7,6,8,42.857142857142854,57.14285714285714,11.234000358443476,3.456412029122835,20.05643333760355,-10.33182431995736
full,raw,component,S_DELAY,232,232,0,10,131,79,56.46551724137932,34.05172413793103,2.446611475672813,-1.6578867138716813,14.21712470072528,-12.107988368555034
full,raw,regime,bull,170,168,2,9,89,65,52.976190476190474,38.69047619047619,6.47538899725919,-1.139816337089694,19.29944336241991,-12.852115035973833
full,raw,regime,bear,110,109,1,9,71,30,65.13761467889908,27.522935779816514,-4.025585437139663,-4.252992151750934,10.1131798322614,-12.690923468454676
full,raw,regime,unknown,0,0,0,0,0,0,,,,,,
full,raw,symbol,AAOI,36,35,1,1,15,18,42.857142857142854,51.42857142857142,16.433827177789755,2.7729609695148927,34.60839197600108,-14.44259646430064
full,raw,symbol,GOOGL,6,6,0,1,2,2,33.33333333333333,33.33333333333333,5.651477981904374,0.1570866425217643,9.348851505190822,-6.181187342140955
full,raw,symbol,MRNA,28,27,1,1,21,6,77.77777777777779,22.22222222222222,16.759465217760972,-9.68941610585462,36.821119969870544,-12.386915260732293
full,raw,symbol,MSFT,8,8,0,1,5,0,62.5,0.0,0.6022937302532991,-0.07641768862161058,3.4385175129916985,-10.46720031383262
full,raw,symbol,NFLX,24,24,0,1,15,6,62.5,25.0,-0.8282309571161841,-2.266933119390857,5.579067720894986,-7.850632573137478
full,raw,symbol,NVDA,16,16,0,1,9,7,56.25,43.75,-0.22739631952409223,-1.109546069807682,10.889597495234078,-9.117880454298929
full,raw,symbol,SNOW,40,40,0,1,20,17,50.0,42.5,2.0692785740459265,-0.5376550030673499,11.613600571665385,-9.32898723639283
full,raw,symbol,TQQQ,47,47,0,1,23,20,48.93617021276596,42.5531914893617,-1.7035185837647417,0.15205183114801457,11.191904396426908,-15.44805399767535
full,raw,symbol,TSLA,34,34,0,1,22,9,64.70588235294117,26.47058823529412,-3.668581452817854,-4.065444636723659,8.367387038599265,-11.66501695309505
full,raw,symbol,YINN,41,40,1,1,28,10,70.0,25.0,-6.7949576747558265,-5.183413290146472,11.809800127128412,-18.78934491188985
full,raw,component_set,S_BEAR_RALLY,27,26,1,7,18,8,69.23076923076923,30.76923076923077,-3.6489841301940134,-7.738472572665761,14.702516598169355,-13.900459450751642
full,raw,component_set,S_BLOWOFF,21,19,2,5,11,8,57.89473684210527,42.10526315789473,9.280855995803813,-4.897962297712066,34.94761707801943,-19.578986151623827
full,raw,component_set,S_CROSS+S_DELAY,14,14,0,7,6,8,42.857142857142854,57.14285714285714,11.234000358443476,3.456412029122835,20.05643333760355,-10.33182431995736
full,raw,component_set,S_DELAY,218,218,0,10,125,71,57.3394495412844,32.56880733944954,1.8822837492563484,-2.0197340786644533,13.842123228632179,-12.222053949657639
full,emitted,all,all,63,61,2,10,33,24,54.09836065573771,39.34426229508197,0.6852115432794744,-1.5447145562432096,14.808528877887305,-12.554748598830008
full,emitted,component,S_BLOWOFF,11,10,1,5,6,4,60.0,40.0,6.554805899510765,-3.849501349345319,33.251246122443206,-16.500529278043967
full,emitted,component,S_BEAR_RALLY,18,17,1,7,11,6,64.70588235294117,35.294117647058826,-3.166000993337434,-8.403392727092163,15.210093699793921,-14.232014318530403
full,emitted,component,S_CROSS,9,9,0,6,4,5,44.44444444444444,55.55555555555556,3.163283639840739,0.1664970495836915,10.194641057886164,-11.591637928798287
full,emitted,component,S_DELAY,34,34,0,10,16,14,47.05882352941176,41.17647058823529,0.8844665303434319,0.29627129623387427,9.183417865594022,-10.555592009799232
full,emitted,regime,bull,40,39,1,9,18,18,46.15384615384615,46.15384615384615,3.6457955298777303,0.42604554288405705,16.14972312310904,-11.578626262545873
full,emitted,regime,bear,23,22,1,9,15,6,68.18181818181817,27.27272727272727,-4.563096432962886,-8.5495222771577,12.43095726135786,-14.28514728587915
full,emitted,regime,unknown,0,0,0,0,0,0,,,,,,
full,emitted,symbol,AAOI,9,8,1,1,3,5,37.5,62.5,17.89228473473316,11.437466779330386,45.53549981395032,-14.20426338056582
full,emitted,symbol,GOOGL,2,2,0,1,1,1,50.0,50.0,6.7812591210844975,6.7812591210844975,11.978256938604638,-5.067383993142221
full,emitted,symbol,MRNA,5,5,0,1,4,1,80.0,20.0,-7.897361850629776,-13.464967764107282,6.434577865196379,-13.513639743969488
full,emitted,symbol,MSFT,1,1,0,1,1,0,100.0,0.0,-3.560407195088755,-3.560407195088755,1.6284082174716996,-12.382380403326687
full,emitted,symbol,NFLX,5,5,0,1,4,1,80.0,20.0,-3.871199966705034,-7.073552418239359,4.595228275459933,-10.163846312498084
full,emitted,symbol,NVDA,7,7,0,1,3,4,42.857142857142854,57.14285714285714,2.272289529705488,0.42604554288405705,10.429477468174664,-10.00191756719637
full,emitted,symbol,SNOW,8,8,0,1,4,3,50.0,37.5,-2.7247393981912436,0.14599650397972264,12.642253547217326,-13.525812773777574
full,emitted,symbol,TQQQ,9,9,0,1,3,5,33.33333333333333,55.55555555555556,-0.4819831957004759,2.7067139615314817,11.733149200846103,-13.598253128600861
full,emitted,symbol,TSLA,8,8,0,1,5,1,62.5,12.5,-5.342241486285993,-5.812483150103976,7.837193667716033,-13.12364361847689
full,emitted,symbol,YINN,9,8,1,1,5,3,62.5,37.5,0.05849917887002931,-1.2191594039976605,14.482755929656989,-13.213453318292096
full,emitted,component_set,S_BEAR_RALLY,18,17,1,7,11,6,64.70588235294117,35.294117647058826,-3.166000993337434,-8.403392727092163,15.210093699793921,-14.232014318530403
full,emitted,component_set,S_BLOWOFF,11,10,1,5,6,4,60.0,40.0,6.554805899510765,-3.849501349345319,33.251246122443206,-16.500529278043967
full,emitted,component_set,S_CROSS+S_DELAY,9,9,0,6,4,5,44.44444444444444,55.55555555555556,3.163283639840739,0.1664970495836915,10.194641057886164,-11.591637928798287
full,emitted,component_set,S_DELAY,25,25,0,8,12,9,48.0,36.0,0.06409237092440129,0.42604554288405705,8.81937751636885,-10.18261547895957
full,suppressed,all,all,217,216,1,10,127,71,58.79629629629629,32.870370370370374,2.8114751608855215,-2.507641482837969,15.932050115981076,-12.854751479520987
full,suppressed,component,S_BLOWOFF,10,9,1,2,5,4,55.55555555555556,44.44444444444444,12.309800547240531,-4.897962297712066,36.83247369532634,-22.999493788934775
full,suppressed,component,S_BEAR_RALLY,9,9,0,5,7,2,77.77777777777779,22.22222222222222,-4.561285610923109,-5.191152683148181,13.743759850656284,-13.274189144947321
full,suppressed,component,S_CROSS,5,5,0,3,2,3,40.0,60.0,25.761290451928396,22.500943150354622,37.80765944109485,-8.064159824043688
full,suppressed,component,S_DELAY,198,198,0,10,115,65,58.080808080808076,32.82828282828283,2.7148585874970506,-2.264125592364458,15.08149860170742,-12.374561480664617
full,suppressed,regime,bull,130,129,1,9,71,47,55.03875968992248,36.434108527131784,7.330847487397769,-1.4119728539921383,20.251684365002266,-13.237123269800888
full,suppressed,regime,bear,87,87,0,9,56,24,64.36781609195403,27.586206896551722,-3.8896631163567794,-4.128652719047688,9.527075195018618,-12.287786411174928
full,suppressed,regime,unknown,0,0,0,0,0,0,,,,,,
full,suppressed,symbol,AAOI,27,27,0,1,12,13,44.44444444444444,48.148148148148145,16.00169160536208,2.7729609695148927,31.370730394386502,-14.513213674296143
full,suppressed,symbol,GOOGL,4,4,0,1,1,1,25.0,25.0,5.08658741231431,0.1570866425217643,8.034148788483915,-6.738089016640322
full,suppressed,symbol,MRNA,23,22,1,1,17,5,77.27272727272727,22.727272727272727,22.363289551486147,-9.32936535666757,43.7271522663874,-12.13084151454202
full,suppressed,symbol,MSFT,7,7,0,1,4,0,57.14285714285714,0.0,1.1969652910164494,-0.04042640255058627,3.6971045552088415,-10.19360315819061
full,suppressed,symbol,NFLX,19,19,0,1,11,5,57.89473684210527,26.31578947368421,-0.02744963880332871,-1.2039571601851207,5.837972838114736,-7.241892115411004
full,suppressed,symbol,NVDA,9,9,0,1,6,3,66.66666666666666,33.33333333333333,-2.171596424480432,-1.4119728539921383,11.247468627391397,-8.430296033156473
full,suppressed,symbol,SNOW,32,32,0,1,16,14,50.0,43.75,3.26778306710522,-0.5376550030673499,11.356437327777401,-8.279780852046645
full,suppressed,symbol,TQQQ,38,38,0,1,20,15,52.63157894736842,39.473684210526315,-1.992829596727331,-1.307318701746285,11.06371483748552,-15.886164729824573
full,suppressed,symbol,TSLA,26,26,0,1,17,8,65.38461538461539,30.76923076923077,-3.153609134827657,-3.642906925275441,8.53052346040949,-11.216208748362176
full,suppressed,symbol,YINN,32,32,0,1,23,7,71.875,21.875,-8.508321888162289,-6.48593183481998,11.141561176496268,-20.18331781028929
full,suppressed,component_set,S_BEAR_RALLY,9,9,0,5,7,2,77.77777777777779,22.22222222222222,-4.561285610923109,-5.191152683148181,13.743759850656284,-13.274189144947321
full,suppressed,component_set,S_BLOWOFF,10,9,1,2,5,4,55.55555555555556,44.44444444444444,12.309800547240531,-4.897962297712066,36.83247369532634,-22.999493788934775
full,suppressed,component_set,S_CROSS+S_DELAY,5,5,0,3,2,3,40.0,60.0,25.761290451928396,22.500943150354622,37.80765944109485,-8.064159824043688
full,suppressed,component_set,S_DELAY,193,193,0,10,113,62,58.549222797927456,32.12435233160622,2.1178007671749945,-2.457152966396392,14.49273795819997,-12.486229917364644
full,executed,all,all,31,30,1,10,18,11,60.0,36.666666666666664,-0.45913007235605285,-2.2958924817978064,15.915315941176857,-14.65353047812306
full,executed,component,S_BLOWOFF,9,8,1,4,5,3,62.5,37.5,4.6800154223684105,-3.849501349345319,30.50873796596911,-18.10331404576859
full,executed,component,S_BEAR_RALLY,10,10,0,6,6,4,60.0,40.0,-4.646981240251954,-5.179541385974341,14.540281849470043,-16.916558119908835
full,executed,component,S_CROSS,6,6,0,5,3,3,50.0,50.0,0.17729415895726763,-1.6969550727525318,9.049612963860557,-11.89402775764126
full,executed,component,S_DELAY,12,12,0,9,7,4,58.333333333333336,33.33333333333333,-0.39535109559244463,-2.2958924817978064,7.3322296677377,-10.467818398204562
full,executed,regime,bull,18,17,1,8,10,7,58.82352941176471,41.17647058823529,2.8593503069120025,-2.076713272385322,18.771942017279578,-13.891678498663321
full,executed,regime,bear,13,13,0,8,8,4,61.53846153846154,30.76923076923077,-4.7986813375527415,-3.560407195088755,12.17972799550407,-15.649798451262724
full,executed,regime,unknown,0,0,0,0,0,0,,,,,,
full,executed,symbol,AAOI,5,4,1,1,1,3,25.0,75.0,23.46406587789392,15.152762741738059,53.24446702472932,-16.81765462352187
full,executed,symbol,GOOGL,1,1,0,1,1,0,100.0,0.0,-2.515071691210291,-2.515071691210291,2.566901376500197,-9.926616791069842
full,executed,symbol,MRNA,1,1,0,1,1,0,100.0,0.0,-14.010349179271586,-14.010349179271586,2.0881706391806754,-14.902728281347798
full,executed,symbol,MSFT,1,1,0,1,1,0,100.0,0.0,-3.560407195088755,-3.560407195088755,1.6284082174716996,-12.382380403326687
full,executed,symbol,NFLX,4,4,0,1,3,1,75.0,25.0,-3.070611853821453,-5.736133713196423,5.194652429100932,-9.958933269494423
full,executed,symbol,NVDA,1,1,0,1,1,0,100.0,0.0,-3.0861267451760432,-3.0861267451760432,1.6000429465880206,-9.885097591919322
full,executed,symbol,SNOW,4,4,0,1,2,2,50.0,50.0,-7.742675474605045,-3.100473135910986,13.651513760642652,-18.995621540466008
full,executed,symbol,TQQQ,4,4,0,1,2,2,50.0,50.0,-7.9631150411470095,-2.9682089738024,11.934559373731817,-18.50297854170119
full,executed,symbol,TSLA,4,4,0,1,3,0,75.0,0.0,-7.606756872984214,-8.20521799088268,9.194925842021146,-15.738143207417632
full,executed,symbol,YINN,6,6,0,1,3,3,50.0,50.0,3.5124043497867157,-0.36355360108421,16.115913555776938,-12.075961090937284
full,executed,component_set,S_BEAR_RALLY,10,10,0,6,6,4,60.0,40.0,-4.646981240251954,-5.179541385974341,14.540281849470043,-16.916558119908835
full,executed,component_set,S_BLOWOFF,9,8,1,4,5,3,62.5,37.5,4.6800154223684105,-3.849501349345319,30.50873796596911,-18.10331404576859
full,executed,component_set,S_CROSS+S_DELAY,6,6,0,5,3,3,50.0,50.0,0.17729415895726763,-1.6969550727525318,9.049612963860557,-11.89402775764126
full,executed,component_set,S_DELAY,6,6,0,4,4,1,66.66666666666666,16.666666666666664,-0.9679963501421566,-2.2958924817978064,5.614846371614842,-9.041609038767868
full,ignored_flat,all,all,32,31,1,9,15,13,48.38709677419355,41.935483870967744,1.7926389132493397,0.42604554288405705,13.737444623090957,-10.523669360804469
full,ignored_flat,component,S_BLOWOFF,2,2,0,2,1,1,50.0,50.0,14.053967808080177,14.053967808080177,44.22127874833957,-10.089390207145465
full,ignored_flat,component,S_BEAR_RALLY,8,7,1,5,5,2,71.42857142857143,28.57142857142857,-1.050314926316691,-8.403392727092163,16.166967771685183,-10.396951745132645
full,ignored_flat,component,S_CROSS,3,3,0,2,1,2,33.33333333333333,66.66666666666666,9.135262601607682,13.650847175856097,12.484697245937378,-10.98685827111234
full,ignored_flat,component,S_DELAY,22,22,0,7,9,10,40.909090909090914,45.45454545454545,1.5825488717630003,0.7815832432507941,10.193156882606562,-10.603468525214502
full,ignored_flat,regime,bull,22,22,0,7,8,11,36.36363636363637,50.0,4.253503202169427,1.8199609022215402,14.123463068522717,-9.79126771645512
full,ignored_flat,regime,bear,10,9,1,6,7,2,77.77777777777779,22.22222222222222,-4.222807126333098,-8.695651827223239,12.79384397870222,-12.31398449143621
full,ignored_flat,regime,unknown,0,0,0,0,0,0,,,,,,
full,ignored_flat,symbol,AAOI,4,4,0,1,2,2,50.0,50.0,12.3205035915724,6.347360587408962,37.826532603171316,-11.59087213760977
full,ignored_flat,symbol,GOOGL,1,1,0,1,0,1,0.0,100.0,16.077589933379286,16.077589933379286,21.389612500709077,-0.2081511952146009
full,ignored_flat,symbol,MRNA,4,4,0,1,3,1,75.0,25.0,-6.369115018469322,-7.713861324525434,7.521179671700306,-13.166367609624913
full,ignored_flat,symbol,MSFT,0,0,0,0,0,0,,,,,,
full,ignored_flat,symbol,NFLX,1,1,0,1,1,0,100.0,0.0,-7.073552418239359,-7.073552418239359,2.197531660895935,-10.983498484512722
full,ignored_flat,symbol,NVDA,6,6,0,1,2,4,33.33333333333333,66.66666666666666,3.16535890885241,4.793456282085385,11.901049888439104,-10.021387563075878
full,ignored_flat,symbol,SNOW,4,4,0,1,2,1,50.0,25.0,2.293196678222559,1.5227745725071293,11.632993333791996,-8.05600400708914
full,ignored_flat,symbol,TQQQ,5,5,0,1,1,3,20.0,60.0,5.50292228065675,3.9562339727975404,11.572021062537534,-9.6744727981206
full,ignored_flat,symbol,TSLA,4,4,0,1,2,1,50.0,25.0,-3.077726099587774,-2.4203597570852664,6.479461493410922,-10.509144029536149
full,ignored_flat,symbol,YINN,3,2,1,1,2,0,100.0,0.0,-10.303216333880034,-10.303216333880034,9.583283051297142,-16.625930000356526
full,ignored_flat,component_set,S_BEAR_RALLY,8,7,1,5,5,2,71.42857142857143,28.57142857142857,-1.050314926316691,-8.403392727092163,16.166967771685183,-10.396951745132645
full,ignored_flat,component_set,S_BLOWOFF,2,2,0,2,1,1,50.0,50.0,14.053967808080177,14.053967808080177,44.22127874833957,-10.089390207145465
full,ignored_flat,component_set,S_CROSS+S_DELAY,3,3,0,2,1,2,33.33333333333333,66.66666666666666,9.135262601607682,13.650847175856097,12.484697245937378,-10.98685827111234
full,ignored_flat,component_set,S_DELAY,19,19,0,7,8,8,42.10526315789473,42.10526315789473,0.39001512494541946,0.6299586435899895,9.831334719975379,-10.542933302178005
full,suppressed_held,all,all,4,4,0,2,3,1,75.0,25.0,-12.727971718775333,-18.298350675825723,14.084490246472225,-23.301540879582138
full,suppressed_held,component,S_BLOWOFF,2,2,0,2,1,1,50.0,50.0,-7.157592761724942,-7.157592761724942,18.31675284587716,-23.240453761921604
full,suppressed_held,component,S_BEAR_RALLY,1,1,0,1,1,0,100.0,0.0,-14.810737806928264,-14.810737806928264,15.517520287335929,-17.920527996775213
full,suppressed_held,component,S_CROSS,0,0,0,0,0,0,,,,,,
full,suppressed_held,component,S_DELAY,1,1,0,1,1,0,100.0,0.0,-21.785963544723185,-21.785963544723185,4.186935006798653,-28.804727997710124
full,suppressed_held,regime,bull,2,2,0,2,1,1,50.0,50.0,-7.157592761724942,-7.157592761724942,18.31675284587716,-23.240453761921604
full,suppressed_held,regime,bear,2,2,0,1,2,0,100.0,0.0,-18.298350675825723,-18.298350675825723,9.852227647067291,-23.36262799724267
full,suppressed_held,regime,unknown,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,AAOI,1,1,0,1,0,1,0.0,100.0,19.43501285047573,19.43501285047573,28.195953078882873,-11.353474771094296
full,suppressed_held,symbol,GOOGL,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,MRNA,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,MSFT,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,NFLX,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,NVDA,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,SNOW,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,TQQQ,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,TSLA,0,0,0,0,0,0,,,,,,
full,suppressed_held,symbol,YINN,3,3,0,1,3,0,100.0,0.0,-23.448966575192355,-21.785963544723185,9.380669302335344,-27.284229582411417
full,suppressed_held,component_set,S_BEAR_RALLY,1,1,0,1,1,0,100.0,0.0,-14.810737806928264,-14.810737806928264,15.517520287335929,-17.920527996775213
full,suppressed_held,component_set,S_BLOWOFF,2,2,0,2,1,1,50.0,50.0,-7.157592761724942,-7.157592761724942,18.31675284587716,-23.240453761921604
full,suppressed_held,component_set,S_DELAY,1,1,0,1,1,0,100.0,0.0,-21.785963544723185,-21.785963544723185,4.186935006798653,-28.804727997710124
full,suppressed_flat,all,all,213,212,1,10,124,70,58.490566037735846,33.0188679245283,3.10467227182252,-2.4408846832835787,15.966909736160485,-12.657642245557568
full,suppressed_flat,component,S_BLOWOFF,8,7,1,1,4,3,57.14285714285714,42.857142857142854,17.871912921230667,-4.897962297712066,42.122679652311824,-22.93064808236711
full,suppressed_flat,component,S_BEAR_RALLY,8,8,0,5,6,2,75.0,25.0,-3.2801040864224644,-5.149755428233554,13.52203979607133,-12.693396788468835
full,suppressed_flat,component,S_CROSS,5,5,0,3,2,3,40.0,60.0,25.761290451928396,22.500943150354622,37.80765944109485,-8.064159824043688
full,suppressed_flat,component,S_DELAY,197,197,0,10,114,65,57.868020304568525,32.99492385786802,2.8392282429905547,-2.1036347845581505,15.136800954981066,-12.291159620172001
full,suppressed_flat,regime,bull,128,127,1,9,70,46,55.118110236220474,36.22047244094488,7.559011900769781,-1.4119728539921383,20.282155727508172,-13.079590506145443
full,suppressed_flat,regime,bear,85,85,0,9,54,24,63.52941176470588,28.235294117647058,-3.5506351737810387,-4.063931131834064,9.51942454908806,-12.02720190326745
full,suppressed_flat,regime,unknown,0,0,0,0,0,0,,,,,,
full,suppressed_flat,symbol,AAOI,26,26,0,1,12,12,46.15384615384615,46.15384615384615,15.869640788242325,1.9541813733589097,31.492837214213562,-14.63474209365006
full,suppressed_flat,symbol,GOOGL,4,4,0,1,1,1,25.0,25.0,5.08658741231431,0.1570866425217643,8.034148788483915,-6.738089016640322
full,suppressed_flat,symbol,MRNA,23,22,1,1,17,5,77.27272727272727,22.727272727272727,22.363289551486147,-9.32936535666757,43.7271522663874,-12.13084151454202
full,suppressed_flat,symbol,MSFT,7,7,0,1,4,0,57.14285714285714,0.0,1.1969652910164494,-0.04042640255058627,3.6971045552088415,-10.19360315819061
full,suppressed_flat,symbol,NFLX,19,19,0,1,11,5,57.89473684210527,26.31578947368421,-0.02744963880332871,-1.2039571601851207,5.837972838114736,-7.241892115411004
full,suppressed_flat,symbol,NVDA,9,9,0,1,6,3,66.66666666666666,33.33333333333333,-2.171596424480432,-1.4119728539921383,11.247468627391397,-8.430296033156473
