window,scope,group_by,group,events,complete,incomplete,symbols,wins,interference,win_rate_pct,interference_rate_pct,mean_ret20_pct,median_ret20_pct,mean_mfe20_pct,mean_mae20_pct
full,suppressed_flat,symbol,SNOW,32,32,0,1,16,14,50.0,43.75,3.26778306710522,-0.5376550030673499,11.356437327777401,-8.279780852046645
full,suppressed_flat,symbol,TQQQ,38,38,0,1,20,15,52.63157894736842,39.473684210526315,-1.992829596727331,-1.307318701746285,11.06371483748552,-15.886164729824573
full,suppressed_flat,symbol,TSLA,26,26,0,1,17,8,65.38461538461539,30.76923076923077,-3.153609134827657,-3.642906925275441,8.53052346040949,-11.216208748362176
full,suppressed_flat,symbol,YINN,29,29,0,1,20,7,68.96551724137932,24.137931034482758,-6.962737955021246,-5.108358173318928,11.323722404857744,-19.448740730414585
full,suppressed_flat,component_set,S_BEAR_RALLY,8,8,0,5,6,2,75.0,25.0,-3.2801040864224644,-5.149755428233554,13.52203979607133,-12.693396788468835
full,suppressed_flat,component_set,S_BLOWOFF,8,7,1,1,4,3,57.14285714285714,42.857142857142854,17.871912921230667,-4.897962297712066,42.122679652311824,-22.93064808236711
full,suppressed_flat,component_set,S_CROSS+S_DELAY,5,5,0,3,2,3,40.0,60.0,25.761290451928396,22.500943150354622,37.80765944109485,-8.064159824043688
full,suppressed_flat,component_set,S_DELAY,192,192,0,10,112,62,58.333333333333336,32.29166666666667,2.242299539632797,-2.4408846832835787,14.54641401523852,-12.401237739862843
full,pending_at_cutoff,all,all,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,component,S_BLOWOFF,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,component,S_BEAR_RALLY,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,component,S_CROSS,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,component,S_DELAY,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,regime,bull,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,regime,bear,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,regime,unknown,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,AAOI,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,GOOGL,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,MRNA,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,MSFT,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,NFLX,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,NVDA,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,SNOW,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,TQQQ,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,TSLA,0,0,0,0,0,0,,,,,,
full,pending_at_cutoff,symbol,YINN,0,0,0,0,0,0,,,,,,
