window,symbol,date,emitted,held,status,trade_id,regime,S_BLOWOFF,S_BEAR_RALLY,S_CROSS,S_DELAY,outcome_complete,outcome_date,ret20_pct,mfe20_pct,mae20_pct,win,interference
full,AAOI,2021-11-16,False,False,suppressed_flat,,bear,False,False,False,True,True,2021-12-15,-4.651166290622744,3.6544815762240335,-13.621265353146628,True,False
full,AAOI,2021-11-17,False,False,suppressed_flat,,bear,False,False,False,True,True,2021-12-16,-9.484195506718407,3.826947312431628,-13.477543906306977,True,False
full,AAOI,2022-08-05,True,False,ignored_flat,,bear,False,True,False,False,True,2022-09-02,21.390373002041162,63.10160131224565,-4.010697726870093,False,True
full,AAOI,2022-08-17,False,False,suppressed_flat,,bear,False,True,False,False,True,2022-09-15,-10.714284193759038,2.142855135761934,-24.642859606110356,True,False
full,AAOI,2022-09-13,False,False,suppressed_flat,,bear,False,False,False,True,True,2022-10-11,6.477736193416739,61.943317962252834,-1.417007507096335,False,True
full,AAOI,2023-01-19,True,True,executed,AAOI:2023-01-13,bear,False,True,False,False,True,2023-02-16,28.820964926856508,33.62445387568667,-6.986893016480245,False,True
full,AAOI,2023-06-21,True,True,executed,AAOI:2023-05-09,bull,True,False,False,False,True,2023-07-20,72.94993799085915,144.5154232693884,-23.51437808706346,False,True
full,AAOI,2023-07-14,False,False,suppressed_flat,,bull,True,False,False,False,True,2023-08-11,37.51387379110405,63.92896872985614,-34.96115444337069,False,True
full,AAOI,2023-08-11,False,False,suppressed_flat,,bull,True,False,False,False,True,2023-09-11,-4.897962297712066,32.734695745974165,-6.693875059789556,True,False
full,AAOI,2023-08-16,False,False,suppressed_flat,,bull,True,False,False,False,True,2023-09-14,-25.986343789308297,23.36873939598121,-33.09560215776406,True,False
full,AAOI,2023-11-30,True,False,ignored_flat,,bull,True,False,False,False,True,2023-12-29,46.474604317332215,82.56255261386664,-1.5921155786789654,False,True
full,AAOI,2023-12-20,False,False,suppressed_flat,,bull,True,False,False,False,True,2024-01-22,-19.301557571998362,11.656438183588458,-29.117507884802627,True,False
full,AAOI,2024-01-12,False,False,suppressed_flat,,bull,False,False,False,True,True,2024-02-12,23.15358081238521,31.00821266781397,-13.24735841709288,False,True
full,AAOI,2024-12-05,True,True,executed,AAOI:2024-08-20,bull,True,False,False,False,True,2025-01-06,-9.399199962759596,10.253671760637072,-16.341790960094606,True,False
full,AAOI,2025-07-25,True,False,ignored_flat,,bull,False,False,False,True,True,2025-08-22,-9.887311125860531,0.2908030644873216,-27.717193517122418,True,False
full,AAOI,2025-07-28,False,False,suppressed_flat,,bull,False,False,False,True,True,2025-08-25,-4.698514956629851,5.591227272007626,-22.141740344290607,True,False
full,AAOI,2025-07-29,False,False,suppressed_flat,,bull,False,False,False,True,True,2025-08-26,3.168726263124011,10.979429048119972,-18.168720768703906,False,True
full,AAOI,2025-07-30,False,False,suppressed_flat,,bear,False,False,False,True,True,2025-08-27,1.1354017772029268,13.406222175309402,-16.379311796870745,False,True
full,AAOI,2025-07-31,False,False,suppressed_flat,,bear,False,False,False,True,True,2025-08-28,18.779127952346506,25.666363292158543,-7.339230767863391,False,True
full,AAOI,2025-09-23,False,True,suppressed_held,AAOI:2025-09-16,bull,True,False,False,False,True,2025-10-21,19.43501285047573,28.195953078882873,-11.353474771094296,False,True
full,AAOI,2025-12-12,True,True,executed,AAOI:2025-11-24,bull,True,False,False,False,True,2026-01-13,1.4845605566196074,24.58431919320512,-20.42755643044917,False,True
full,AAOI,2026-01-13,False,False,suppressed_flat,,bull,False,False,True,True,True,2026-02-11,41.97712323038723,49.01730422316864,-2.3760673794820275,False,True
full,AAOI,2026-01-29,False,False,suppressed_flat,,bull,True,False,False,False,True,2026-02-27,105.08888235406668,105.2836576213045,-9.866077839144438,False,True
full,AAOI,2026-03-12,False,False,suppressed_flat,,bull,True,False,False,False,True,2026-04-10,44.294339504027214,48.27057193410664,-24.714961310264606,False,True
full,AAOI,2026-03-31,False,False,suppressed_flat,,bull,False,False,True,True,True,2026-04-29,69.52856266694853,92.35718328005733,-9.584025783036953,False,True
full,AAOI,2026-04-01,False,False,suppressed_flat,,bull,False,False,False,True,True,2026-04-30,101.4215731419128,112.51226336371221,-0.11028963183028484,False,True
full,AAOI,2026-04-02,False,False,suppressed_flat,,bull,False,False,False,True,True,2026-05-01,66.75905089761942,74.35594375913503,-4.493616045349446,False,True
full,AAOI,2026-05-14,False,False,suppressed_flat,,bull,True,False,False,False,True,2026-06-12,-11.607841541564545,9.615685955371722,-22.065357881433822,True,False
full,AAOI,2026-08-18,True,True,executed,AAOI:2026-07-31,bull,True,False,False,False,False,,,,,,
