rule,total,cagr,mdd,sharpe,calmar,trades,win,worst_trade,median_trade,exposure,profit_to_loss,entry_events,entry_win,entry_interference,b_events,b_win,b_interference,jf_events,jf_win,jf_interference,s_events,s_win,s_interference,buy_turns,buy_covered,sell_turns,sell_covered,drawdown_peak,drawdown_trough,hard_stop_exits,max_hold_exits,entry_signal_exits
v5,28.39220086641174,8.723566292384465,14.988696140842784,0.6698472544459756,0.5820096831914265,50,48.0,-34.38185233852087,-0.4967422602022542,0.2702523240371845,21,54,50.0,48.148148148148145,31,45.16129032258064,51.61290322580645,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,107,11,39,7,2021-10-25,2022-03-07,0,0,0
profit50,25.16648096121483,7.801667901313336,14.438774784861309,0.6558272338059418,0.5403275567046858,50,57.99999999999999,-34.38185233852088,8.026204668533676,0.24926958831341298,16,54,50.0,48.148148148148145,31,45.16129032258064,51.61290322580645,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,109,11,35,8,2021-10-25,2022-12-28,0,0,0
P-confirm5,29.284099523522112,8.975743127376369,15.888564944386763,0.660703375302495,0.5649184277367597,69,44.927536231884055,-34.38185233852087,-1.509372585492097,0.29508632138114205,30,82,52.4390243902439,41.46341463414634,59,50.847457627118644,40.67796610169492,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,105,17,42,11,2021-10-25,2022-03-07,10,9,0
P-confirm5-profit50,24.67447350643086,7.659669496001631,15.069963960161614,0.6272433789639285,0.5082739093637146,69,52.17391304347826,-34.38185233852088,3.218785572620142,0.2719787516600265,25,82,52.4390243902439,41.46341463414634,59,50.847457627118644,40.67796610169492,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,107,17,37,12,2021-10-25,2022-03-07,10,8,0
