symbol,signal,date,year,reference_open_date,outcome_date,return20_pct,mfe20_pct,mae20_pct,win,interference,band_position,macd_level,macd_delta,rsi_center,chip_center,quality_score,quality_tier
TQQQ,b,2022-10-24,2022,2022-10-25,2022-11-21,-1.396641556245637,11.499094589521807,-21.554932941575867,False,True,0.19998179554452317,0.9058584903096877,0.19609514177138787,0.5816064014731631,0.29420257100122227,50.80326266155375,high
TQQQ,b,2023-01-11,2023,2023-01-12,2023-02-09,24.59018012996257,40.62502238679389,-4.815566840116503,True,False,0.19390176356422828,0.8295358772918878,0.3894098006914956,0.8226658528793933,0.3103601546413756,48.47691637101635,normal
TQQQ,b,2023-10-09,2023,2023-10-10,2023-11-06,1.062478034441483e-05,5.367022336056637,-19.836875182491276,True,False,0.07362586495482414,0.5491041036919495,0.4015270959628139,0.5433853385889438,0.4739090692120794,47.42744716761605,normal
TQQQ,b,2024-05-03,2024,2024-05-06,2024-06-03,9.961668597272189,15.830721029204176,-0.522464727668337,True,False,0.11543273805297409,0.7737950009090004,0.9087469652464715,0.4894922844728836,0.4217529074603956,42.75174374304997,low
TQQQ,jf,2022-01-24,2022,2022-01-25,2022-02-22,-9.732234632439473,20.72020291059342,-12.816263763550573,False,True,-0.4563024559780572,-2.2460982510953045,-0.03674701523866314,-1.3049269400399965,-0.8296240533816938,55.11853113286165,normal
TQQQ,jf,2022-02-24,2022,2022-02-25,2022-03-24,14.040011668695996,14.180011071545383,-20.880004399424145,True,False,-0.31101717967355885,-0.4647750946639098,0.17159588822296043,-0.3797207932601799,-0.7861329514598198,53.09762231362875,normal
TQQQ,jf,2022-06-15,2022,2022-06-16,2022-07-15,16.528911597637407,23.966914733614942,-7.264028242366183,True,False,-0.33269474782868264,-0.3579790206102605,-0.017863292881859415,-0.6849973592695108,-0.9569014333535583,56.55843240263342,high
TQQQ,jf,2022-10-13,2022,2022-10-14,2022-11-10,8.060440166995075,14.05539698231333,-15.113361479610987,True,False,-0.248152732217586,0.018329252875959687,0.13446612538069155,-0.34815459437395446,-0.7585014138861034,54.06423157462431,normal
TQQQ,s,2021-12-02,2021,2021-12-03,2021-12-31,3.9562339727975404,9.362489435924903,-10.937520328013195,False,False,-0.3909808693366756,-1.4151067821702865,-0.13069819873066266,-0.43752489475344075,-0.31297928679611287,47.67273318452693,low
TQQQ,s,2022-08-17,2022,2022-08-18,2022-09-15,-32.662369225645214,1.8786924167275565,-33.84326174548185,True,False,0.25592012757627375,0.7711767854262209,-0.356153225373741,0.3757973179106165,0.712831929558555,57.650174386619504,normal
TQQQ,s,2023-01-30,2023,2023-01-31,2023-02-28,0.8660142867192855,25.113983300179775,-2.689146470557313,False,True,0.2883192910238344,1.4215667686451559,-0.30017928244524333,0.3518096488842187,0.6905132142384022,58.38921989423873,normal
TQQQ,s,2023-08-09,2023,2023-08-10,2023-09-07,-0.6886585120778443,6.640401242939542,-13.010343792195933,True,False,-0.5212169000577912,-2.1585074204345407,-0.29411517001555176,-0.9193793053227948,-0.45895327090813337,49.18211181714704,low
TQQQ,s,2024-07-19,2024,2024-07-22,2024-08-16,-6.802432234324085,2.009505673964207,-33.74066625522186,True,False,-0.38667806474831157,-2.762136667617323,-0.6828439614299378,-1.067151269116985,-0.30263427379397,55.85713826482793,normal
MSFT,b,2022-01-31,2022,2022-02-01,2022-03-01,-4.980506836985443,1.517345252894975,-12.528595789319485,False,True,0.050557643911115224,0.5757855969530258,0.6814429691202515,0.5409431606753955,0.414480734764374,44.25818797096655,low
MSFT,b,2023-04-27,2023,2023-04-28,2023-05-25,7.207000742837644,7.529352125117961,-0.2302595916400696,True,False,0.7689366118153331,0.08378461600961104,0.7629367230387963,0.9738888794691707,0.7291168363012133,48.56244163896884,normal
NFLX,b,2022-12-01,2022,2022-12-02,2022-12-30,-5.027533664098516,7.159649547645874,-11.942414276199608,False,True,0.45988313256498287,0.25433200000953665,0.6106350119875043,1.0509249307537276,0.7395743834790074,47.959678260788735,normal
NFLX,b,2023-03-24,2023,2023-03-27,2023-04-24,0.44878447362943774,6.792851172540426,-3.49565080270523,True,False,0.4889768348689461,0.9966376081569064,0.44755556227071464,0.8202282452003163,0.5718034537841444,50.906962026666235,high
NFLX,b,2023-10-24,2023,2023-10-25,2023-11-21,14.165178532540047,14.662752510954125,-4.903612463740337,True,False,0.521942031962142,2.4337660264524588,0.4232749674681497,1.0553052176586715,0.608514530516233,53.55069757480495,high
NFLX,b,2024-05-06,2024,2024-05-07,2024-06-04,5.9267466532472834,11.39901537458412,-0.8318212857656659,True,False,0.10224638376604891,0.47108582329082127,1.1465986160127712,0.7558568240380242,0.583298036816522,39.87643648985629,low
NFLX,s,2022-08-16,2022,2022-08-17,2022-09-14,-7.073552418239359,2.197531660895935,-10.983498484512722,True,False,0.3766996606740879,0.5414523404872584,-0.1762443793376105,0.726085885230035,0.7145480762772018,54.298975514250635,low
NFLX,s,2023-02-21,2023,2023-02-22,2023-03-21,-9.395554154007524,1.3066722728587887,-15.457774974681726,True,False,-0.6849736474492807,-1.7081696863260853,-0.3599734133304144,-0.9498044659095899,-0.30762844883062995,49.687740834055724,low
NFLX,s,2023-07-27,2023,2023-07-28,2023-08-24,-2.076713272385322,7.1445802951736415,-4.189530126525021,True,False,-0.4559363962420841,-2.0831733483160413,-0.2856355947862417,-0.9495036574869609,-0.5199776372477185,49.93279509855459,low
YINN,b,2021-10-08,2021,2021-10-11,2021-11-05,-9.424079900666094,16.230365376768606,-10.383945623320534,False,True,0.16096796552035936,0.6445741291966356,0.4162003669301922,0.6145055512182267,0.12961001942607722,47.46854824615634,normal
YINN,b,2022-11-07,2022,2022-11-08,2022-12-06,67.05140981683448,71.35362510318963,-10.66806303176766,True,False,0.04642246464578796,1.9801181210188263,0.6881709027889291,0.5633699850396192,-0.019928296958460122,45.541271890920314,low
YINN,b,2023-01-03,2023,2023-01-04,2023-02-01,19.681420790410662,30.17699655178374,-1.4159278532045128,True,False,0.471880547931953,-0.08860135568051737,0.23315909571241544,0.4287534033771806,0.35487916657960566,51.22709979493837,high
YINN,b,2023-06-13,2023,2023-06-14,2023-07-13,3.724776596980184,12.59699676954542,-18.494567115237302,True,False,0.18693302004613982,1.186600407809387,0.1431896729729584,0.6341803519595931,0.5744713034888608,52.14230810047842,high
