symbol,date,signal,signal_key,signal_role,signal_version,split,outcome_cutoff_date,outcome_date_20d,outcome_complete_20d,close,b_score,s_score,regime,ma60_slope20_pct,ret_5d_pct,ret_10d_pct,ret_20d_pct,ret_60d_pct,mfe_20d_pct,mae_20d_pct,mfe_day,mae_day,subtype,interference
AAOI,2023-03-28,绝反,juefan,entry,v5沿用v4,train,2024-08-26,2023-04-26,True,1.8200000524520872,1.0,2.0,bear,5.926616092397552,21.42857002500842,26.37362011157598,13.186806780807615,138.4615399730679,29.120870159669067,-4.120881622100391,10.0,1.0,juefan,False
AAOI,2023-03-31,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-05-01,True,2.2100000381469727,2.0,0.0,bear,5.140220089496617,3.7383140086171496,2.3364462553857157,-14.953272746050484,141.58877676902955,9.813074272620037,-14.953272746050484,7.0,20.0,bear/crash-recovery,True
NVDA,2023-04-25,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-05-23,True,26.18726921081543,0.0,1.0,bull,16.362172086021065,4.473745009560326,5.810687141281656,13.650847175856097,64.11221783385986,17.872753108972827,-1.3961829330896736,17.0,2.0,major-top,True
MSFT,2023-04-26,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-05-24,True,295.3699951171875,6.0,1.0,bull,6.494710017449967,2.8482591617435826,5.520828553737767,6.041154444392327,16.60302866107568,9.038078146322913,-0.24326831021168616,19.0,1.0,base-bull,False
MSFT,2023-04-27,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2023-05-25,True,304.8299865722656,2.0,3.0,bull,6.584506304393223,0.4605091449336518,2.006504848521362,7.207000742837644,15.450149571362616,7.529352125117961,-0.2302595916400696,20.0,1.0,confirmed,False
AAOI,2023-05-08,绝反,juefan,entry,v5沿用v4,train,2024-08-26,2023-06-06,True,1.7699999809265137,6.0,1.0,bear,-5.34922752416509,-7.34463257810768,-0.5649712187015044,53.67231965654793,272.31639681365016,59.322031843562925,-7.34463257810768,20.0,5.0,juefan,False
AAOI,2023-05-10,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-06-08,True,1.850000023841858,1.0,0.0,bear,-6.324815037548149,-5.945946642567057,-4.8648666064176505,68.64864028919528,569.1891867510153,71.35135326705941,-11.351353267059416,20.0,3.0,bear/crash-recovery,False
YINN,2023-06-06,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-07-06,True,37.72999954223633,1.0,0.0,bear,-7.646511504491283,4.060237138987199,-3.710667664362022,-14.170472559873259,-11.884910815164629,17.04759447889479,-15.272919084616221,8.0,20.0,bear/crash-recovery,True
YINN,2023-06-13,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2023-07-13,True,38.70000076293945,1.0,1.0,bear,-5.697444599743595,-7.371956765053822,-9.493011338413082,3.724776596980184,-20.667355930300168,12.59699676954542,-18.494567115237302,3.0,15.0,confirmed,False
YINN,2023-06-20,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-07-19,True,36.650001525878906,1.0,5.0,bear,-4.77059713571879,0.11169254201679468,-2.4574170186197897,-0.8936042517521114,-10.611569131611521,12.231212190583163,-12.007821780248095,16.0,11.0,bear-rally,False
AAOI,2023-06-21,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-07-20,True,4.164999961853027,1.0,7.0,bull,5.679598127174423,10.117143498729298,38.658146770167235,72.94993799085915,109.58466012379078,144.5154232693884,-23.51437808706346,15.0,1.0,major-top,True
NFLX,2023-07-27,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-08-24,True,41.31700134277344,0.0,1.0,bull,9.765905388249351,3.715465221226011,3.470019615086062,-2.076713272385322,-3.5133292257438664,7.1445802951736415,-4.189530126525021,3.0,16.0,major-top,False
TSLA,2023-08-01,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-08-29,True,261.07000732421875,0.0,1.0,bull,16.672449975721282,-2.2968306952113493,-8.846891247950028,0.6299586435899895,-16.88383140378945,3.5997892654836994,-16.907307381750215,3.0,13.0,major-top,False
TQQQ,2023-08-09,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-09-07,True,19.190095901489254,0.0,1.0,bull,15.801765002742174,-6.910975658899476,-2.1643175902241962,-0.6886585120778443,-10.40861382951368,6.640401242939542,-13.010343792195933,17.0,7.0,major-top,False
NVDA,2023-08-10,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-09-08,True,42.30559539794922,0.0,2.0,bull,16.319708769506967,3.8154890937928787,12.962581257116756,9.160867021286712,7.802711751109315,20.394741539900863,-3.449006455493142,10.0,2.0,major-top,True
MRNA,2023-08-17,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-09-15,True,106.23999786376952,3.0,1.0,bear,-5.43405584454616,6.373937585213807,6.770536417030337,8.205849562606593,-33.85268928949014,11.491971665336864,-4.249291723475879,9.0,1.0,bear/crash-recovery,False
MRNA,2023-08-17,绝反,juefan,entry,v5沿用v4,train,2024-08-26,2023-09-15,True,106.23999786376952,3.0,1.0,bear,-5.43405584454616,6.373937585213807,6.770536417030337,8.205849562606593,-33.85268928949014,11.491971665336864,-4.249291723475879,9.0,1.0,juefan,False
MRNA,2023-08-21,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2023-09-19,True,111.08000183105467,2.0,1.0,bear,-5.979124803498237,1.1822238498263804,-2.7911105685763937,-5.12000189887154,-34.133334689670136,4.951110839843742,-9.466668023003477,7.0,20.0,confirmed,True
TSLA,2023-08-21,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-09-19,True,231.27999877929688,5.0,1.0,bull,11.352776806760723,-0.5952102708766893,6.7596213254422555,10.926118626430803,-1.1821004528160928,16.120712169127206,-5.0239364512877245,18.0,3.0,base-bull,False
MSFT,2023-08-23,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-09-21,True,327.0,1.0,0.0,bull,1.299507847560477,-1.2197679087111335,-0.883281474386366,-4.001804740864645,13.014873525568248,2.406483130889825,-5.362777760612181,15.0,20.0,stage,False
NFLX,2023-08-23,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-09-21,True,42.755001068115234,2.0,1.0,bull,6.810032556059475,2.1767205278972135,4.167741225057542,-9.698877354000246,9.764695923588773,6.591290356019286,-9.870480891631782,8.0,20.0,stage,True
SNOW,2023-08-30,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-09-28,True,155.33999633789062,1.0,0.0,bull,-2.9721270178489356,2.4615361140324588,4.474356235601973,-3.1282082582131387,9.717951065454722,10.480773143279244,-9.108978662735378,7.0,20.0,stage,True
SNOW,2023-08-31,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2023-09-29,True,156.85000610351562,1.0,0.0,bull,-3.2208225824036374,4.965205908712478,2.7261210576878803,-3.3712850254824622,7.7166328129388395,9.013282384486331,-10.31626324334477,6.0,19.0,confirmed,True
TQQQ,2023-10-06,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-11-03,True,18.113191604614254,1.0,1.0,bull,-2.222527196314217,2.1852012242993712,-6.8833709948872945,2.649567830874333,27.819000660944514,9.396352186260849,-16.771365077416377,4.0,14.0,stage,False
TQQQ,2023-10-09,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2023-11-06,True,18.379919052124023,1.0,0.0,bull,-2.537612918309995,1.736363214084169,-9.523796461806633,1.062478034441483e-05,21.050006963324662,5.367022336056637,-19.836875182491276,3.0,13.0,confirmed,False
YINN,2023-10-10,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-11-07,True,29.799999237060547,1.0,1.0,bear,-6.204805808471381,-7.777414335342058,-12.821342939799663,-10.901400687837226,-38.7243729118008,1.431827336843483,-24.015617542145705,1.0,9.0,bear/crash-recovery,True
YINN,2023-10-11,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2023-11-08,True,30.68000030517578,1.0,1.0,bear,-5.928277951582627,-13.322577937956781,-18.58064589961883,-13.677418616510206,-41.387096528084044,0.35484067855342527,-24.677418124291208,1.0,8.0,confirmed,True
NFLX,2023-10-19,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-11-16,True,40.176998138427734,7.0,1.0,bull,-5.274644256137339,-0.5152469866731568,4.703796462205179,15.117225084444241,18.41580078219962,15.198582346649658,-2.4677648533429797,20.0,6.0,base-bull,False
NFLX,2023-10-24,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2023-11-21,True,41.37300109863281,1.0,1.0,bull,-4.922111133192519,-1.0408212574783082,4.468528656763904,14.165178532540047,16.751593086743966,14.662752510954125,-4.903612463740337,20.0,3.0,confirmed,False
MSFT,2023-10-25,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-11-22,True,340.6700134277344,5.0,1.0,bull,-1.5072141687930807,1.623891067286265,6.65413845466567,10.956127509955138,17.137482788270987,11.525811656524464,-3.993658824884183,20.0,1.0,base-bull,False
MRNA,2023-11-02,绝反,juefan,entry,v5沿用v4,train,2024-08-26,2023-12-01,True,71.2300033569336,3.0,1.0,bear,-9.34207293676208,-4.898063183790646,4.733899147937826,9.221515707847928,38.25421824432684,10.986464374097338,-7.483915536157837,15.0,7.0,juefan,False
MRNA,2023-11-03,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2023-12-04,True,77.52999877929688,2.0,1.0,bear,-9.374723690299735,-10.238336455708307,-2.050228671643628,2.3449536258149717,26.88364362046638,3.9466963030774016,-13.352124611356942,14.0,6.0,bear/crash-recovery,False
AAOI,2023-11-30,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2023-12-29,True,13.25,1.0,3.0,bull,-5.798759738477333,33.88931318600474,75.81502101445645,46.474604317332215,6.747538829693367,82.56255261386664,-1.5921155786789654,13.0,1.0,major-top,True
YINN,2023-12-28,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-01-29,True,20.540000915527344,2.0,1.0,bear,-11.974257186576132,-8.19112767639092,-14.285715614229023,-21.01413660577689,-9.312529625048372,2.9254040700829043,-34.66601916629616,1.0,15.0,bear/crash-recovery,True
YINN,2023-12-29,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2024-01-30,True,20.940000534057617,1.0,0.0,bear,-11.717870840009681,-6.436663208492355,-18.022656983778607,-20.700311235687895,-4.6858900300569495,3.08960030439005,-30.99897236927567,2.0,14.0,confirmed,True
SNOW,2024-01-04,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2024-02-02,True,183.72000122070312,0.0,2.0,bull,8.164988718781952,5.986881592066129,4.632381997986101,18.524129504182362,-15.376282037503364,19.05509929745255,-1.1052762984065767,20.0,8.0,major-top,True
YINN,2024-02-26,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2024-03-25,True,19.299999237060547,0.0,4.0,bear,-15.378696212398212,-11.100097805963106,-4.658079880288824,-9.365705456226825,51.23885032814335,5.847375061105087,-15.659067391597759,12.0,6.0,bear-rally,False
GOOGL,2024-03-13,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-04-11,True,139.7899932861328,1.0,0.0,bull,1.0287687164393988,5.347406276086053,6.8560043263675485,12.904597284261964,23.56399440269714,13.095821173349954,-0.8215905106955246,20.0,2.0,stage,False
GOOGL,2024-03-14,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2024-04-12,True,143.10000610351562,1.0,2.0,bull,1.045388575950068,3.5789516515899233,5.91578433388158,10.687716300027406,22.814031232867315,12.435088575932006,-1.7333341899671062,20.0,1.0,confirmed,False
TSLA,2024-03-27,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-04-25,True,179.8300018310547,1.0,1.0,bear,-10.607986496868227,-3.5728354166947973,-1.6060810897381095,-4.096931190470188,2.8909580000211488,1.1947086009784114,-21.780780254258126,1.0,17.0,bear/crash-recovery,True
AAOI,2024-04-16,绝反,juefan,entry,v5沿用v4,train,2024-08-26,2024-05-14,True,11.989999771118164,5.0,1.0,bear,-11.86015566118348,-6.478403118293241,-18.18936534320591,-7.308971073331138,-22.093022058471167,9.634550258200992,-19.933551712079066,1.0,11.0,juefan,True
TSLA,2024-04-25,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-05-23,True,170.17999267578125,1.0,1.0,bear,-9.130332414986341,6.609409535039368,1.8477909413131766,2.896061126968852,45.91649154680286,17.77908672106754,-1.4687657072441684,2.0,1.0,bear/crash-recovery,False
TQQQ,2024-04-26,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-05-24,True,27.023338317871097,1.0,0.0,bull,2.955100074293582,1.1055537822076467,5.509983931918461,16.529968340075364,17.154595629157487,18.59843210735772,-8.701868740393582,19.0,4.0,stage,False
TSLA,2024-04-29,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2024-05-28,True,194.0500030517578,2.0,1.0,bear,-8.185618050647768,-1.1872934385655065,-8.070380084872408,-5.471171227560534,17.793349573577323,2.123222436312444,-10.28452035883044,1.0,9.0,confirmed,True
NFLX,2024-05-03,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-06-03,True,57.93399810791016,1.0,0.0,bull,3.4075197718898442,4.992957673526366,6.751231407268077,8.93232010202949,7.997318657634622,14.167618778365831,-0.26983892407466126,17.0,1.0,stage,False
TQQQ,2024-05-03,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2024-06-03,True,27.717500686645508,1.0,1.0,bull,0.6739284221632946,3.0477157029436652,9.613351781336444,9.961668597272189,19.36803691918496,15.830721029204176,-0.522464727668337,14.0,1.0,confirmed,False
AAOI,2024-05-06,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-06-04,True,11.949999809265137,2.0,1.0,bear,-12.630530470466606,-16.317990296144213,3.7656888405658284,-15.899578651517265,-29.707115040976472,9.121340334606408,-17.991628894113653,14.0,5.0,bear/crash-recovery,True
NFLX,2024-05-06,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2024-06-04,True,59.696998596191406,1.0,1.0,bull,3.072021738241304,3.406121454365185,7.469649331634676,5.9267466532472834,4.791377100121164,11.39901537458412,-0.8318212857656659,16.0,1.0,confirmed,False
MRNA,2024-05-28,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2024-06-26,True,153.1999969482422,0.0,6.0,bull,13.195080328265396,-3.1066691080729125,-1.0733337402343723,-18.36666870117186,-45.97333272298177,5.880004882812506,-18.586664835611966,7.0,20.0,major-top,False
SNOW,2024-06-26,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-07-25,True,129.1300048828125,3.0,1.0,bear,-6.455975158718741,10.632692022275725,7.008431387563063,0.35622352488531295,,13.420584818208535,-2.8111242511814294,6.0,20.0,bear/crash-recovery,False
SNOW,2024-06-27,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2024-07-26,True,133.9199981689453,1.0,0.0,bear,-6.397291417794149,7.090977914117302,1.6473207772144782,-3.4069658912657896,,9.666793985100885,-6.027707126774084,5.0,19.0,confirmed,False
AAOI,2024-07-08,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,2024-08-05,True,8.539999961853027,2.0,1.0,bear,-12.154880892003717,19.999997756060427,13.52940727682672,-18.00000246833352,,42.470584196202886,-21.176472832174863,6.0,20.0,bear/crash-recovery,True
AAOI,2024-07-10,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,2024-08-07,True,9.010000228881836,1.0,1.0,bear,-12.184575482963222,17.165769804856822,-4.171126496376154,-26.524068392827328,,29.518707621418017,-28.342250952807312,4.0,18.0,confirmed,True
TSLA,2024-07-11,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2024-08-08,True,241.02999877929688,0.0,6.0,bull,7.245346764981075,5.695501485143484,-6.594572879774141,-15.674302898865733,,12.63782979901691,-22.815946715636294,2.0,17.0,major-top,False
NVDA,2024-07-17,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2024-08-14,True,117.79583740234376,1.0,2.0,bull,13.304792279936972,-6.237164819549634,-3.963896773599185,-3.0939665522954685,,2.3307347572234294,-25.57242040966322,4.0,13.0,major-top,False
TQQQ,2024-07-19,S卖,s_sell,exit,v5沿用v4,train,2024-08-26,2024-08-16,True,34.87015914916992,0.0,2.0,bull,10.734286976960083,-11.636103037378954,-20.24439216831787,-6.802432234324085,,2.009505673964207,-33.74066625522186,2.0,11.0,major-top,False
TQQQ,2024-08-05,绝反,juefan,entry,v5沿用v4,train,2024-08-26,,False,26.312105178833008,1.0,2.0,bear,8.472794935058726,9.458694765865005,31.719946649081198,,,,,,,juefan,
YINN,2024-08-05,绝反,juefan,entry,v5沿用v4,train,2024-08-26,,False,19.600000381469727,4.0,1.0,bear,0.21546800091036822,12.077295230041308,24.476659037613068,,,,,,,juefan,
NFLX,2024-08-09,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,,False,63.39400100708008,1.0,0.0,bull,2.538414520867116,6.825672441671093,8.832009796578099,,,,,,,stage,
MSFT,2024-08-13,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,,False,414.010009765625,1.0,0.0,bull,0.968960169912858,2.410800456674833,,,,,,,,stage,
NFLX,2024-08-13,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,,False,64.802001953125,1.0,0.0,bull,2.450004472945455,7.6830481258705285,,,,,,,,confirmed,
YINN,2024-08-13,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,,False,21.270000457763672,1.0,0.0,bear,-5.627435758500344,3.9423155396650644,,,,,,,,bear/crash-recovery,
AAOI,2024-08-15,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,,False,8.529999732971191,1.0,0.0,bear,-8.175050050982492,6.737585014823089,,,,,,,,bear/crash-recovery,
MSFT,2024-08-15,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,,False,421.0299987792969,1.0,1.0,bull,0.61210603533155,-1.2006700516556945,,,,,,,,confirmed,
YINN,2024-08-16,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,,False,22.540000915527344,2.0,1.0,bull,-8.200904384648322,-0.34903980558358416,,,,,,,,confirmed,
AAOI,2024-08-19,B确认(v5),b_confirm_v5,entry,v5,train,2024-08-26,,False,8.600000381469727,1.0,1.0,bear,-8.915230725369716,11.990683523572287,,,,,,,,confirmed,
MRNA,2024-08-19,B买Setup(v4),b_setup_v4,setup,v4,train,2024-08-26,,False,89.95999908447266,1.0,1.0,bear,-6.98058377064279,-8.493942607698735,,,,,,,,bear/crash-recovery,
GOOGL,2024-09-13,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2024-10-11,True,157.4600067138672,1.0,0.0,bull,-2.9735313812801145,3.9921167610200703,4.220964651134285,3.769631953850583,11.480514804449648,7.532900824756439,-0.45133269728370173,12.0,1.0,stage,False
GOOGL,2024-09-17,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2024-10-15,True,159.32000732421875,1.0,0.0,bull,-3.113172724454494,1.520075482611949,4.4601556709557455,3.5030689866974773,22.231948674114733,5.817592278399886,-0.7881862267141493,10.0,1.0,confirmed,False
YINN,2024-10-08,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2024-11-05,True,40.7599983215332,1.0,7.0,bull,14.33214450430167,-12.791330692474002,-6.016263221957274,-1.5447145562432096,-25.28455676217607,12.357716449945698,-16.639569222486163,3.0,7.0,major-top,False
NFLX,2024-10-18,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2024-11-15,True,76.38899993896484,6.0,1.0,bull,2.6719590252989978,-1.44692087820536,-1.2614864108875912,7.600302441902529,10.004444568873328,9.825535976050137,-2.8076603604135886,19.0,3.0,base-bull,False
NFLX,2024-10-21,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2024-11-18,True,77.20700073242188,2.0,3.0,bull,2.970441748290842,-2.1103634726999387,-1.2753641451458186,10.686426173966378,12.130355403349391,10.869367343575576,-2.745433524213581,20.0,2.0,confirmed,False
TSLA,2024-10-24,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2024-11-21,True,260.4800109863281,4.0,1.0,bull,-1.0059490908797875,-2.4061573482024534,15.975935446402257,32.66669336850347,61.07964108916792,40.088278179735795,-6.69114652919035,12.0,7.0,base-bull,False
TSLA,2024-10-25,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2024-11-22,True,269.19000244140625,2.0,1.0,bull,-0.7245359947311236,-7.785186767578134,18.97037082248263,30.57777687355323,50.585180211950245,33.89999954788774,-11.52592411747685,20.0,6.0,confirmed,False
TEM,2024-11-06,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2024-12-05,True,56.970001220703125,2.0,1.0,bear,4.449595138499851,23.714343705686993,5.66963986151463,-3.3981445999746063,25.713250662840913,44.44848196812041,-12.302381624457981,4.0,8.0,juefan,True
MRNA,2024-11-18,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2024-12-17,True,39.5099983215332,5.0,1.0,bear,-18.29609754295619,12.25093028298787,9.474228898114001,4.7949552431417075,-8.085873301836955,21.899981080984855,-7.54596050584484,14.0,3.0,juefan,False
MRNA,2024-11-22,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2024-12-23,True,41.11000061035156,2.0,1.0,bear,-17.480578442870232,2.930228654728384,6.162794246230008,-7.930232203283971,-21.162787149118824,10.262786510378819,-12.93023575183957,10.0,18.0,bear/crash-recovery,True
MRNA,2024-12-02,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2024-12-31,True,44.2599983215332,1.0,1.0,bear,-18.295181962509034,3.7971850864590984,-4.865846775631011,-5.457020773446796,-31.17325881576287,7.805817855749808,-14.870397870847253,5.0,13.0,confirmed,True
AAOI,2024-12-05,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-01-06,True,34.47999954223633,1.0,7.0,bull,53.93319131285024,-11.882511808499551,-13.51135185636203,-9.399199962759596,-58.477970964093664,10.253671760637072,-16.341790960094606,1.0,8.0,major-top,False
TSLA,2024-12-18,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-01-21,True,440.1300048828125,0.0,7.0,bull,21.07133325241568,0.49791979633697636,-9.170576700368283,-6.154288142447428,-47.80472734758027,2.9764498415771223,-17.447108853231175,5.0,9.0,major-top,False
SNOW,2024-12-23,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-01-24,True,161.44000244140625,0.0,2.0,bull,17.04821636753455,-4.567366656528716,-0.4758987997142472,7.6143336421870655,0.8467213172729471,9.888751358602764,-5.364652515979051,19.0,4.0,major-top,False
MRNA,2024-12-31,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-01-31,True,41.58000183105469,3.0,1.0,bear,-15.793447167409235,2.298572010590405,-20.000005423740085,-6.587683752924411,-32.81990552387137,15.924164181313106,-24.312796311350525,4.0,7.0,bear/crash-recovery,True
TQQQ,2024-12-31,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-01-31,True,39.0847282409668,1.0,2.0,bull,7.979545826894352,0.1738223102016434,-1.6265310696494617,2.7067139615314817,-28.645338157553535,10.392343179811792,-8.939678490609237,13.0,7.0,major-top,True
MRNA,2025-01-02,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-02-03,True,42.0,1.0,1.0,bear,-15.43216204168678,0.0,-19.384612134222444,-13.491126066128878,-35.71597669251572,15.786977914663458,-24.40236559986363,3.0,6.0,confirmed,True
NFLX,2025-01-02,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-02-03,True,88.6729965209961,0.0,1.0,bull,9.179159777140367,-6.207389884912862,-3.9221679291917555,9.607776373232003,3.946786869511243,11.853814748368286,-7.793944765758731,12.0,7.0,major-top,True
NVDA,2025-01-03,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-02-04,True,144.2545623779297,1.0,2.0,bull,4.161942809345298,-10.337172609611633,-5.222435865453711,-20.149408308712115,-25.681305709144354,3.0553939885000547,-23.945082033470875,2.0,19.0,stage,True
NVDA,2025-01-06,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-02-05,True,149.2071533203125,1.0,2.0,bull,4.006097182094082,-13.899248182275304,-3.8946628596140065,-18.427764994412964,-33.470977044404584,0.06535065301793708,-26.151735094462857,1.0,18.0,confirmed,True
MRNA,2025-01-13,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-02-11,True,35.150001525878906,1.0,2.0,bear,-13.617132921522712,2.1052569890351647,27.852053131839185,-12.005692852093286,-24.12518088609933,29.16073842117337,-12.660030070448725,8.0,20.0,juefan,True
TEM,2025-01-15,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-02-13,True,34.91999816894531,2.0,1.0,bear,-9.505111032622192,53.1843612326587,59.74860292037458,133.93855247153493,17.6536308086892,140.22346880659114,-8.100552438502662,20.0,1.0,juefan,False
YINN,2025-01-24,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-02-24,True,29.790000915527344,1.0,1.0,bull,-12.425141238235804,1.8252915918254065,9.745755651981236,31.71447016118463,1.7275057823498807,53.03129170770864,-4.595827357844707,19.0,6.0,stage,False
YINN,2025-01-27,B确认(v5),b_confirm_v5,entry,v5,validation,2025-08-26,2025-02-25,True,30.540000915527344,2.0,2.0,bull,-12.34810103114523,1.4856350016158038,19.742487162391754,37.636174865012116,6.70187757655778,55.00164854360177,-3.367449412128598,18.0,5.0,confirmed,False
NVDA,2025-01-28,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-02-26,True,128.79762268066406,2.0,2.0,bull,0.6584120661742299,-6.205539013891248,4.980250023487809,3.77865892957594,-15.857879065385683,13.391305018450828,-10.664030348173092,14.0,4.0,juefan,False
MRNA,2025-02-14,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-03-17,True,32.9900016784668,4.0,1.0,bear,-10.27239814071611,2.571867801634342,-8.41149423138119,5.022692543819107,-22.87443158989545,15.340392774166812,-11.195155646000243,18.0,11.0,juefan,False
YINN,2025-02-24,S卖,s_sell,exit,v5沿用v4,validation,2025-08-26,2025-03-24,True,40.40999984741211,0.0,4.0,bull,5.1626704377769395,-8.365105810576823,1.8350821605442214,6.839854168738713,-7.411822398019119,26.596759034587002,-9.72354171920664,16.0,5.0,major-top,True
SNOW,2025-02-27,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-03-27,True,173.69000244140625,5.0,1.0,bull,9.95007160110295,-9.190256159262622,-12.904724237499599,-8.748475939400535,16.287859368300506,5.185141098785384,-15.131081185841111,2.0,8.0,base-bull,True
AAOI,2025-03-12,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-04-09,True,17.299999237060547,4.0,1.0,bear,-13.161594924917331,24.95564371043042,15.257243920678665,-17.97752802652015,-0.47309239756319066,40.153760950899596,-41.18864704575267,3.0,18.0,juefan,True
TSLA,2025-03-12,绝反,juefan,entry,v5沿用v4,validation,2025-08-26,2025-04-09,True,248.08999633789065,4.0,1.0,bear,-4.520881972197122,-4.94499013863956,9.644135011839051,9.70056295109758,18.945717503139935,17.619796219869222,-13.654134613350543,11.0,18.0,juefan,False
AAOI,2025-03-14,B买Setup(v4),b_setup_v4,setup,v4,validation,2025-08-26,2025-04-11,True,22.11000061035156,4.0,1.0,bull,-14.602853278689897,-8.323982745962388,-26.497647417894143,-49.38299389631315,-26.228401854951123,6.349566637720505,-55.37357072955464,1.0,16.0,base-bull,True
