window,scope,group_by,group,trades,symbols,wins,win_rate_pct,mean_return_pct,median_return_pct,worst_return_pct,median_overnight_log_pct,median_intraday_log_pct,negative_overnight_trades,negative_intraday_trades,exit_gap_worsened_trades,last_close_win_to_loss,median_exit_gap_impact_pp,worst_overnight_pct,worst_intraday_pct,reentries
full,JF,profit_to_loss,true,19,6,0,0.0,-11.938491760012356,-11.409216181607517,-26.410032710845943,-5.3514024743328354,-8.144225873884363,13,13,6,0,0.14821208935780206,-21.183433758436575,-14.29829907697604,16
full,JF,symbol,AAOI,8,1,4,50.0,26.459252542442616,1.7772163577028877,-25.39859610915135,5.953638144011561,1.5885763019219001,4,4,2,0,0.5801447402499615,-6.650245929355048,-15.858583387069835,7
full,JF,symbol,GOOGL,0,0,0,,,,,,,0,0,0,0,,,,0
full,JF,symbol,MRNA,6,1,1,16.666666666666664,-7.418448847370704,-11.572298901988276,-22.72557501230831,-8.325240136546565,0.35640839184178374,4,3,2,0,0.0,-21.183433758436575,-9.306723628540158,5
full,JF,symbol,MSFT,1,1,1,100.0,31.225894436277656,31.225894436277656,31.225894436277656,12.52714684620112,14.847956938308629,0,0,0,0,0.0,-2.319085985231595,-2.365560973716907,1
full,JF,symbol,NFLX,2,1,2,100.0,17.75804591794261,17.75804591794261,16.521418373581763,2.504746451196926,14.036026821544732,1,0,1,0,-0.1019581423248983,-10.594673041978076,-2.7250554144352845,2
full,JF,symbol,NVDA,1,1,1,100.0,60.55824726413286,60.55824726413286,60.55824726413286,50.18389310239181,-2.6351328308143556,0,1,0,0,1.7308841089684037,-6.818171493030878,-7.813216533316769,1
full,JF,symbol,SNOW,6,1,3,50.0,21.85327515170464,2.909449490855148,-25.89098544678904,-6.279704171126374,1.3498374661669523,4,3,1,0,0.1411775584082675,-6.477700068441461,-12.045227718769013,6
full,JF,symbol,TQQQ,6,1,2,33.33333333333333,4.733401908797794,-6.645514450422041,-18.423402686815884,4.242888690148771,-11.68801733262748,1,4,2,0,2.464514943562235,-8.0309930171088,-14.29829907697604,5
full,JF,symbol,TSLA,2,1,1,50.0,0.5958535523204525,0.5958535523204525,-9.627677945506463,-2.1801534432597327,2.4552230557115147,1,1,0,0,1.9355900426191344,-6.536354832402502,-11.955632199765464,1
full,JF,symbol,YINN,8,1,4,50.0,13.808824447268968,0.9892860753940638,-34.38185233852087,1.5970046726644282,-8.96365050613242,4,6,3,0,0.5091044369188733,-28.30800427308622,-15.377125303397044,7
full,B,source,B_BASE_BULL,8,5,6,75.0,24.62262586247305,14.009047786896943,-21.59643001259398,10.058758112749858,5.579617791654739,3,3,2,0,0.6213075171431726,-6.990306560309656,-18.124246853248614,5
full,B,source,B_STAGE_COMPONENT,14,7,7,50.0,0.226170980393858,-1.6555165821387718,-27.047831583052417,1.6462360654546335,0.48251440661336814,6,7,4,0,0.8250599776456484,-12.494747685847528,-8.435513590121335,12
full,B,source,B_BEAR_RECOVER,16,8,11,68.75,32.214075849183445,6.985743273185274,-26.593404828411128,-2.1370223279434075,8.748537841116903,10,4,6,1,0.3957745592716826,-11.813641687825227,-21.68975585243714,16
full,B,source,B_CRASH_RECOVER,5,4,2,40.0,12.91769767599049,-5.003121316486691,-26.9742832525411,-1.1827056704902001,-3.37198933156201,3,3,3,0,-0.6404329019767943,-10.741206218291966,-7.150255001651374,5
full,B,source,multiple,1,1,1,100.0,68.81192274062582,68.81192274062582,68.81192274062582,32.23028395104418,20.3313187185823,0,0,0,0,12.741186265782332,-7.872693579718904,-5.52361888965992,1
