rule,total,cagr,mdd,sharpe,calmar,trades,win,worst_trade,median_trade,exposure,profit_to_loss,entry_events,entry_win,entry_interference,b_events,b_win,b_interference,jf_events,jf_win,jf_interference,s_events,s_win,s_interference,buy_turns,buy_covered,sell_turns,sell_covered,drawdown_peak,drawdown_trough,hard_stop_exits,max_hold_exits,entry_signal_exits
v5,28.39220086641174,8.723566292384465,14.988696140842784,0.6698472544459756,0.5820096831914265,50,48.0,-34.38185233852087,-0.4967422602022542,0.2702523240371845,21,54,50.0,48.148148148148145,31,45.16129032258064,51.61290322580645,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,107,11,39,7,2021-10-25,2022-03-07,0,0,0
P-confirm5,29.284099523522112,8.975743127376369,15.888564944386763,0.660703375302495,0.5649184277367597,69,44.927536231884055,-34.38185233852087,-1.509372585492097,0.29508632138114205,30,82,52.4390243902439,41.46341463414634,59,50.847457627118644,40.67796610169492,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,105,17,42,11,2021-10-25,2022-03-07,10,9,0
P-confirm5-volume20,34.490558637284074,10.425194093000512,15.005897202776197,0.7554859410276659,0.6947398047663406,60,48.333333333333336,-34.38185233852087,-0.4298011389283207,0.2912350597609561,26,67,55.223880597014926,38.80597014925373,44,54.54545454545454,36.36363636363637,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,104,15,40,7,2021-10-25,2022-03-07,2,7,0
