symbol,episode_id,date,available_at,position,age,close,mid,setup_high,above_high,above_mid,both
SNOW,SNOW:2022-12-12,2022-12-19,2022-12-19,held,5,138.10000610351562,143.5504997253418,151.39999389648438,False,False,False
SNOW,SNOW:2025-02-27,2025-02-28,2025-03-06,flat,1,177.10000610351562,182.19699935913087,187.9499969482422,False,False,False
SNOW,SNOW:2025-02-27,2025-03-03,2025-03-06,flat,2,173.64999389648438,181.8039993286133,187.9499969482422,False,False,False
SNOW,SNOW:2025-02-27,2025-03-04,2025-03-06,flat,3,173.60000610351562,181.35699996948242,187.9499969482422,False,False,False
SNOW,SNOW:2025-02-27,2025-03-05,2025-03-06,flat,4,177.30999755859375,180.76699981689453,187.9499969482422,False,False,False
SNOW,SNOW:2025-02-27,2025-03-06,2025-03-06,flat,5,156.22000122070312,179.13150024414062,187.9499969482422,False,False,False
SNOW,SNOW:2025-04-09,2025-04-10,2025-04-16,flat,1,144.4499969482422,150.59699935913085,151.9499969482422,False,False,False
SNOW,SNOW:2025-04-09,2025-04-11,2025-04-16,flat,2,144.9600067138672,150.03949966430665,151.9499969482422,False,False,False
SNOW,SNOW:2025-04-09,2025-04-14,2025-04-16,flat,3,144.5500030517578,149.4474998474121,151.9499969482422,False,False,False
SNOW,SNOW:2025-04-09,2025-04-15,2025-04-16,flat,4,146.5399932861328,149.05649948120117,151.9499969482422,False,False,False
SNOW,SNOW:2025-04-09,2025-04-16,2025-04-16,flat,5,146.0800018310547,148.56249923706054,151.9499969482422,False,False,False
SNOW,SNOW:2026-02-10,2026-02-11,2026-02-18,flat,1,178.8300018310547,194.08050079345702,186.5800018310547,False,False,False
SNOW,SNOW:2026-02-10,2026-02-12,2026-02-18,flat,2,172.91000366210938,192.41800079345703,186.5800018310547,False,False,False
SNOW,SNOW:2026-02-10,2026-02-13,2026-02-18,flat,3,182.2899932861328,191.14550018310547,186.5800018310547,False,False,False
SNOW,SNOW:2026-02-10,2026-02-17,2026-02-18,flat,4,177.10000610351562,189.48150024414062,186.5800018310547,False,False,False
SNOW,SNOW:2026-02-10,2026-02-18,2026-02-18,flat,5,176.0800018310547,187.975,186.5800018310547,False,False,False
TSLA,TSLA:2023-08-21,2023-08-22,2023-08-28,flat,1,233.19000244140625,245.55600128173828,232.1300048828125,True,False,False
TSLA,TSLA:2023-08-21,2023-08-23,2023-08-28,flat,2,236.86000061035156,244.18150100708007,232.1300048828125,True,False,False
TSLA,TSLA:2023-08-21,2023-08-24,2023-08-28,flat,3,230.0399932861328,242.89800033569335,232.1300048828125,False,False,False
TSLA,TSLA:2023-08-21,2023-08-25,2023-08-28,flat,4,238.58999633789065,241.50550003051757,232.1300048828125,True,False,False
TSLA,TSLA:2023-08-21,2023-08-28,2023-08-28,flat,5,238.82000732421875,240.07500076293945,232.1300048828125,True,False,False
TSLA,TSLA:2024-03-27,2024-03-28,2024-04-04,flat,1,175.7899932861328,176.16300048828126,181.91000366210935,False,False,False
TSLA,TSLA:2024-03-27,2024-04-01,2024-04-04,flat,2,175.22000122070312,174.792000579834,181.91000366210935,False,True,False
TSLA,TSLA:2024-03-27,2024-04-02,2024-04-04,flat,3,166.6300048828125,173.71650085449218,181.91000366210935,False,False,False
TSLA,TSLA:2024-03-27,2024-04-03,2024-04-04,flat,4,168.3800048828125,173.0985008239746,181.91000366210935,False,False,False
TSLA,TSLA:2024-03-27,2024-04-04,2024-04-04,flat,5,171.11000061035156,172.82700119018554,181.91000366210935,False,False,False
TSLA,TSLA:2026-04-17,2026-04-20,2026-04-24,held,1,392.5,369.02650146484376,409.2799987792969,False,True,False
TSLA,TSLA:2026-04-17,2026-04-21,2026-04-24,held,2,386.4200134277344,369.3050018310547,409.2799987792969,False,True,False
TSLA,TSLA:2026-04-17,2026-04-22,2026-04-24,held,3,387.510009765625,369.5290023803711,409.2799987792969,False,True,False
TSLA,TSLA:2026-04-17,2026-04-23,2026-04-24,held,4,373.7200012207031,368.91750183105466,409.2799987792969,False,True,False
TSLA,TSLA:2026-04-17,2026-04-24,2026-04-24,held,5,376.2999877929687,369.127001953125,409.2799987792969,False,True,False
MRNA,MRNA:2022-02-24,2022-02-25,2022-03-03,held,1,151.3300018310547,156.16100006103517,156.4199981689453,False,False,False
MRNA,MRNA:2022-02-24,2022-02-28,2022-03-03,held,2,153.60000610351562,155.86750030517578,156.4199981689453,False,False,False
MRNA,MRNA:2022-02-24,2022-03-01,2022-03-03,held,3,149.52000427246094,154.8770004272461,156.4199981689453,False,False,False
MRNA,MRNA:2022-02-24,2022-03-02,2022-03-03,held,4,147.86000061035156,153.63300018310548,156.4199981689453,False,False,False
MRNA,MRNA:2022-02-24,2022-03-03,2022-03-03,held,5,141.52000427246094,152.22850036621094,156.4199981689453,False,False,False
MRNA,MRNA:2023-02-14,2023-02-15,2023-02-22,flat,1,177.27999877929688,179.91800003051756,176.0399932861328,True,False,False
MRNA,MRNA:2023-02-14,2023-02-16,2023-02-22,flat,2,172.30999755859375,179.0144996643066,176.0399932861328,False,False,False
MRNA,MRNA:2023-02-14,2023-02-17,2023-02-22,flat,3,166.60000610351562,177.64550018310547,176.0399932861328,False,False,False
MRNA,MRNA:2023-02-14,2023-02-21,2023-02-22,flat,4,160.08999633789062,175.8029998779297,176.0399932861328,False,False,False
MRNA,MRNA:2023-02-14,2023-02-22,2023-02-22,flat,5,158.1699981689453,173.87350006103514,176.0399932861328,False,False,False
MRNA,MRNA:2023-11-03,2023-11-06,2023-11-10,held,1,72.06999969482422,83.17150115966797,79.25,False,False,False
MRNA,MRNA:2023-11-03,2023-11-07,2023-11-10,held,2,73.66000366210938,81.63300132751465,79.25,False,False,False
MRNA,MRNA:2023-11-03,2023-11-08,2023-11-10,held,3,71.33999633789062,80.06200103759765,79.25,False,False,False
MRNA,MRNA:2023-11-03,2023-11-09,2023-11-10,held,4,69.51000213623047,78.49850120544434,79.25,False,False,False
MRNA,MRNA:2023-11-03,2023-11-10,2023-11-10,held,5,70.05000305175781,77.08600120544433,79.25,False,False,False
MRNA,MRNA:2024-08-19,2024-08-20,2024-08-26,flat,1,86.94000244140625,95.76650047302246,91.98999786376952,False,False,False
MRNA,MRNA:2024-08-19,2024-08-21,2024-08-26,flat,2,86.6500015258789,94.18950042724609,91.98999786376952,False,False,False
MRNA,MRNA:2024-08-19,2024-08-22,2024-08-26,flat,3,81.04000091552734,92.22150039672852,91.98999786376952,False,False,False
MRNA,MRNA:2024-08-19,2024-08-23,2024-08-26,flat,4,82.44000244140625,90.23800048828124,91.98999786376952,False,False,False
MRNA,MRNA:2024-08-19,2024-08-26,2024-08-26,flat,5,81.66000366210938,88.21250076293946,91.98999786376952,False,False,False
MRNA,MRNA:2025-09-22,2025-09-23,2025-09-29,flat,1,25.790000915527344,24.76599988937378,27.100000381469727,False,True,False
MRNA,MRNA:2025-09-22,2025-09-24,2025-09-29,flat,2,25.8799991607666,24.823499870300292,27.100000381469727,False,True,False
MRNA,MRNA:2025-09-22,2025-09-25,2025-09-29,flat,3,24.61000061035156,24.798999881744386,27.100000381469727,False,False,False
MRNA,MRNA:2025-09-22,2025-09-26,2025-09-29,flat,4,24.489999771118164,24.799999904632568,27.100000381469727,False,False,False
MRNA,MRNA:2025-09-22,2025-09-29,2025-09-29,flat,5,25.329999923706055,24.861999893188475,27.100000381469727,False,True,False
NVDA,NVDA:2023-02-23,2023-02-24,2023-03-02,flat,1,23.234373092651367,21.510055828094483,23.835042267919597,False,True,False
