rule,symbol,entry_date,exit_date,return_pct,hold_days,exit_reason,peak_close_pct,entry_origin
RP,YINN,2023-07-13,2023-08-14,-13.621203304367524,22,trail,19.233735303753498,additional
RP,YINN,2023-08-25,2023-10-04,-15.221829979185975,27,trail,13.621588110794125,additional
RP,YINN,2023-10-09,2023-10-23,-11.752208025945032,10,trail,13.461535748536967,additional
RP,YINN,2023-11-06,2023-11-30,-17.610180236081973,17,trail,6.334037486487087,additional
RP,YINN,2023-12-15,2024-01-17,-31.917454152599255,20,trail,0.5280874256095025,additional
RP,YINN,2024-01-24,2024-02-27,13.462875969384402,23,signal,11.605630794041598,additional
RP,YINN,2024-06-06,2024-07-26,-21.777267505504504,34,trail,-0.1536133414783869,additional
RP,YINN,2024-08-06,2024-08-26,18.97800480303784,15,terminal,24.476659037613068,v5
RP,SNOW,2021-10-08,2021-12-02,7.992065796065795,38,trail,24.251043277500028,additional
RP,SNOW,2021-12-09,2022-01-06,-20.634647434082034,19,trail,0.3351324957770352,v5
RP,SNOW,2022-01-25,2022-02-14,6.612483502114785,14,signal,13.019943244198174,v5
RP,SNOW,2022-03-17,2022-04-19,-0.7935845204045111,22,trail,23.707690116686674,v5
RP,SNOW,2022-05-16,2022-06-14,-27.255844975761068,20,trail,-5.5455448930765705,additional
RP,SNOW,2022-06-23,2022-08-10,24.14230650082867,33,signal,25.366897295181424,additional
RP,SNOW,2022-10-05,2022-11-03,-18.946973323635863,21,trail,4.647684018988429,additional
RP,SNOW,2022-11-11,2023-01-05,-12.00113687755061,36,trail,11.490729796542198,v5
RP,SNOW,2023-01-12,2023-02-06,13.555585095285627,16,signal,26.825275180452923,additional
RP,SNOW,2023-03-31,2023-08-16,5.663294400961361,94,trail,33.730130237682786,additional
RP,SNOW,2023-08-24,2024-01-05,14.021076075475403,92,signal,24.56205009359762,additional
RP,SNOW,2024-01-09,2024-03-01,-2.4392171058245093,36,trail,20.62356624701158,additional
RP,SNOW,2024-03-21,2024-06-10,-22.125862462809,55,trail,-0.5783172975103557,additional
RP,SNOW,2024-06-27,2024-08-06,-11.398722446655086,27,trail,10.756600994674969,additional
RP,SNOW,2024-08-09,2024-08-26,-2.7225174500755567,12,terminal,11.564513697618327,additional
RP,TSLA,2021-11-18,2021-12-21,-17.307204699392553,22,trail,4.54746242432762,additional
RP,TSLA,2021-12-23,2022-01-24,-10.314722081422467,20,trail,19.167657624061096,additional
RP,TSLA,2022-02-25,2022-04-27,10.819385050147368,42,trail,41.5481363736643,v5
RP,TSLA,2022-05-05,2022-05-23,-30.383736986528277,12,trail,-7.0009151178918705,additional
RP,TSLA,2022-06-22,2022-08-08,25.546319320736522,32,signal,31.611493967170333,additional
RP,TSLA,2022-09-08,2022-10-04,-11.120076205645068,18,trail,9.872030123118304,additional
RP,TSLA,2022-10-26,2022-11-10,-13.61878346354769,11,trail,4.156796093749882,additional
RP,TSLA,2022-12-01,2022-12-19,-22.015347791730065,12,trail,-1.1264467221824948,additional
RP,TSLA,2023-01-10,2023-02-13,60.26377556925069,23,signal,71.23978512166606,additional
RP,TSLA,2023-03-17,2023-04-21,-10.865725104362534,24,trail,12.432257701193826,additional
RP,TSLA,2023-05-01,2023-08-02,56.31496337671762,64,signal,79.77569383445602,additional
RP,TSLA,2023-08-23,2023-10-20,-5.565450865041766,41,trail,20.362785799572116,additional
RP,TSLA,2023-11-03,2024-01-23,-4.64498296827236,53,trail,18.21840816499445,additional
RP,TSLA,2024-02-12,2024-04-16,-18.574420006662372,44,trail,5.4812340564479145,additional
RP,TSLA,2024-04-25,2024-07-12,48.04267042417536,53,signal,65.61399008965883,additional
RP,TSLA,2024-08-14,2024-08-26,2.6008006830955166,9,terminal,7.657073595422914,additional
RP,MRNA,2021-10-15,2021-11-08,-31.792585565645048,16,trail,2.507254200205189,additional
RP,MRNA,2021-11-19,2021-12-07,0.824743945805495,11,trail,38.842943278113125,additional
RP,MRNA,2022-01-11,2022-01-20,-22.72557501230832,6,trail,-1.3761064647573318,v5
RP,MRNA,2022-02-01,2022-02-24,-20.327957888937775,16,trail,-1.4041047362602699,additional
RP,MRNA,2022-03-15,2022-04-22,-8.527756410082654,27,trail,19.485503369636948,additional
RP,MRNA,2022-05-05,2022-06-14,-22.943568081595277,27,trail,-2.1992470173673118,additional
RP,MRNA,2022-06-23,2022-08-18,15.17653979182587,39,signal,42.73743182812617,additional
RP,MRNA,2022-09-09,2023-02-09,17.35857060760042,105,trail,47.87384061826674,additional
RP,MRNA,2023-02-14,2023-02-27,-18.520039627108375,8,trail,3.7392471253268056,additional
RP,MRNA,2023-03-15,2023-05-12,-13.861415707943037,41,trail,7.825089679204678,additional
RP,MRNA,2023-05-24,2023-08-08,-28.353721779194874,51,trail,-6.799352601116093,additional
RP,MRNA,2023-08-18,2023-10-17,-14.825943022421729,41,trail,10.122758325063375,v5
RP,MRNA,2023-11-03,2024-02-12,19.35322949190672,67,trail,57.94227421730067,v5
RP,MRNA,2024-02-16,2024-05-29,65.57918807245773,70,signal,84.28270529998598,additional
RP,MRNA,2024-06-26,2024-08-02,-32.68643147506557,26,trail,-7.420284763754048,additional
RP,MRNA,2024-08-16,2024-08-26,-7.390039415012717,7,terminal,2.227271686900756,additional
RP,NVDA,2021-09-24,2021-12-14,25.269659314166915,56,signal,51.227932502795646,additional
RP,NVDA,2021-12-23,2022-01-21,-21.156060427319943,19,trail,3.999334275411126,additional
RP,NVDA,2022-02-01,2022-03-08,-15.27236475970184,24,trail,6.37745890882353,additional
RP,NVDA,2022-03-17,2022-04-12,-6.749793594026632,18,trail,18.805968636355242,additional
RP,NVDA,2022-05-05,2022-06-14,-20.96003688790775,27,trail,-1.384228378468888,additional
RP,NVDA,2022-07-08,2022-08-31,-0.4974150175662051,38,signal,24.53019121689959,additional
RP,NVDA,2022-09-13,2022-11-10,7.016486175183645,42,signal,5.796272777650824,additional
RP,NVDA,2023-01-10,2023-04-26,73.80923506521239,73,signal,80.3685516770817,additional
RP,NVDA,2023-07-03,2023-08-11,-1.997911570234101,28,signal,11.705936447128362,additional
RP,NVDA,2023-08-16,2024-07-18,173.2318750177438,231,signal,204.6284770134514,additional
RP,NVDA,2024-07-23,2024-08-26,2.7913440251322807,25,terminal,5.880445307073301,additional
RP,GOOGL,2021-10-08,2022-04-25,-14.84061230403273,136,trail,7.35185985662683,additional
RP,GOOGL,2022-05-05,2022-09-28,-18.92549562164769,100,trail,1.560679689139799,additional
RP,GOOGL,2022-09-29,2022-11-04,-13.595612885037312,26,trail,5.920523117823562,additional
RP,GOOGL,2022-11-11,2024-08-26,75.12709424355796,448,terminal,101.90092696859163,additional
RP,AAOI,2021-10-14,2021-11-08,-17.682124151236433,17,signal,19.17241852858971,additional
RP,AAOI,2021-12-09,2022-01-10,-20.87156448575055,21,trail,0.679116515445588,additional
RP,AAOI,2022-01-25,2022-02-28,-14.528879830647156,23,trail,10.075563074715642,v5
RP,AAOI,2022-03-09,2022-04-22,-22.377697901746185,31,trail,-1.587300085546861,additional
RP,AAOI,2022-05-04,2022-05-10,-19.00281676658796,4,trail,3.260866466677248,additional
RP,AAOI,2022-06-23,2022-07-01,-21.076455494660163,6,trail,0.7653053777012309,additional
RP,AAOI,2022-10-19,2022-11-07,-27.108457473238335,13,trail,-1.3651863802616737,additional
RP,AAOI,2022-11-16,2022-12-28,-20.593829969853537,28,trail,0.8695644061371466,additional
RP,AAOI,2023-01-13,2023-01-20,-1.913204859932649,4,signal,4.721035927736872,v5
RP,AAOI,2023-03-01,2023-03-28,-36.58910604415201,19,trail,1.805052442619881,additional
RP,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598,v5
RP,AAOI,2023-05-09,2023-06-22,164.72400659945325,30,signal,193.78530312430712,v5
RP,AAOI,2023-08-03,2023-09-08,64.02270398715852,25,trail,102.88334613440058,additional
RP,AAOI,2023-09-27,2023-10-05,-9.493027383666918,6,trail,14.068829222897339,additional
RP,AAOI,2023-11-01,2023-12-01,77.64686966652803,21,signal,101.07962112487753,additional
RP,AAOI,2024-01-10,2024-01-18,-21.36004939153252,5,trail,-2.3508157234848115,additional
RP,AAOI,2024-02-05,2024-02-26,-25.980275879350177,14,trail,18.38351551048225,additional
RP,AAOI,2024-03-21,2024-04-11,-19.199647014498023,14,trail,2.5429545065895454,additional
RP,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234,v5
RP,AAOI,2024-07-09,2024-07-25,4.496570815209777,12,trail,39.882356980267694,additional
RP,AAOI,2024-08-16,2024-08-26,13.484272606347925,7,terminal,14.775413644960134,additional
E,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723,v5
E,TQQQ,2022-02-25,2022-03-15,-18.423402686815884,12,trail,4.920004571506165,v5
E,TQQQ,2022-06-16,2022-07-13,3.4899853694228655,17,signal,21.70507749770354,v5
E,TQQQ,2022-10-14,2022-11-04,-8.84758457047603,15,trail,13.60199577168546,v5
E,TQQQ,2023-01-12,2023-01-20,-1.938229734446728,5,signal,3.5348424606598927,v5
E,TQQQ,2023-10-10,2023-10-27,-17.082673786856496,13,trail,3.499080772653551,v5
E,TQQQ,2024-05-06,2024-05-31,8.803297449547397,18,signal,15.047005773636668,v5
E,TQQQ,2024-08-06,2024-08-26,26.220476059691066,15,terminal,32.69905581555563,v5
E,MSFT,2022-02-01,2022-06-14,-21.59643001259398,92,trail,1.6107728298095259,v5
E,MSFT,2023-04-28,2023-05-25,6.112898632054442,19,signal,5.647834728663503,v5
E,MSFT,2024-08-16,2024-08-26,-1.886966772336618,7,terminal,0.9985690985509388,v5
E,NFLX,2022-12-02,2022-12-16,-7.184525987771195,10,signal,3.1949518073340233,v5
E,NFLX,2023-03-27,2023-04-20,-2.3814548672356106,17,signal,6.328798593424323,v5
E,NFLX,2023-10-25,2023-10-30,-3.4792324999873836,3,signal,-1.146582319453604,v5
E,NFLX,2024-05-07,2024-06-03,7.991254895560274,18,signal,9.78399375297563,v5
E,NFLX,2024-08-14,2024-08-26,5.913950518680022,9,terminal,7.6830481258705285,v5
E,YINN,2021-09-23,2021-10-27,14.029604835704191,24,signal,25.800192888264583,v5
E,YINN,2021-12-31,2022-01-24,6.437643816955418,15,signal,18.052262622978677,v5
E,YINN,2022-02-25,2022-03-08,-26.410032710845954,7,trail,3.318896567212981,v5
E,YINN,2022-03-16,2022-04-01,24.987740659931767,12,signal,24.76190839494976,v5
E,YINN,2022-08-12,2022-08-31,5.172524352232322,13,signal,11.929882951640703,v5
E,YINN,2022-10-14,2022-10-25,-34.38185233852087,7,trail,-0.056149518145465205,v5
E,YINN,2022-11-08,2022-11-10,2.6974093719399184,2,signal,1.8887688188061524,v5
E,YINN,2023-01-04,2023-01-31,11.58180768602759,18,signal,29.20353982300885,v5
E,YINN,2023-06-14,2023-06-21,-7.557120223480485,4,signal,10.657007108499927,v5
E,YINN,2023-10-12,2023-10-16,-9.793585558552898,2,signal,-6.258066238895543,v5
E,YINN,2024-01-02,2024-01-17,-26.97428325254111,10,trail,2.832127883109181,v5
E,YINN,2024-08-06,2024-08-26,18.978004803037862,15,terminal,24.476659037613068,v5
E,SNOW,2021-12-09,2021-12-29,-8.291799999999993,13,signal,0.3351324957770352,v5
E,SNOW,2022-01-25,2022-02-04,-4.807951981114944,8,signal,3.0842522217456203,v5
E,SNOW,2022-02-08,2022-02-14,2.1838994254364863,4,signal,8.325199209008204,v5
E,SNOW,2022-03-17,2022-04-07,8.705336568556564,15,signal,23.707690116686674,v5
E,SNOW,2022-05-27,2022-06-13,-10.663697423865482,10,signal,8.08444397492285,v5
E,SNOW,2022-11-11,2022-12-16,-3.0583296043297348,24,signal,11.490729796542198,v5
E,SNOW,2023-01-13,2023-01-20,-2.241758491745971,4,signal,4.608756660658453,v5
E,SNOW,2023-09-01,2023-12-21,23.408721042207105,77,signal,27.046168789417322,v5
E,SNOW,2024-06-28,2024-08-06,-14.331088418973536,26,signal,7.090977914117302,v5
E,TSLA,2022-02-25,2022-04-07,29.7883423359675,29,signal,41.5481363736643,v5
E,TSLA,2022-12-05,2022-12-21,-26.593404828411128,12,trail,-3.6898254872679614,v5
E,TSLA,2023-01-18,2023-02-13,42.08505862732799,18,signal,51.81605962995424,v5
E,TSLA,2024-04-30,2024-05-09,-6.588857889201327,7,signal,-1.1872934385655065,v5
E,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318,v5
E,MRNA,2022-02-16,2022-03-28,13.152301870995098,27,signal,26.4869309015193,v5
E,MRNA,2023-08-18,2023-09-05,6.227263755772916,11,signal,10.122758325063375,v5
E,MRNA,2023-11-03,2024-01-17,34.222884472631264,49,signal,57.94227421730067,v5
E,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514,v5
E,GOOGL,2024-03-15,2024-04-17,8.988709296104025,22,signal,11.866669236567983,v5
E,AAOI,2022-01-25,2022-02-24,-5.981770211112125,21,signal,10.075563074715642,v5
E,AAOI,2023-01-13,2023-01-20,-1.913204859932649,4,signal,4.721035927736872,v5
E,AAOI,2023-03-29,2023-04-26,10.218788058805849,19,signal,26.37362011157598,v5
E,AAOI,2023-05-09,2023-06-22,164.72400659945325,30,signal,193.78530312430712,v5
E,AAOI,2024-04-17,2024-05-10,-15.451743838048026,17,signal,0.6644511956771071,v5
E,AAOI,2024-07-11,2024-07-22,5.030263012023628,7,signal,27.16577388474675,v5
E,AAOI,2024-08-20,2024-08-26,11.766814147208704,5,terminal,13.03841519981419,v5
RE,TQQQ,2021-09-24,2021-11-11,17.088141193396787,34,signal,22.95273092597252,additional
RE,TQQQ,2021-12-08,2021-12-14,-8.385299133281643,4,signal,1.1197837212741035,additional
RE,TQQQ,2022-01-13,2022-01-24,-30.3223812069079,6,signal,-6.819640471320021,additional
RE,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723,v5
RE,TQQQ,2022-02-25,2022-03-15,-18.42340268681586,12,trail,4.920004571506165,v5
RE,TQQQ,2022-03-29,2022-04-07,-13.648247825913717,7,signal,1.7067607757601078,additional
RE,TQQQ,2022-05-05,2022-05-10,-19.371357354846975,3,signal,-11.456788616415903,additional
RE,TQQQ,2022-06-03,2022-06-10,-14.895879363476695,5,signal,0.5733330858834762,additional
RE,TQQQ,2022-06-16,2022-07-13,3.4899853694228655,17,signal,21.70507749770354,v5
RE,TQQQ,2022-09-12,2022-09-14,-13.934767196069686,2,signal,2.0792114982783882,additional
RE,TQQQ,2022-10-14,2022-11-04,-8.847584570476009,15,trail,13.60199577168546,v5
RE,TQQQ,2023-01-10,2023-01-20,7.416699742942079,7,signal,13.411893905368121,additional
RE,TQQQ,2023-03-06,2023-04-06,11.788933066478368,23,signal,19.63277003748143,additional
RE,TQQQ,2023-08-24,2023-10-26,-20.672459714469092,44,trail,3.8160315230344244,additional
RE,TQQQ,2023-11-06,2024-01-03,25.052540552776147,39,signal,36.91154912435193,additional
RE,TQQQ,2024-04-25,2024-05-31,22.740380836083894,25,signal,29.783872674035816,additional
RE,TQQQ,2024-08-01,2024-08-26,-0.37452937180862955,18,terminal,4.738995607094543,additional
RE,MSFT,2022-02-01,2022-06-14,-21.59643001259398,92,trail,1.6107728298095259,v5
RE,MSFT,2022-10-05,2022-12-19,-0.6583519605952604,52,signal,4.56522438991982,additional
RE,MSFT,2023-01-12,2023-02-17,10.036342792498566,25,signal,15.689033317488231,additional
RE,MSFT,2023-04-28,2023-05-25,6.112898632054442,19,signal,5.647834728663503,v5
RE,MSFT,2024-08-14,2024-08-26,-0.5150829585218175,9,terminal,2.410800456674833,additional
RE,NFLX,2021-12-08,2022-01-24,-39.18372185134887,31,signal,-0.3047640361483084,additional
RE,NFLX,2022-02-01,2022-03-07,-16.923149448249575,23,trail,5.582501239891102,additional
RE,NFLX,2022-03-18,2022-04-21,-40.978436694351586,23,signal,5.327952696114147,additional
RE,NFLX,2022-05-16,2022-06-10,-5.7036198912090885,18,signal,6.099331914876394,additional
RE,NFLX,2022-06-27,2022-08-17,25.51383475518014,36,signal,29.99947982305231,additional
RE,NFLX,2022-10-18,2022-11-02,14.422532244408814,11,signal,19.54363514389945,additional
RE,NFLX,2022-12-02,2022-12-16,-7.184525987771206,10,signal,3.1949518073340233,v5
RE,NFLX,2022-12-22,2023-01-20,12.756806718033943,18,signal,11.650848664244883,additional
RE,NFLX,2023-03-16,2023-04-20,4.921919936571517,24,signal,14.28383487787368,additional
RE,NFLX,2023-08-01,2023-08-18,-8.879957386576931,13,signal,0.7750890680405798,additional
RE,NFLX,2023-10-10,2023-10-30,4.140702947521069,14,signal,7.300696455827738,additional
RE,NFLX,2024-05-03,2024-06-03,13.768596158047085,20,signal,15.657243375670182,additional
RE,NFLX,2024-08-12,2024-08-26,8.884919606867324,11,terminal,10.703641784562578,additional
RE,YINN,2021-09-02,2021-09-15,-12.101239035430467,8,signal,4.832421512679952,additional
RE,YINN,2021-09-23,2021-10-27,14.029604835704191,24,signal,25.800192888264583,v5
RE,YINN,2021-11-12,2021-11-29,-16.23920328874915,10,signal,3.401360588350877,additional
RE,YINN,2021-12-31,2022-01-24,6.437643816955418,15,signal,18.052262622978677,v5
RE,YINN,2022-02-02,2022-02-23,-18.20012556884589,14,signal,2.774819837989728,additional
RE,YINN,2022-02-25,2022-03-08,-26.410032710845943,7,trail,3.318896567212981,v5
RE,YINN,2022-03-16,2022-04-01,24.987740659931767,12,signal,24.76190839494976,v5
RE,YINN,2022-05-02,2022-05-06,-13.206430734211594,4,signal,8.020042170090358,additional
RE,YINN,2022-08-05,2022-08-31,2.6407344469630667,18,signal,9.235424969384232,additional
RE,YINN,2022-09-12,2022-09-22,-23.183679821191838,8,trail,1.8211137502163188,additional
RE,YINN,2022-10-14,2022-10-25,-34.38185233852088,7,trail,-0.056149518145465205,v5
RE,YINN,2022-11-07,2022-11-10,-2.161981765384946,3,signal,-2.765744476427079,additional
RE,YINN,2023-01-04,2023-01-31,11.58180768602759,18,signal,29.20353982300885,v5
RE,YINN,2023-02-10,2023-02-27,-21.024901689038543,10,trail,1.6751675424541368,additional
RE,YINN,2023-03-22,2023-04-05,8.926853605842666,10,signal,17.599426278275576,additional
RE,YINN,2023-05-01,2023-05-25,-17.789944004225077,18,trail,6.665023141964088,additional
RE,YINN,2023-06-05,2023-06-21,2.3730086988101418,11,signal,22.54368079714606,additional
RE,YINN,2023-07-13,2023-08-03,5.62540923734498,15,signal,19.233735303753498,additional
RE,YINN,2023-08-25,2023-09-08,-0.36212754145057424,9,signal,13.621588110794125,additional
RE,YINN,2023-10-09,2023-10-16,3.4171136465852348,5,signal,13.461535748536967,additional
RE,YINN,2023-11-06,2023-11-28,-10.547186662712937,15,signal,6.334037486487087,additional
RE,YINN,2023-12-15,2024-01-17,-31.917454152599255,20,trail,0.5280874256095025,additional
RE,YINN,2024-01-24,2024-02-27,13.462875969384402,23,signal,11.605630794041598,additional
RE,YINN,2024-06-06,2024-06-10,-7.021875433240599,2,signal,-0.1536133414783869,additional
RE,YINN,2024-07-12,2024-07-18,-12.632011115549702,4,signal,-2.6366088347193117,additional
RE,YINN,2024-08-06,2024-08-26,18.97800480303782,15,terminal,24.476659037613068,v5
RE,SNOW,2021-11-30,2021-12-29,-7.365451458387007,20,signal,1.3486220600690713,additional
RE,SNOW,2022-01-25,2022-02-04,-4.807951981114956,8,signal,3.0842522217456203,v5
RE,SNOW,2022-02-08,2022-02-14,2.1838994254364863,4,signal,8.325199209008204,v5
RE,SNOW,2022-03-17,2022-04-07,8.705336568556588,15,signal,23.707690116686674,v5
RE,SNOW,2022-05-16,2022-06-13,-26.491809982368565,19,signal,-5.5455448930765705,additional
RE,SNOW,2022-06-23,2022-07-13,4.318491838686334,13,signal,17.170526934315777,additional
RE,SNOW,2022-07-29,2022-08-10,16.676643988910534,8,signal,17.827590416217664,additional
RE,SNOW,2022-10-05,2022-10-31,-11.958976574073986,18,signal,4.647684018988429,additional
RE,SNOW,2022-11-11,2022-12-16,-3.0583296043297237,24,signal,11.490729796542198,v5
RE,SNOW,2023-01-12,2023-01-20,-3.0007593159206314,5,signal,3.796568027799063,additional
RE,SNOW,2023-03-31,2023-04-12,-0.8358390661120985,7,signal,8.836912914314432,additional
RE,SNOW,2023-06-01,2023-06-27,10.142924393749286,17,signal,19.08711201742186,additional
RE,SNOW,2023-07-14,2023-07-27,-5.930821167423583,9,signal,1.7627308661190222,additional
RE,SNOW,2023-08-24,2023-12-21,20.773253985944162,83,signal,24.33302186072972,additional
RE,SNOW,2024-03-21,2024-06-10,-22.125862462809,55,trail,-0.5783172975103557,additional
RE,SNOW,2024-06-27,2024-08-06,-11.398722446655075,27,signal,10.756600994674969,additional
RE,SNOW,2024-08-09,2024-08-26,-2.722517450075579,12,terminal,11.564513697618327,additional
RE,TSLA,2021-12-23,2022-01-20,0.09053554933140529,18,signal,19.167657624061096,additional
RE,TSLA,2022-02-25,2022-04-07,29.78834233596752,29,signal,41.5481363736643,v5
RE,TSLA,2022-05-05,2022-05-10,-12.922809629836463,3,signal,-7.0009151178918705,additional
RE,TSLA,2022-06-22,2022-08-08,25.546319320736522,32,signal,31.611493967170333,additional
RE,TSLA,2022-09-08,2022-09-23,0.4351623517109271,11,signal,9.872030123118304,additional
RE,TSLA,2022-10-26,2022-11-10,-13.61878346354769,11,signal,4.156796093749882,additional
RE,TSLA,2022-12-01,2022-12-19,-22.01534779173008,12,trail,-1.1264467221824948,additional
RE,TSLA,2023-01-10,2023-02-13,60.26377556925067,23,signal,71.23978512166606,additional
RE,TSLA,2023-03-17,2023-04-06,-0.9787444847442428,14,signal,12.432257701193826,additional
RE,TSLA,2023-05-01,2023-06-27,48.77353155991173,39,signal,68.19882042461461,additional
RE,TSLA,2023-08-23,2023-09-19,15.03513327549797,18,signal,20.362785799572116,additional
RE,TSLA,2023-10-02,2023-10-19,-7.888433824941732,13,signal,7.683508739912348,additional
RE,TSLA,2023-11-03,2023-12-21,13.676894753322323,33,signal,16.310200461096258,additional
RE,TSLA,2024-02-12,2024-04-16,-18.574420006662372,44,trail,5.4812340564479145,additional
RE,TSLA,2024-04-25,2024-05-09,9.876787966051292,10,signal,22.074732546440856,additional
RE,TSLA,2024-08-14,2024-08-23,3.202324986905425,7,signal,7.657073595422914,additional
RE,MRNA,2021-10-15,2021-11-05,-29.302043349027795,15,signal,2.507254200205189,additional
RE,MRNA,2021-11-19,2021-12-07,0.8247439458055172,11,signal,38.842943278113125,additional
RE,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318,v5
RE,MRNA,2022-02-01,2022-02-09,-12.065404006564417,6,signal,-1.4041047362602699,additional
RE,MRNA,2022-02-16,2022-03-28,13.152301870995098,27,signal,26.4869309015193,v5
RE,MRNA,2022-05-05,2022-06-10,-12.672445812267553,25,signal,-2.1992470173673118,additional
RE,MRNA,2022-06-23,2022-07-15,18.110973926649443,15,signal,29.542784787466616,additional
RE,MRNA,2022-09-09,2022-10-20,-13.619930177436624,29,signal,0.1689703636359452,additional
RE,MRNA,2023-02-14,2023-02-27,-18.520039627108375,8,trail,3.7392471253268056,additional
RE,MRNA,2023-03-15,2023-04-18,-3.4711584587065802,23,signal,7.825089679204678,additional
RE,MRNA,2023-05-24,2023-08-08,-28.353721779194885,51,trail,-6.799352601116093,additional
RE,MRNA,2023-08-18,2023-09-05,6.227263755772916,11,signal,10.122758325063375,v5
RE,MRNA,2023-10-02,2023-10-20,-20.514141577032518,14,signal,1.2703622223644295,additional
RE,MRNA,2023-11-03,2024-01-17,34.22288447263122,49,signal,57.94227421730067,v5
RE,MRNA,2024-02-16,2024-04-04,13.355514849378336,32,signal,23.857979007984653,additional
RE,MRNA,2024-04-10,2024-05-13,10.758178354135861,23,signal,16.66511338385719,additional
RE,MRNA,2024-06-26,2024-08-02,-32.68643147506559,26,signal,-7.420284763754048,additional
RE,MRNA,2024-08-16,2024-08-26,-7.390039415012717,7,terminal,2.227271686900756,additional
RE,NVDA,2021-12-23,2022-01-05,-2.9032840389054515,8,signal,3.999334275411126,additional
RE,NVDA,2022-02-01,2022-02-14,-4.851184560497945,9,signal,6.37745890882353,additional
RE,NVDA,2022-03-17,2022-04-04,10.591079403644589,12,signal,18.805968636355242,additional
RE,NVDA,2022-05-05,2022-05-10,-11.140875072515566,3,signal,-5.14924592191075,additional
RE,NVDA,2022-06-03,2022-06-10,-7.931418258089529,5,signal,-0.8175574692414034,additional
RE,NVDA,2022-07-08,2022-07-27,10.161725012393452,13,signal,16.979944723177343,additional
RE,NVDA,2022-09-13,2022-11-10,7.016486175183623,42,signal,5.796272777650824,additional
RE,NVDA,2023-01-10,2023-02-22,33.266298353464016,29,signal,48.13308845660098,additional
RE,NVDA,2023-08-16,2023-09-07,2.061405815586581,15,signal,10.860306412114218,additional
RE,NVDA,2023-09-29,2023-11-24,10.372849976006226,39,signal,15.018132147611297,additional
RE,NVDA,2024-04-29,2024-05-02,-3.7842563106415983,3,signal,0.1849449868359221,additional
RE,NVDA,2024-07-23,2024-08-26,2.7913440251322807,25,terminal,5.880445307073301,additional
RE,GOOGL,2022-01-31,2022-04-28,-13.401495871584467,61,trail,10.31439392086908,additional
RE,GOOGL,2022-05-05,2022-09-28,-18.92549562164769,100,trail,1.560679689139799,additional
RE,GOOGL,2022-09-29,2022-11-04,-13.595612885037333,26,trail,5.920523117823562,additional
RE,GOOGL,2022-11-11,2022-12-07,1.6129238399034351,17,signal,6.653284676237803,additional
RE,GOOGL,2023-01-04,2023-02-09,10.459437393998083,25,signal,19.2473709832208,additional
RE,GOOGL,2023-03-03,2023-03-28,10.54846579313069,17,signal,14.186845416246241,additional
RE,GOOGL,2024-03-15,2024-04-17,8.988709296104025,22,signal,11.866669236567983,v5
RE,GOOGL,2024-08-20,2024-08-26,-0.6423871305594742,5,terminal,0.16776440355685818,additional
RE,AAOI,2021-10-14,2021-11-08,-17.682124151236433,17,signal,19.17241852858971,additional
RE,AAOI,2021-12-09,2022-01-10,-20.87156448575055,21,trail,0.679116515445588,additional
RE,AAOI,2022-01-25,2022-02-24,-5.981770211112158,21,signal,10.075563074715642,v5
RE,AAOI,2022-03-09,2022-04-07,-15.777162137502055,21,signal,-1.587300085546861,additional
RE,AAOI,2022-05-04,2022-05-10,-19.002816766587948,4,signal,3.260866466677248,additional
RE,AAOI,2022-06-23,2022-07-01,-21.076455494660173,6,trail,0.7653053777012309,additional
RE,AAOI,2022-10-19,2022-11-01,-3.946665895777224,9,signal,-1.3651863802616737,additional
RE,AAOI,2022-11-16,2022-12-28,-20.593829969853527,28,signal,0.8695644061371466,additional
RE,AAOI,2023-01-13,2023-01-20,-1.9132048599326712,4,signal,4.721035927736872,v5
RE,AAOI,2023-03-29,2023-04-26,10.218788058805828,19,signal,26.37362011157598,v5
RE,AAOI,2023-05-09,2023-06-22,164.72400659945325,30,signal,193.78530312430712,v5
RE,AAOI,2023-08-03,2023-08-28,70.03948630937418,17,signal,102.88334613440058,additional
RE,AAOI,2023-09-27,2023-10-05,-9.493027383666941,6,signal,14.068829222897339,additional
RE,AAOI,2023-11-01,2023-12-01,77.64686966652799,21,signal,101.07962112487753,additional
RE,AAOI,2024-02-05,2024-02-26,-25.980275879350188,14,trail,18.38351551048225,additional
RE,AAOI,2024-03-21,2024-04-11,-19.199647014498,14,trail,2.5429545065895454,additional
RE,AAOI,2024-04-17,2024-05-10,-15.451743838048039,17,signal,0.6644511956771071,v5
RE,AAOI,2024-07-09,2024-07-22,15.53329402685728,9,signal,39.882356980267694,additional
RE,AAOI,2024-08-16,2024-08-26,13.484272606347947,7,terminal,14.775413644960134,additional
PE,TQQQ,2021-11-30,2021-12-03,-5.893343175395849,3,signal,-3.64803597937724,additional
