case,rule,symbol,entry_date,exit_date,return_pct,hold_days,exit_reason,peak_close_pct,entry_origin,entry_profit_enabled,entry_stop_pct,entry_limit
full5y,v5,GOOGL,2026-03-12,2026-06-02,19.241631641253253,56,signal,31.223513951531935,v5,False,,
full5y,v5,GOOGL,2026-08-04,2026-08-27,-7.672306384325056,18,terminal,2.5609669883546404,v5,False,,
full5y,v5,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642,v5,False,,
full5y,v5,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872,v5,False,,
full5y,v5,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598,v5,False,,
full5y,v5,AAOI,2023-05-09,2023-06-22,164.7240065994533,30,signal,193.78530312430712,v5,False,,
full5y,v5,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234,v5,False,,
full5y,v5,AAOI,2024-07-11,2024-07-25,-5.003121316486691,10,trail,27.16577388474675,v5,False,,
full5y,v5,AAOI,2024-08-20,2024-12-06,335.1005535215784,76,signal,412.5727357063207,v5,False,,
full5y,v5,AAOI,2025-03-13,2025-03-28,3.7543327154057726,11,trail,31.7563624345935,v5,False,,
full5y,v5,AAOI,2025-04-08,2025-04-17,-13.641687661864788,7,trail,14.96063297101613,v5,False,,
full5y,v5,AAOI,2025-05-02,2025-06-02,0.19275887723202434,20,trail,33.04918633132685,v5,False,,
full5y,v5,AAOI,2025-09-16,2025-11-05,3.2947802138015847,36,trail,25.31986621073543,v5,False,,
full5y,v5,AAOI,2025-11-24,2025-12-15,61.521743619341265,14,signal,74.53147826488646,v5,False,,
full5y,v5,AAOI,2026-07-31,2026-08-19,35.44300100700386,13,signal,54.73526648423699,v5,False,,
full5y,P-confirm5-v5profit50,TQQQ,2022-01-25,2022-02-22,-9.61779533821755,19,trail,19.113549955302723,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2022-02-25,2022-03-15,-18.423402686815884,12,trail,4.920004571506165,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2022-06-16,2022-06-29,7.570545245656168,8,profit_lock,21.70507749770354,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2022-10-14,2022-11-04,-8.84758457047603,15,trail,13.60199577168546,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2023-01-12,2023-01-31,12.172843726286375,12,signal,19.51845176686615,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2023-05-01,2023-05-05,-3.8173746313447166,4,hard_stop,0.10661225051962209,additional,False,5.0,20.0
full5y,P-confirm5-v5profit50,TQQQ,2023-10-10,2023-10-27,-17.082673786856507,13,trail,3.499080772653551,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2023-12-11,2024-01-10,10.336111055260954,20,max_hold,15.885996378068468,additional,False,5.0,20.0
full5y,P-confirm5-v5profit50,TQQQ,2024-05-06,2024-07-22,28.498565677603473,52,signal,48.47578465194693,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2024-08-06,2024-09-04,12.540143330131738,20,profit_lock,32.69905581555563,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2024-11-08,2024-11-18,-9.048641453484752,6,hard_stop,0.6446105222915444,additional,False,5.0,20.0
full5y,P-confirm5-v5profit50,TQQQ,2025-04-08,2025-04-22,-4.443444330368084,9,trail,15.906579767180485,v5,True,,
full5y,P-confirm5-v5profit50,TQQQ,2025-06-25,2025-07-24,11.908208101823714,20,max_hold,11.650620293720015,additional,False,5.0,20.0
