window,symbol,trade_id,entry_date,entry_signal_date,entry_open,entry_b,entry_jf,setup_date,B_BASE_BULL,B_STAGE_COMPONENT,B_BEAR_RECOVER,B_CRASH_RECOVER,exit_date,exit_signal_date,exit_reason,exit_price,return_pct,hold_bars,peak_close,peak_close_date,peak_close_gain_pct,exit_gross_pct,giveback_pp,peak_to_exit_drawdown_pct,profit_to_loss,S_BLOWOFF,S_BEAR_RALLY,S_CROSS,S_DELAY,exit_raw_s,exit_s_suppressed,raw_s_count,emitted_s_count,suppressed_s_count,entry_kind,risk_status,observation_state,first_net_positive_date,first_return_to_be_date,first_trail_covers_be_date,post_return_peak_date,signal_close,signal_high,base_low3,risk_r,risk_pct,entry_gap_pct,break_even,post_return_peak_close,post_return_bars,net_profit_to_loss
training,TQQQ,TQQQ:2022-01-25,2022-01-25,2022-01-24,25.80071632125625,False,True,,False,False,False,False,2022-02-22,2022-02-18,trail,23.36596479330555,-9.61779533821755,19,30.732149124145508,2022-02-02,19.113549955302723,-9.436759420298724,28.550309375601447,23.968985381020826,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-01-28,2022-02-11,,2022-02-15,27.392108917236328,27.515989629252445,22.951431516152528,2.8492848051037214,11.04343294048895,-5.80967533674891,25.852395259379747,27.301586151123047,5,True
training,TQQQ,TQQQ:2022-02-25,2022-02-25,2022-02-24,23.823372387867483,False,True,,False,False,False,False,2022-03-15,2022-03-14,trail,19.47322353311365,-18.423402686815884,12,24.9954833984375,2022-02-28,4.920004571506165,-18.2600044356828,23.180009007188964,22.093030878006758,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-02-25,2022-03-01,,2022-03-02,23.61372947692871,23.751903667774993,19.349345074626108,4.4740273132413755,18.779991515894118,0.8878009343826765,23.87109069817313,24.981185913085938,9,True
training,TQQQ,TQQQ:2022-06-16,2022-06-16,2022-06-15,10.953987668645077,False,True,,False,False,False,False,2022-08-18,2022-08-17,signal,17.753175708393893,61.74645842324886,43,18.529821395874023,2022-08-15,69.16050991105432,62.070437227266154,7.090072683788165,4.191328512497494,False,False,True,False,False,True,False,1,1,0,JF,valid,closed,2022-06-21,,2022-07-20,,11.864039421081545,12.350036442198917,10.730048797615089,0.2239388710299881,2.0443593493444894,-7.670673706793085,10.975928549816159,,,False
training,TQQQ,TQQQ:2022-10-14,2022-10-14,2022-10-13,9.4578795644804,False,True,,False,False,False,False,2022-11-04,2022-11-03,trail,8.63835374056662,-8.84758457047602,15,10.744339942932127,2022-10-25,13.60199577168546,-8.665005917304713,22.26700168899017,19.60088952463639,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-10-21,2022-11-02,,2022-11-03,9.200587272644045,9.348292853611769,7.7759495408886306,1.6819300235917698,17.783373240534303,2.7964768357924052,9.476823735126919,8.171415328979492,1,True
training,TQQQ,TQQQ:2023-01-12,2023-01-12,2023-01-11,9.348915741982776,True,False,2023-01-10,False,False,True,False,2023-01-31,2023-01-30,signal,10.50795003748145,12.172843726286352,12,11.17367935180664,2023-01-27,19.51845176686615,12.397526381523027,7.1209253853431225,5.958013411379581,False,False,True,False,False,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,TQQQ,TQQQ:2023-10-10,2023-10-10,2023-10-09,18.433263727541377,True,False,2023-10-06,False,True,False,False,2023-10-27,2023-10-26,trail,15.314984069850167,-17.082673786856507,13,19.078258514404297,2023-10-11,3.499080772653551,-16.916590050367198,20.415670823020747,19.725461009519375,True,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,TQQQ,TQQQ:2024-05-06,2024-05-06,2024-05-03,28.06947194188976,True,False,2024-04-26,False,True,False,False,2024-07-22,2024-07-19,signal,36.141114927345455,28.498565677603448,52,41.676368713378906,2024-07-10,48.47578465194693,28.75594881929324,19.71983583265369,13.281516497037149,False,False,False,True,True,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,TQQQ,TQQQ:2024-08-06,2024-08-06,2024-08-05,26.562371631652507,False,True,,False,False,False,False,2024-08-26,,terminal,33.59430694580078,26.220476059691087,15,35.248016357421875,2024-08-21,32.69905581555563,26.473296178752403,6.225759636803229,4.691638232495565,False,False,False,False,False,,,0,0,0,JF,valid,open,2024-08-06,2024-08-07,2024-08-15,2024-08-21,26.312105178833008,27.573241016707343,23.946861958793654,2.6155096728588525,9.84667223668437,0.9511456841576837,26.615576168413163,35.248016357421875,13,False
training,MSFT,MSFT:2022-02-01,2022-02-01,2022-01-31,310.4100036621094,True,False,2022-01-24,True,False,False,False,2022-06-14,2022-06-13,trail,243.86000061035156,-21.59643001259398,92,315.4100036621094,2022-03-29,1.6107728298095259,-21.43938734790245,23.050160177711977,22.684760223524016,True,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,MSFT,MSFT:2023-04-28,2023-04-28,2023-04-27,304.010009765625,True,False,2023-04-26,True,False,False,False,2024-08-26,,terminal,413.489990234375,35.74007778955608,334,467.55999755859375,2024-07-05,53.7975667048124,36.01196570900842,17.785600995803975,11.5642928408226,False,False,False,False,False,,,0,0,0,B,not_applicable,open,,,,,,,,,,,,,,
training,NFLX,NFLX:2022-12-02,2022-12-02,2022-12-01,31.048999786376953,True,False,2022-11-30,True,False,False,False,2023-02-22,2023-02-21,signal,33.75,8.481864091411184,54,36.79600143432617,2023-01-25,18.509458235336695,8.699153699656815,9.81030453567988,8.278077279029084,False,False,False,False,True,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,NFLX,NFLX:2023-03-27,2023-03-27,2023-03-24,32.755001068115234,True,False,2023-03-23,True,False,False,False,2023-07-28,2023-07-27,signal,41.555999755859375,26.615563913745355,85,47.75899887084961,2023-07-19,45.80673885961111,26.869175395360667,18.93756346425044,12.98812634612474,False,False,False,False,True,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
