window,symbol,trade_id,entry_date,entry_signal_date,entry_open,entry_b,entry_jf,setup_date,B_BASE_BULL,B_STAGE_COMPONENT,B_BEAR_RECOVER,B_CRASH_RECOVER,exit_date,exit_signal_date,exit_reason,exit_price,return_pct,hold_bars,peak_close,peak_close_date,peak_close_gain_pct,exit_gross_pct,giveback_pp,peak_to_exit_drawdown_pct,profit_to_loss,S_BLOWOFF,S_BEAR_RALLY,S_CROSS,S_DELAY,exit_raw_s,exit_s_suppressed,raw_s_count,emitted_s_count,suppressed_s_count,entry_kind,risk_status,observation_state,first_net_positive_date,first_return_to_be_date,first_trail_covers_be_date,post_return_peak_date,signal_close,signal_high,base_low3,risk_r,risk_pct,entry_gap_pct,break_even,post_return_peak_close,post_return_bars,net_profit_to_loss
training,NFLX,NFLX:2023-10-25,2023-10-25,2023-10-24,41.60200119018555,True,False,2023-10-19,True,False,False,False,2024-08-26,,terminal,68.84400177001953,65.15162887570418,210,69.85399627685547,2024-08-20,67.91018287200794,65.48242824977547,2.42775462223247,1.4458650337383472,False,False,False,False,False,,,0,0,0,B,not_applicable,open,,,,,,,,,,,,,,
training,YINN,YINN:2021-09-23,2021-09-23,2021-09-22,206.1999969482422,False,True,,False,False,False,False,2021-11-29,2021-11-26,trail,197.3999938964844,-4.459071666167269,46,259.3999938964844,2021-10-25,25.800192888264583,-4.267702804072615,30.067895692337196,23.901311279421833,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2021-09-23,2021-09-24,2021-10-25,2021-10-25,212.6000061035156,218.6000061035156,188.6000061035156,17.59999084472659,8.535398208150472,-3.0103522914092573,206.61301636796173,259.3999938964844,44,True
training,YINN,YINN:2021-12-31,2021-12-31,2021-12-30,168.39999389648438,False,True,,False,False,False,False,2022-01-24,2022-01-21,signal,179.60000610351562,6.437643816955396,15,198.8000030517578,2022-01-20,18.052262622978677,6.650838843804174,11.401423779174504,9.657946002769147,False,False,True,False,False,True,False,1,1,0,JF,valid,closed,2022-01-11,,,,172.0,174.60000610351562,151.60000610351562,16.79998779296875,9.976240143628342,-2.0930268043695466,168.73729975870202,,,False
training,YINN,YINN:2022-02-25,2022-02-25,2022-02-24,138.60000610351562,False,True,,False,False,False,False,2022-03-08,2022-03-07,trail,102.1999969482422,-26.410032710845943,7,143.1999969482422,2022-02-25,3.318896567212981,-26.262631711637518,29.5815282788505,28.631285526366955,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-02-25,2022-02-28,,2022-03-01,141.1999969482422,141.60000610351562,126.1999969482422,12.400009155273423,8.946615158164047,-1.8413533292636064,138.8776224708348,137.8000030517578,5,True
training,YINN,YINN:2022-03-16,2022-03-16,2022-03-15,84.0,False,True,,False,False,False,False,2022-04-12,2022-04-11,trail,90.8000030517578,7.8791593400682425,19,113.0,2022-04-04,34.52380952380953,8.095241728283087,26.428567795526448,19.64601499844443,False,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-03-16,,2022-04-04,,62.20000076293945,65.0,56.0,28.0,33.33333333333333,35.0482298547649,84.16825233642051,,,False
training,YINN,YINN:2022-08-12,2022-08-12,2022-08-11,64.45999908447266,False,True,,False,False,False,False,2022-09-07,2022-09-06,trail,57.220001220703125,-11.409216181607517,17,72.1500015258789,2022-08-25,11.929882951640703,-11.231768486812665,23.16165143845337,20.69300067834463,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-08-12,2022-08-17,,2022-08-25,66.83000183105469,70.31999969482422,60.84000015258789,3.6199989318847656,5.615884243406332,-3.5463155493746124,64.58911272080154,72.1500015258789,13,True
training,YINN,YINN:2022-10-14,2022-10-14,2022-10-13,35.619998931884766,False,True,,False,False,False,False,2022-10-25,2022-10-24,trail,23.420000076293945,-34.38185233852087,7,35.599998474121094,2022-10-17,-0.056149518145465205,-34.25041892595385,34.194269407808385,34.21348011203209,False,False,False,False,False,False,False,0,0,0,JF,valid,closed,,,,,34.189998626708984,34.939998626708984,31.1299991607666,4.489999771118164,12.605277669166354,4.182510566287867,35.69134593240364,,,False
training,YINN,YINN:2022-11-08,2022-11-08,2022-11-07,28.59000015258789,True,False,2022-11-04,False,False,True,True,2022-12-08,2022-12-07,signal,48.36000061035156,68.81192274062582,21,47.7599983215332,2022-12-06,67.05140981683448,69.15005369796805,-2.098643881133569,-1.256286243519078,False,False,True,False,False,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,YINN,YINN:2023-01-04,2023-01-04,2023-01-03,56.5,True,False,2022-12-29,False,False,True,False,2023-02-07,2023-02-06,trail,57.560001373291016,1.6724582841518787,23,73.0,2023-01-26,29.20353982300885,1.8761086252938375,27.32743119771501,21.15068305028628,False,False,False,False,False,True,True,3,0,3,B,not_applicable,closed,,,,,,,,,,,,,,
training,YINN,YINN:2023-06-14,2023-06-14,2023-06-13,38.65999984741211,True,False,2023-06-06,False,False,True,False,2023-06-21,2023-06-20,signal,35.810001373291016,-7.5571202234804735,4,42.779998779296875,2023-06-15,10.657007108499927,-7.371956765053822,18.02896387355375,16.292654522886394,True,False,True,False,False,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,YINN,YINN:2023-10-12,2023-10-12,2023-10-11,31.0,True,False,2023-10-10,False,False,True,False,2023-11-30,2023-11-29,trail,23.329999923706055,-24.892376600456224,34,30.049999237060547,2023-11-15,-3.064518590127263,-24.74193572998047,21.677417139853205,22.362727068115007,False,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,YINN,YINN:2024-01-02,2024-01-02,2023-12-29,19.420000076293945,True,False,2023-12-28,False,False,False,True,2024-01-17,2024-01-16,trail,14.210000038146973,-26.9742832525411,10,19.969999313354492,2024-01-03,2.832127883109181,-26.82801244942752,29.6601403325367,28.843262259681946,True,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,YINN,YINN:2024-08-06,2024-08-06,2024-08-05,18.6299991607666,False,True,,False,False,False,False,2024-08-26,,terminal,22.209999084472656,18.97800480303782,15,23.190000534057617,2024-08-19,24.476659037613068,19.216318223165942,5.260340814447126,4.225965618869642,False,False,False,False,False,,,0,0,0,JF,valid,open,2024-08-06,,,,19.600000381469727,19.729999542236328,18.489999771118164,0.1399993896484375,0.7514728714710082,-4.94898572359308,18.667315123698874,,,False
training,SNOW,SNOW:2021-12-09,2021-12-09,2021-12-08,370.0,True,False,2021-12-02,True,False,False,False,2022-01-06,2022-01-05,trail,294.239990234375,-20.634647434082034,19,371.239990234375,2021-12-10,0.3351324957770352,-20.475678315033786,20.81081081081082,20.7412999745495,True,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,SNOW,SNOW:2022-01-25,2022-01-25,2022-01-24,275.2699890136719,False,True,,False,False,False,False,2022-02-14,2022-02-11,signal,294.05999755859375,6.612483502114808,14,311.1099853515625,2022-02-10,13.019943244198174,6.826028733553158,6.193914510645016,5.480373049968746,False,False,True,False,False,True,False,1,1,0,JF,valid,closed,2022-01-31,2022-02-02,,2022-02-10,277.5,281.57000732421875,245.1999969482422,30.069992065429688,10.923817802723201,-0.8036075626407624,275.82135590412423,311.1099853515625,7,False
training,SNOW,SNOW:2022-03-17,2022-03-17,2022-03-16,195.0,False,True,,False,False,False,False,2022-04-19,2022-04-18,trail,193.83999633789065,-0.7935845204045111,22,241.22999572753903,2022-04-04,23.707690116686674,-0.5948736728765835,24.30256378956326,19.64515202461544,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-03-17,2022-04-18,,,197.83999633789065,198.16000366210935,164.2899932861328,30.710006713867188,15.748721391726765,-1.435501612646728,195.39058578097615,,0,True
training,SNOW,SNOW:2022-05-27,2022-05-27,2022-05-26,127.9000015258789,False,True,,False,False,False,False,2022-08-10,2022-08-09,signal,169.52000427246094,32.27609989487663,50,170.85000610351562,2022-08-08,33.58092577422396,32.541049452732615,1.0398763214913416,0.778461681908782,False,False,True,False,False,True,False,1,1,0,JF,valid,closed,2022-05-27,2022-05-31,2022-08-03,2022-08-08,126.8000030517578,134.5,112.0999984741211,15.800003051757812,12.35340333327587,0.8675066621820937,128.1561857411755,170.85000610351562,48,False
training,SNOW,SNOW:2022-11-11,2022-11-11,2022-11-10,146.63999938964844,False,True,,False,False,False,False,2023-01-05,2023-01-04,trail,129.3000030517578,-12.0011368775506,36,163.49000549316406,2022-11-15,11.490729796542198,-11.824874802280371,23.315604598822567,20.912594833104848,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-11-11,2022-11-18,,2022-12-01,145.3800048828125,149.27000427246094,122.7699966430664,23.87000274658203,16.27796156978643,0.8666903731717301,146.93371989571997,154.0399932861328,30,True
training,SNOW,SNOW:2023-01-13,2023-01-13,2023-01-12,139.3000030517578,True,False,2023-01-11,False,False,True,False,2023-02-06,2023-02-03,signal,159.74000549316406,14.444136202171842,15,178.0500030517578,2023-02-02,27.81765911778349,14.67336826533423,13.14429085244926,10.28362664687581,False,True,False,False,False,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,SNOW,SNOW:2023-09-01,2023-09-01,2023-08-31,158.10000610351562,True,False,2023-08-30,False,True,False,False,2024-01-05,2024-01-04,signal,184.57000732421875,16.50919972702114,86,201.22999572753903,2023-12-28,27.280194787458868,16.74256812069441,10.537626666764456,8.279078048521926,False,False,False,True,True,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,SNOW,SNOW:2024-06-28,2024-06-28,2024-06-27,133.5500030517578,True,False,2024-06-26,False,False,False,True,2024-08-06,2024-08-05,trail,114.63999938964844,-14.331088418973547,26,143.02000427246094,2024-07-05,7.090977914117302,-14.159493245972243,21.250471160089546,19.843381369746737,True,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,TSLA,TSLA:2022-02-25,2022-02-25,2022-02-24,269.74334716796875,False,True,,False,False,False,False,2022-04-27,2022-04-26,trail,299.52667236328125,10.819385050147368,42,381.8166809082031,2022-04-04,41.5481363736643,11.041356722235097,30.506779651429202,21.552229815937807,False,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-02-28,2022-03-07,2022-03-24,2022-04-04,266.92333984375,267.49334716796875,233.3333282470703,36.41001892089844,13.49802295521527,1.0564858531552535,270.28364417266994,381.8166809082031,35,False
training,TSLA,TSLA:2022-12-05,2022-12-05,2022-12-02,189.44000244140625,True,False,2022-11-30,False,False,True,False,2022-12-21,2022-12-20,trail,139.33999633789062,-26.593404828411128,12,182.4499969482422,2022-12-05,-3.6898254872679614,-26.44637112428857,22.75654563702061,23.62839206984536,False,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,TSLA,TSLA:2023-01-18,2023-01-18,2023-01-17,136.55999755859375,True,False,2023-01-09,False,False,False,True,2023-02-13,2023-02-10,signal,194.4199981689453,42.08505862732797,18,207.32000732421875,2023-02-09,51.81605962995424,42.369655568810025,9.446404061144214,6.222269293623784,False,False,True,False,False,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,TSLA,TSLA:2024-04-30,2024-04-30,2024-04-29,186.97999572753903,True,False,2024-04-25,False,False,True,False,2024-07-12,2024-07-11,signal,235.8000030517578,25.85765548340815,50,263.260009765625,2024-07-10,40.79581547816411,26.109748871402072,14.686066606762036,10.430755031238615,False,True,False,False,False,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,MRNA,MRNA:2022-01-11,2022-01-11,2022-01-10,226.0,False,True,,False,False,False,False,2022-01-20,2022-01-19,trail,174.99000549316406,-22.72557501230831,6,222.88999938964844,2022-01-12,-1.3761064647573318,-22.570794029573428,21.194687564816096,21.490418604536533,False,False,False,False,False,False,False,0,0,0,JF,valid,closed,,,,,233.6999969482422,241.9900054931641,205.22999572753903,20.770004272460966,9.190267377195118,-3.2948211590895005,226.45267890513136,,,False
training,MRNA,MRNA:2022-02-16,2022-02-16,2022-02-15,147.6199951171875,False,True,,False,False,False,False,2022-04-22,2022-04-21,trail,143.22999572753906,-3.1678067374243724,45,186.72000122070312,2022-03-22,26.4869309015193,-2.973851466505917,29.460782368025217,23.291562344067717,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-02-16,2022-02-17,2022-03-22,2022-03-22,151.1199951171875,152.92999267578125,138.13999938964844,9.479995727539062,6.421891370483659,-2.3160403077606584,147.91567855862618,186.72000122070312,43,True
training,MRNA,MRNA:2023-08-18,2023-08-18,2023-08-17,105.9000015258789,False,True,,False,False,False,False,2023-10-17,2023-10-16,trail,90.37999725341795,-14.825943022421717,41,116.62000274658205,2023-08-30,10.122758325063375,-14.655339045173022,24.778097370236395,22.500432923316104,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2023-08-21,2023-09-11,,2023-09-15,106.23999786376952,106.58000183105467,95.0199966430664,10.8800048828125,10.27384771109162,-0.3200266799012752,106.11211965306538,114.58999633789062,25,True
training,MRNA,MRNA:2023-11-03,2023-11-03,2023-11-02,73.08999633789062,False,True,,False,False,False,False,2024-02-12,2024-02-09,trail,87.41000366210938,19.35322949190672,67,115.44000244140624,2024-01-08,57.94227421730067,19.592294488589413,38.34997972871126,24.281010210064768,False,False,False,False,False,False,False,0,0,0,JF,valid,closed,2023-11-03,2023-11-06,2023-12-22,2024-01-08,71.2300033569336,73.30000305175781,62.54999923706055,10.539997100830078,14.420574126319982,2.6112493237387735,73.2363958932813,115.44000244140624,65,False
training,GOOGL,GOOGL:2022-02-02,2022-02-02,2022-02-01,151.25,True,False,2022-01-31,False,True,False,False,2022-04-28,2022-04-27,trail,116.41500091552734,-23.185264576067965,59,148.0,2022-02-02,-2.148760330578514,-23.031404353370355,20.88264402279184,21.34121559761666,False,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,GOOGL,GOOGL:2024-03-15,2024-03-15,2024-03-14,142.5,True,False,2024-03-13,False,True,False,False,2024-08-26,,terminal,166.16000366210938,16.370420922658813,113,191.17999267578125,2024-07-10,34.1613983689693,16.603511341831133,17.557887027138168,13.08713776137801,False,False,False,False,False,,,0,0,0,B,not_applicable,open,,,,,,,,,,,,,,
training,AAOI,AAOI:2022-01-25,2022-01-25,2022-01-24,3.9700000286102295,False,True,,False,False,False,False,2022-02-28,2022-02-25,trail,3.4000000953674316,-14.528879830647135,23,4.369999885559082,2022-02-18,10.075563074715642,-14.357680834635577,24.43324390935122,22.196792118852706,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2022-01-31,2022-02-03,,2022-02-18,4.019999980926514,4.03000020980835,3.630000114440918,0.3399999141693115,8.564229514334151,-1.243779914266574,3.9779519545674096,4.369999885559082,15,True
training,AAOI,AAOI:2023-01-13,2023-01-13,2023-01-12,2.3299999237060547,True,False,2023-01-09,False,False,True,False,2023-01-20,2023-01-19,signal,2.2899999618530273,-1.91320485993266,4,2.440000057220459,2023-01-17,4.721035927736872,-1.7167366164289044,6.437772544165776,6.147544747941735,True,False,True,False,False,True,False,1,1,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,AAOI,AAOI:2023-03-29,2023-03-29,2023-03-28,1.8200000524520872,False,True,,False,False,False,False,2023-05-02,2023-05-01,trail,1.8200000524520872,-0.1998999999999973,23,2.299999952316284,2023-04-12,26.37362011157598,0.0,26.37362011157598,20.86956129632953,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2023-03-29,2023-05-01,2023-04-03,,1.8200000524520872,1.8700000047683716,1.7000000476837158,0.12000000476837136,6.593406665384173,0.0,1.8236455198462598,,0,True
training,AAOI,AAOI:2023-05-09,2023-05-09,2023-05-08,1.7699999809265137,False,True,,False,False,False,False,2023-06-22,2023-06-21,signal,4.695000171661377,164.7240065994533,30,5.199999809265137,2023-06-20,193.78530312430712,165.25424984489322,28.531053279413896,9.711531848596866,False,True,False,False,False,True,False,1,1,0,JF,valid,closed,2023-05-09,2023-05-11,2023-05-30,2023-06-20,1.7699999809265137,1.840000033378601,1.600000023841858,0.16999995708465576,9.604517452913678,0.0,1.77354529797717,5.199999809265137,27,False
training,AAOI,AAOI:2024-04-17,2024-04-17,2024-04-16,12.039999961853027,False,True,,False,False,False,False,2024-06-21,2024-06-20,trail,9.0,-25.39859610915135,45,12.539999961853027,2024-05-24,4.1528239334234,-25.249169198378908,29.401993131802307,28.229664853443303,True,False,False,False,False,False,False,0,0,0,JF,valid,closed,2024-04-19,2024-04-22,,2024-05-24,11.989999771118164,12.289999961853027,10.850000381469728,1.189999580383299,9.883717476359118,0.41701577722548233,12.06411612999689,12.539999961853027,41,True
training,AAOI,AAOI:2024-07-11,2024-07-11,2024-07-10,9.350000381469728,True,False,2024-07-08,False,False,False,True,2024-07-25,2024-07-24,trail,8.899999618530273,-5.003121316486691,10,11.890000343322754,2024-07-16,27.16577388474675,-4.812842188020527,31.978616072767274,25.147187876000523,True,False,False,False,False,False,False,0,0,0,B,not_applicable,closed,,,,,,,,,,,,,,
training,AAOI,AAOI:2024-08-20,2024-08-20,2024-08-19,8.59000015258789,True,False,2024-08-15,False,False,True,False,2024-08-26,,terminal,9.619999885559082,11.76681414720866,5,9.710000038146973,2024-08-23,13.03841519981419,11.990683523572287,1.047731676241904,0.926881073473873,False,False,False,False,False,,,0,0,0,B,not_applicable,open,,,,,,,,,,,,,,
