symbol,signal,date,source_trusted,warmup_complete,mature,reference_open,reference_open_date,outcome_date,return20_pct,direction_net_pct,mfe20_pct,mae20_pct,win,gross_win,interference,cmf21,cmf_delta5,mfi14,mfi_delta5,obv_flow20,obv_delta5,adx14,di_balance,relative_natr,range_shock
YINN,s,2018-02-08,False,True,True,650.7999877929688,2018-02-09,2018-03-09,18.070073575124958,-18.270073575124957,29.77873254887338,-9.157955854925016,False,False,True,-0.04700457177269284,-0.2675332187978598,-0.356569729015026,-0.34069133519953226,-0.04566197936881794,-0.29461816597053625,0.3548223936022557,-0.35427037559959385,1.0429163045607064,0.5169550252418671
TQQQ,b,2018-02-15,True,True,True,6.375050414812595,2018-02-16,2018-03-16,10.087642348497772,9.867577151443129,16.955697511794977,-6.283814525261933,True,True,False,0.09264762886909415,0.15787694993088658,-0.13680673650757072,0.07694952040148344,0.057340883722832914,0.26835533321237703,0.3738413357677611,-0.15669504750444596,0.803580217253534,-0.030174812853082645
GOOGL,b,2018-02-21,False,True,True,55.958499908447266,2018-02-22,2018-03-21,-2.2489865660566655,-2.444390841911115,5.270872240005153,-6.170642745319521,False,False,False,0.01749928524275867,-0.04687233913998679,-0.18985501464879675,0.0498952343532728,0.00198030963475124,0.09192529383233991,0.38397936248956577,-0.00659640102458713,0.5719613905858856,0.1888284116507798
TSLA,b,2018-02-23,True,True,True,23.566667556762695,2018-02-26,2018-03-23,-14.698729438775771,-14.869246678627658,1.8359187618431916,-15.007072432276514,False,False,True,0.10784699283082679,0.08773717222578764,0.08414325287378802,0.02629649114173674,0.09786762310728785,0.05934688238488629,0.1734778725242925,0.15857501604836022,0.14546851180644396,-0.30347454437116345
NFLX,s,2018-03-29,False,True,True,29.194000244140625,2018-04-02,2018-04-27,6.789067391852011,-6.989067391852011,16.058093053838007,-7.097350435748872,False,False,True,0.1571210738786648,0.011698982097486293,-0.33463657010217046,-0.11057641542922844,-0.10178584137154781,-0.04750653085307614,0.24311290655471005,-0.21138731351359963,0.25873561056950006,0.46739698669222324
TSLA,b,2018-04-05,True,True,True,20.066667556762695,2018-04-06,2018-05-03,-5.498344076109674,-5.687252886301531,2.8239150711553584,-8.561463467352448,False,False,True,0.15288763284029486,0.35469879637672885,-0.07001263529824954,0.3294190338081146,-0.07222185840858213,0.46756411998094954,0.240752424872405,-0.025892284479619127,0.49251259041294027,0.12140797360513353
AAOI,b,2018-04-13,True,True,True,29.93000030517578,2018-04-16,2018-05-11,6.181090419667679,5.968834419918756,19.411965633312377,-7.784830938685716,True,True,False,-0.12413975389202438,0.15636536101820608,0.36593107895037436,0.38113718629429993,0.16709262968847136,0.3864664625090394,0.26851259726068466,0.20324218368614225,-0.054353127916386725,-0.2954363570210424
GOOGL,b,2018-04-19,False,True,True,54.2135009765625,2018-04-20,2018-05-17,-0.2776084342639429,-0.4769534950038512,3.1246833604658297,-7.044371190474585,False,False,False,-0.01912569523353765,0.0960166402684376,0.3331847965002606,0.20206022986670263,0.048946825376852805,0.25267643092029324,0.22683503391246707,0.1632631204437974,0.06371652395438411,-0.016142714504161815
AAOI,s,2018-04-30,True,True,True,31.63999938964844,2018-05-01,2018-05-29,12.895075568141534,-13.095075568141535,13.33755152373286,-4.867253596352949,False,False,True,0.18364885790109783,0.06216494084230166,0.3204419080519102,-0.0016979974841838663,0.24671005010398608,0.03187140528645316,0.2999772523312039,0.32147885106881446,-0.0038430117829058204,0.22045734474566603
YINN,b,2018-05-14,False,True,True,694.4000244140625,2018-05-15,2018-06-12,-0.5760368461068532,-0.7747853484514788,5.5587520490812725,-12.644015803745257,False,False,True,0.20063547613355057,0.055741387258794545,0.28193400314745987,0.17766069295848474,0.16786611695250178,0.15112141259966066,0.1747342746717431,0.18528321443861157,-0.45273330330625244,0.11636442681428506
GOOGL,b,2018-06-01,False,True,True,56.92499923706055,2018-06-04,2018-06-29,-0.8177424403488232,-1.0160077732105588,5.5327217263916095,-2.8484815628324056,False,False,False,0.19125439156998178,0.13447652199047969,0.2597954642335999,-0.03291517253414847,0.1930956048543829,0.21488379422105686,0.1253075334025958,0.2618927886342109,-0.2835927454193167,0.5871710683791022
TQQQ,s,2018-06-29,True,True,True,6.6163583067869185,2018-07-02,2018-07-30,8.210552417386197,-8.410552417386196,23.625583840226906,-0.6827184138645026,False,False,True,0.09849910762072474,-0.16997168906621607,-0.2753907512223879,-0.08804531326252808,-0.12262569886836429,-0.020879744642777684,0.22406474859810044,-0.22791060266123356,-0.08639567998765502,-0.31384506075766566
