scheme,signal,candidate,dimension,value,events,symbols,base_win_pct,base_noise_pct,brier,base_brier,brier_gain,logloss,base_logloss,high_events,high_symbols,coverage_pct,high_win_pct,high_noise_pct,win_gain_pp,noise_reduction_pp,high_wilson_low_pct,high_wilson_high_pct
time,b,cmf,fold_start,2021-08-27,6,4,0.0,100.0,0.38328771799790556,0.3814878892733564,-0.001799828724549174,0.969817037065464,0.9614111671546247,1,1,16.666666666666668,0.0,100.0,0.0,0.0,0.0,79.34506856227625
time,b,cmf,fold_start,2022-08-27,14,8,64.28571428571429,35.714285714285715,0.23683993081458193,0.24088552732217222,0.0040455965075902696,0.6664360877721266,0.6748879969859475,4,3,28.571428571428573,75.0,25.0,10.714285714285708,10.714285714285715,30.064184258240186,95.44127391902994
time,b,cmf,fold_start,2023-08-27,15,8,46.666666666666664,40.0,0.2341541204329107,0.2604252400548697,0.026271119621958952,0.6608424864864972,0.7141931026423262,3,2,20.0,66.66666666666666,33.33333333333333,19.999999999999993,6.666666666666671,20.76596008020477,93.85080552796038
time,b,cmf,fold_start,2024-08-27,13,8,53.84615384615385,46.15384615384615,0.298151543060749,0.24858727131454397,-0.04956427174620493,0.7910833537195429,0.6903193837697507,3,2,23.076923076923077,0.0,100.0,-53.84615384615385,-53.84615384615385,5.551115123125783e-15,56.14970317550454
time,b,cmf,fold_start,2025-08-27,12,9,75.0,25.0,0.22281849292616415,0.2330458060678168,0.010227313141652634,0.638307376333919,0.6591804818939608,1,1,8.333333333333334,100.0,0.0,25.0,25.0,20.654931437723747,100.0
time,b,cmf,symbol,AAOI,5,1,60.0,40.0,0.22984476866840745,0.24685323164633424,0.017008462977926745,0.652772581612164,0.686891210827025,3,1,60.0,66.66666666666666,33.33333333333333,6.666666666666657,6.666666666666671,20.76596008020477,93.85080552796038
time,b,cmf,symbol,GOOGL,4,1,75.0,25.0,0.25767546725240037,0.24956728753317933,-0.008108179719221002,0.7100336549885746,0.6933110757791892,0,0,0.0,,,,,,
time,b,cmf,symbol,MRNA,6,1,33.33333333333333,66.66666666666666,0.3108818809643299,0.2601823354960016,-0.05069954546832826,0.8168462717560582,0.7135324878089482,3,1,50.0,33.33333333333333,66.66666666666666,0.0,0.0,6.149194472039621,79.23403991979522
time,b,cmf,symbol,MSFT,5,1,60.0,40.0,0.2882414035709461,0.2547256667759531,-0.03351573679499302,0.7766788997683531,0.7034269546934032,1,1,20.0,0.0,100.0,-60.0,-60.0,0.0,79.34506856227625
time,b,cmf,symbol,NFLX,8,1,87.5,12.5,0.22220424896988591,0.21359517389305155,-0.008609075076834376,0.6370423552200648,0.619946658591535,1,1,12.5,100.0,0.0,12.5,12.5,20.654931437723747,100.0
time,b,cmf,symbol,NVDA,2,1,50.0,50.0,0.2822905930338603,0.24798721354478206,-0.03430337948907823,0.7595648477114986,0.6890985754436356,1,1,50.0,0.0,100.0,-50.0,-50.0,0.0,79.34506856227625
time,b,cmf,symbol,SNOW,10,1,30.0,60.0,0.3007655610583971,0.3023692831987652,0.0016037221403681413,0.7972026242158252,0.7997068177847835,1,1,10.0,0.0,100.0,-30.0,-40.0,0.0,79.34506856227625
time,b,cmf,symbol,TQQQ,5,1,60.0,20.0,0.23424983784891856,0.24568080760602848,0.01143096975710992,0.6609441714328357,0.6845357973888209,0,0,0.0,,,,,,
time,b,cmf,symbol,TSLA,6,1,33.33333333333333,66.66666666666666,0.26364882080493174,0.27033307044211585,0.006684249637184114,0.7197663735625013,0.7340433061891903,0,0,0.0,,,,,,
time,b,cmf,symbol,YINN,9,1,55.55555555555556,44.44444444444444,0.23201691136795974,0.272199861416871,0.04018295004891123,0.6562370363985456,0.7384784214423309,2,1,22.22222222222222,100.0,0.0,44.44444444444444,44.44444444444444,34.2380227506653,100.0
time,b,cmf,source_trusted,False,32,5,62.5,37.5,0.2563433239600324,0.24973598877764824,-0.006607335182384142,0.7070962162087451,0.6930454082859601,7,4,21.875,57.14285714285714,42.857142857142854,-5.357142857142861,-5.357142857142854,25.04583645276572,84.17801447485303
time,b,cmf,source_trusted,True,28,5,42.857142857142854,50.0,0.26695009835956823,0.2715834242139901,0.004633325854421892,0.7277977837207591,0.7370235788196242,5,3,17.857142857142858,40.0,60.0,-2.857142857142854,-10.0,11.762077423264783,76.9275718723987
time,b,mfi,fold_start,2021-08-27,6,4,0.0,100.0,0.35104686570410504,0.3814878892733564,0.030441023569251418,0.8990835071628677,0.9614111671546247,0,0,0.0,,,,,,
time,b,mfi,fold_start,2022-08-27,14,8,64.28571428571429,35.714285714285715,0.2330008326766806,0.24088552732217222,0.007884694645491587,0.658968076921172,0.6748879969859475,0,0,0.0,,,,,,
time,b,mfi,fold_start,2023-08-27,15,8,46.666666666666664,40.0,0.2601247529261643,0.2604252400548697,0.00030048712870533827,0.7142951662078697,0.7141931026423262,1,1,6.666666666666667,0.0,100.0,-46.666666666666664,-60.0,0.0,79.34506856227625
time,b,mfi,fold_start,2024-08-27,13,8,53.84615384615385,46.15384615384615,0.26845438668327554,0.24858727131454397,-0.01986711536873152,0.7309214588800231,0.6903193837697507,4,3,30.76923076923077,25.0,75.0,-28.846153846153847,-28.846153846153847,4.558726080970055,69.93581574175981
time,b,mfi,fold_start,2025-08-27,12,9,75.0,25.0,0.26055258197033454,0.2330458060678168,-0.027506775902517724,0.7159547747269519,0.6591804818939608,4,3,33.333333333333336,50.0,50.0,-25.0,-25.0,15.003898915214947,84.99610108478505
time,b,mfi,symbol,AAOI,5,1,60.0,40.0,0.2169940671281209,0.24685323164633424,0.02985916451821331,0.628031400658761,0.686891210827025,2,1,40.0,50.0,50.0,-10.0,-10.0,9.453120573423075,90.54687942657694
time,b,mfi,symbol,GOOGL,4,1,75.0,25.0,0.2783039433702576,0.24956728753317933,-0.028736655837078226,0.7513425571694117,0.6933110757791892,0,0,0.0,,,,,,
time,b,mfi,symbol,MRNA,6,1,33.33333333333333,66.66666666666666,0.24180063376847863,0.2601823354960016,0.018381701727522935,0.6768876345316205,0.7135324878089482,4,1,66.66666666666667,50.0,50.0,16.66666666666667,16.666666666666657,15.003898915214947,84.99610108478505
time,b,mfi,symbol,MSFT,5,1,60.0,40.0,0.2731416063697921,0.2547256667759531,-0.018415939593839005,0.7409563495884552,0.7034269546934032,0,0,0.0,,,,,,
time,b,mfi,symbol,NFLX,8,1,87.5,12.5,0.23902239843951517,0.21359517389305155,-0.025427224546463643,0.6722130676092526,0.619946658591535,0,0,0.0,,,,,,
time,b,mfi,symbol,NVDA,2,1,50.0,50.0,0.35992426450686243,0.24798721354478206,-0.1119370509620804,0.9167374012125351,0.6890985754436356,1,1,50.0,0.0,100.0,-50.0,-50.0,0.0,79.34506856227625
time,b,mfi,symbol,SNOW,10,1,30.0,60.0,0.2845724354133316,0.3023692831987652,0.017796847785433594,0.7636171726222404,0.7997068177847835,1,1,10.0,0.0,100.0,-30.0,-40.0,0.0,79.34506856227625
time,b,mfi,symbol,TQQQ,5,1,60.0,20.0,0.2633415177011938,0.24568080760602848,-0.017660710095165323,0.7199147279286503,0.6845357973888209,0,0,0.0,,,,,,
time,b,mfi,symbol,TSLA,6,1,33.33333333333333,66.66666666666666,0.2756988389299836,0.27033307044211585,-0.005365768487867771,0.7451161461063385,0.7340433061891903,0,0,0.0,,,,,,
time,b,mfi,symbol,YINN,9,1,55.55555555555556,44.44444444444444,0.26926127997630217,0.272199861416871,0.0029385814405687902,0.7331846113610173,0.7384784214423309,1,1,11.11111111111111,0.0,100.0,-55.55555555555556,-55.55555555555556,0.0,79.34506856227625
time,b,mfi,source_trusted,False,32,5,62.5,37.5,0.2582893223513657,0.24973598877764824,-0.008553333573717507,0.7108701195916507,0.6930454082859601,5,2,15.625,40.0,60.0,-22.5,-22.5,11.762077423264783,76.9275718723987
time,b,mfi,source_trusted,True,28,5,42.857142857142854,50.0,0.27219442288833984,0.2715834242139901,-0.0006109986743496956,0.7385740731508056,0.7370235788196242,4,3,14.285714285714286,25.0,75.0,-17.857142857142854,-25.0,4.558726080970055,69.93581574175981
time,b,obv,fold_start,2021-08-27,6,4,0.0,100.0,0.3743089729407702,0.3814878892733564,0.007178916332586281,0.9467857400659564,0.9614111671546247,0,0,0.0,,,,,,
time,b,obv,fold_start,2022-08-27,14,8,64.28571428571429,35.714285714285715,0.23984334735083215,0.24088552732217222,0.0010421799713399948,0.6722302312234733,0.6748879969859475,2,2,14.285714285714286,100.0,0.0,35.71428571428571,35.714285714285715,34.2380227506653,100.0
time,b,obv,fold_start,2023-08-27,15,8,46.666666666666664,40.0,0.26236414915431605,0.2604252400548697,-0.0019389090994463712,0.7181813563866899,0.7141931026423262,2,1,13.333333333333334,50.0,0.0,3.3333333333333357,40.0,9.453120573423075,90.54687942657694
time,b,obv,fold_start,2024-08-27,13,8,53.84615384615385,46.15384615384615,0.24619933090527638,0.24858727131454397,0.002387940409267638,0.6854820090334606,0.6903193837697507,0,0,0.0,,,,,,
time,b,obv,fold_start,2025-08-27,12,9,75.0,25.0,0.23901544553748943,0.2330458060678168,-0.005969639469672705,0.6705610470152671,0.6591804818939608,2,2,16.666666666666668,100.0,0.0,25.0,25.0,34.2380227506653,100.0
time,b,obv,symbol,AAOI,5,1,60.0,40.0,0.2539772192937135,0.24685323164633424,-0.007123987647379287,0.70138292564048,0.686891210827025,0,0,0.0,,,,,,
time,b,obv,symbol,GOOGL,4,1,75.0,25.0,0.2543571005727088,0.24956728753317933,-0.004789813039529488,0.7022862805420081,0.6933110757791892,0,0,0.0,,,,,,
time,b,obv,symbol,MRNA,6,1,33.33333333333333,66.66666666666666,0.26773266476070273,0.2601823354960016,-0.007550329264701158,0.7281560261228613,0.7135324878089482,1,1,16.666666666666668,100.0,0.0,66.66666666666667,66.66666666666666,20.654931437723747,100.0
time,b,obv,symbol,MSFT,5,1,60.0,40.0,0.26440921637796233,0.2547256667759531,-0.009683549602009267,0.722006709056182,0.7034269546934032,1,1,20.0,100.0,0.0,40.0,40.0,20.654931437723747,100.0
time,b,obv,symbol,NFLX,8,1,87.5,12.5,0.23600439748016797,0.21359517389305155,-0.022409223587116424,0.6654461739991833,0.619946658591535,0,0,0.0,,,,,,
time,b,obv,symbol,NVDA,2,1,50.0,50.0,0.26914104870290934,0.24798721354478206,-0.021153835158127243,0.7318147410108804,0.6890985754436356,0,0,0.0,,,,,,
time,b,obv,symbol,SNOW,10,1,30.0,60.0,0.30004536655640257,0.3023692831987652,0.0023239166423625808,0.7946286057139715,0.7997068177847835,1,1,10.0,100.0,0.0,70.0,60.0,20.654931437723747,100.0
