position,event_type,group_by,group,events,complete,incomplete,symbols,wins,interference,win_rate_pct,interference_rate_pct,mean_ret20_pct,median_ret20_pct,mean_mfe20_pct,mean_mae20_pct,actual_entries,direct_entries,raw_b_jf_overlap,tradable_b_jf_overlap,suppressed_b_with_buy,pending_setup_rows,confirmed_setup_rows
flat,raw_b,component,B_BASE_BULL,15,14,1,7,9,3,64.28571428571429,21.428571428571427,17.90150086120209,8.483636535411565,26.10377200957805,-6.99881931265732,1,0,1,0,0,15,0
flat,raw_b,component,B_STAGE_COMPONENT,21,19,2,9,7,11,36.84210526315789,57.89473684210527,-1.8640460655286235,-2.5676933455157203,10.29262718756779,-12.455363753180057,1,0,0,0,1,19,1
flat,raw_b,component,B_BEAR_RECOVER,27,27,0,9,16,11,59.25925925925925,40.74074074074074,10.716470317614423,6.3776008914228965,27.321143814213197,-13.165354515198239,3,0,0,0,3,20,3
flat,raw_b,component,B_CRASH_RECOVER,42,42,0,7,15,25,35.714285714285715,59.523809523809526,0.5690327640859841,-5.422036504466593,17.11912730679108,-17.020712532427687,7,0,2,0,5,19,5
flat,raw_b,component,multiple,5,5,0,5,2,3,40.0,60.0,6.666829360163328,-6.966791150773577,27.40968297760018,-18.874194447119777,1,0,0,0,1,2,1
flat,raw_b,component,none,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0
flat,confirmed_b,all,all,42,41,1,10,25,15,60.97560975609756,36.58536585365854,5.846628788232652,3.5030689866974773,18.358198186210423,-11.972686389192994,42,42,0,0,8,0,42
flat,confirmed_b,symbol,TQQQ,4,4,0,1,4,0,100.0,0.0,19.770459830326217,17.275924363617378,27.580896500551113,-6.749561631576173,4,4,0,0,0,0,4
flat,confirmed_b,symbol,MSFT,3,3,0,1,2,1,66.66666666666666,33.33333333333333,1.560421671604991,2.454771108962772,6.005516563779131,-4.359316032654181,3,3,0,0,1,0,3
flat,confirmed_b,symbol,NFLX,4,4,0,1,3,1,75.0,25.0,3.9852709092344227,3.401719384248081,9.371963541916834,-9.100017940040095,4,4,0,0,0,0,4
flat,confirmed_b,symbol,YINN,7,7,0,1,5,2,71.42857142857143,28.57142857142857,15.051481922186019,11.644321238262801,27.325027498348284,-12.867049764428904,7,7,0,0,3,0,7
