case,rule,mode,symbol,entry_date,exit_date,exit_reason,lifetime_return_pct,entered_before_window
full5y,P-confirm5-v5profit50,reset_liquidate,YINN,2025-12-29,2026-02-27,trail,-10.97577608363296,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2021-12-09,2022-01-06,trail,-20.634647434082034,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2022-01-25,2022-02-14,signal,6.612483502114808,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2022-03-17,2022-04-07,profit_lock,8.705336568556588,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2022-05-27,2022-07-25,profit_lock,10.022001032992577,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2022-11-11,2023-01-05,trail,-12.0011368775506,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2023-01-13,2023-02-06,signal,14.44413620217182,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2023-06-05,2023-07-05,max_hold,-0.6597022778566553,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2023-07-19,2023-07-21,hard_stop,-7.055764201430337,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2023-09-01,2024-01-05,signal,16.509199727021162,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2024-01-11,2024-01-17,hard_stop,-6.928387111325041,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2024-06-28,2024-08-06,trail,-14.331088418973547,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2025-10-02,2025-10-30,max_hold,11.941736142643045,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2026-01-07,2026-02-04,trail,-27.047831583052407,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2026-02-26,2026-04-10,trail,-25.89098544678905,False
full5y,P-confirm5-v5profit50,reset_liquidate,SNOW,2026-04-14,2026-08-27,terminal,140.97731998297908,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2021-08-31,2021-09-29,max_hold,6.17205366457938,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2021-11-22,2021-11-29,hard_stop,-5.46667862017215,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2022-02-25,2022-04-12,profit_lock,23.03617645635514,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2022-12-05,2022-12-21,trail,-26.593404828411117,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2023-01-18,2023-02-13,signal,42.08505862732797,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2024-04-30,2024-07-12,signal,25.85765548340815,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2024-10-28,2024-12-19,signal,67.02840620483397,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2025-03-13,2025-04-09,trail,-9.627677945506452,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2025-09-08,2025-10-06,max_hold,24.032518210346865,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2025-10-20,2025-11-14,hard_stop,-13.143988474466239,False
full5y,P-confirm5-v5profit50,reset_liquidate,TSLA,2026-02-12,2026-06-08,signal,-8.078611631424526,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2022-01-11,2022-01-20,trail,-22.72557501230831,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2022-02-16,2022-03-28,profit_lock,13.152301870995098,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2022-12-09,2022-12-13,hard_stop,1.0570427877807598,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2023-01-17,2023-02-01,hard_stop,-7.208404859172424,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2023-08-18,2023-10-17,trail,-14.825943022421706,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2023-11-03,2024-02-09,profit_lock,27.47760109112143,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2024-11-19,2025-01-10,profit_lock,9.730072383504629,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2025-01-14,2025-02-03,profit_lock,8.488237954206701,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2025-02-18,2025-04-01,trail,-13.335461051097441,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2025-04-29,2025-08-01,profit_lock,0.18163885879924901,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2025-11-13,2025-12-31,profit_lock,15.66261885283684,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2026-01-14,2026-01-28,profit_lock,14.243859919754055,False
full5y,P-confirm5-v5profit50,reset_liquidate,MRNA,2026-02-20,2026-03-20,max_hold,4.926125336961706,False
full5y,P-confirm5-v5profit50,reset_liquidate,NVDA,2023-04-19,2023-04-26,signal,-1.509372585492097,False
full5y,P-confirm5-v5profit50,reset_liquidate,NVDA,2024-02-26,2024-03-25,max_hold,17.638151065641416,False
full5y,P-confirm5-v5profit50,reset_liquidate,NVDA,2024-07-10,2024-07-17,hard_stop,-9.641569646689563,False
full5y,P-confirm5-v5profit50,reset_liquidate,NVDA,2024-11-07,2024-11-26,hard_stop,-6.1242409326104035,False
full5y,P-confirm5-v5profit50,reset_liquidate,NVDA,2025-01-07,2025-02-04,trail,-23.72333142580999,False
full5y,P-confirm5-v5profit50,reset_liquidate,NVDA,2025-04-08,2026-03-31,trail,60.55824726413286,False
full5y,P-confirm5-v5profit50,reset_liquidate,NVDA,2026-04-08,2026-06-08,profit_lock,13.823473969559718,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2022-02-02,2022-04-28,trail,-23.185264576067965,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2023-08-30,2023-09-28,max_hold,-3.8578072719825496,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2024-01-10,2024-02-08,max_hold,3.218785572620142,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2024-02-09,2024-02-27,hard_stop,-6.092099016948216,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2024-03-15,2024-08-05,profit_lock,8.904670526315805,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2024-09-18,2025-02-24,profit_lock,13.615793055628345,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2026-03-12,2026-06-02,signal,19.241631641253278,False
full5y,P-confirm5-v5profit50,reset_liquidate,GOOGL,2026-08-04,2026-08-27,terminal,-7.672306384325067,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2022-01-25,2022-02-28,trail,-14.528879830647135,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2023-01-13,2023-01-20,signal,-1.91320485993266,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2023-03-29,2023-04-26,profit_lock,10.218788058805828,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2023-05-09,2023-06-22,signal,164.72400659945325,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2023-08-08,2023-09-06,max_hold,11.127365713424231,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2024-04-17,2024-06-21,trail,-25.398596109151363,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2024-07-11,2024-07-19,profit_lock,11.11432977379252,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2024-08-20,2024-12-06,signal,335.1005535215784,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2025-03-13,2025-03-27,profit_lock,13.315317175161368,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2025-04-08,2025-04-17,trail,-13.641687661864776,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2025-05-02,2025-05-22,profit_lock,11.776111500711917,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2025-09-16,2025-11-04,profit_lock,4.168451869554812,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2025-11-24,2025-12-15,signal,61.52174361934124,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2026-01-21,2026-01-26,hard_stop,-9.924142596094587,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2026-03-25,2026-03-27,hard_stop,-8.283966913107,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2026-05-14,2026-05-15,hard_stop,-11.790513474953245,False
full5y,P-confirm5-v5profit50,reset_liquidate,AAOI,2026-07-31,2026-08-19,signal,35.443001007003886,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2022-01-25,2022-02-22,trail,-9.61779533821755,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2022-02-25,2022-03-15,trail,-18.423402686815884,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2022-06-16,2022-06-29,profit_lock,7.570545245656168,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2022-10-14,2022-11-04,trail,-8.84758457047603,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2023-01-12,2023-01-31,signal,12.172843726286375,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2023-05-01,2023-05-05,hard_stop,-3.8173746313447166,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2023-10-10,2023-10-27,trail,-17.082673786856507,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2023-12-11,2024-01-10,max_hold,10.336111055260954,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2024-05-06,2024-07-22,signal,28.498565677603473,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2024-08-06,2024-09-04,profit_lock,12.540143330131738,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2024-11-08,2024-11-18,hard_stop,-9.048641453484752,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2025-04-08,2025-04-22,trail,-4.443444330368084,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2025-06-25,2025-07-24,max_hold,11.908208101823714,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2025-08-07,2025-08-25,signal,-1.594386733820241,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2025-09-08,2025-10-06,max_hold,15.474943409266606,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2025-10-21,2025-11-18,signal,-7.534607162583451,False
full5y,P-confirm5-v5profit50,reset_mark,TQQQ,2026-04-10,2026-06-10,signal,44.92850827790993,False
full5y,P-confirm5-v5profit50,reset_mark,MSFT,2021-09-16,2021-09-29,hard_stop,-6.330628771426405,False
full5y,P-confirm5-v5profit50,reset_mark,MSFT,2022-02-01,2022-06-14,trail,-21.59643001259399,False
full5y,P-confirm5-v5profit50,reset_mark,MSFT,2023-04-28,2025-03-11,profit_lock,24.417738511835196,False
full5y,P-confirm5-v5profit50,reset_mark,MSFT,2025-03-25,2026-01-15,profit_lock,17.585348156453094,False
full5y,P-confirm5-v5profit50,reset_mark,MSFT,2026-04-15,2026-06-10,signal,-0.06198834990690516,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2021-09-30,2021-10-28,max_hold,10.123966741536506,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2021-11-17,2021-11-24,hard_stop,-4.826860437044889,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2022-11-14,2022-12-13,max_hold,12.877351857191965,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2023-03-27,2023-07-28,signal,26.615563913745333,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2023-10-25,2025-01-03,signal,114.25523844028564,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2025-03-25,2025-08-01,profit_lock,18.65762523967134,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2025-08-12,2025-12-08,trail,-18.636438684823165,False
full5y,P-confirm5-v5profit50,reset_mark,NFLX,2026-02-26,2026-04-20,signal,16.521418373581763,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2021-09-23,2021-11-01,profit_lock,7.253652262093291,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2021-12-31,2022-01-24,signal,6.437643816955396,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2022-02-25,2022-03-08,trail,-26.410032710845943,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2022-03-16,2022-03-18,profit_lock,9.304871428571438,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2022-08-12,2022-09-07,trail,-11.40921618160753,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2022-10-14,2022-10-25,trail,-34.38185233852088,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2022-11-08,2022-11-23,profit_lock,20.744507023579484,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2023-01-04,2023-01-31,profit_lock,11.581807686027613,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2023-06-14,2023-06-21,signal,-7.557120223480485,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2023-10-12,2023-11-30,trail,-24.892376600456235,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2024-01-02,2024-01-17,trail,-26.97428325254111,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2024-08-06,2024-09-09,profit_lock,6.924852086161359,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2025-01-28,2025-02-25,signal,38.25064305242773,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2025-04-10,2025-10-13,signal,75.14225258742854,False
full5y,P-confirm5-v5profit50,reset_mark,YINN,2025-12-29,2026-02-27,trail,-10.97577608363296,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2021-12-09,2022-01-06,trail,-20.634647434082034,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2022-01-25,2022-02-14,signal,6.612483502114808,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2022-03-17,2022-04-07,profit_lock,8.705336568556588,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2022-05-27,2022-07-25,profit_lock,10.022001032992577,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2022-11-11,2023-01-05,trail,-12.0011368775506,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2023-01-13,2023-02-06,signal,14.44413620217182,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2023-06-05,2023-07-05,max_hold,-0.6597022778566553,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2023-07-19,2023-07-21,hard_stop,-7.055764201430337,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2023-09-01,2024-01-05,signal,16.509199727021162,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2024-01-11,2024-01-17,hard_stop,-6.928387111325041,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2024-06-28,2024-08-06,trail,-14.331088418973547,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2025-10-02,2025-10-30,max_hold,11.941736142643045,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2026-01-07,2026-02-04,trail,-27.047831583052407,False
full5y,P-confirm5-v5profit50,reset_mark,SNOW,2026-02-26,2026-04-10,trail,-25.89098544678905,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2021-08-31,2021-09-29,max_hold,6.17205366457938,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2021-11-22,2021-11-29,hard_stop,-5.46667862017215,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2022-02-25,2022-04-12,profit_lock,23.03617645635514,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2022-12-05,2022-12-21,trail,-26.593404828411117,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2023-01-18,2023-02-13,signal,42.08505862732797,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2024-04-30,2024-07-12,signal,25.85765548340815,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2024-10-28,2024-12-19,signal,67.02840620483397,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2025-03-13,2025-04-09,trail,-9.627677945506452,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2025-09-08,2025-10-06,max_hold,24.032518210346865,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2025-10-20,2025-11-14,hard_stop,-13.143988474466239,False
full5y,P-confirm5-v5profit50,reset_mark,TSLA,2026-02-12,2026-06-08,signal,-8.078611631424526,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2022-01-11,2022-01-20,trail,-22.72557501230831,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2022-02-16,2022-03-28,profit_lock,13.152301870995098,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2022-12-09,2022-12-13,hard_stop,1.0570427877807598,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2023-01-17,2023-02-01,hard_stop,-7.208404859172424,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2023-08-18,2023-10-17,trail,-14.825943022421706,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2023-11-03,2024-02-09,profit_lock,27.47760109112143,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2024-11-19,2025-01-10,profit_lock,9.730072383504629,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2025-01-14,2025-02-03,profit_lock,8.488237954206701,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2025-02-18,2025-04-01,trail,-13.335461051097441,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2025-04-29,2025-08-01,profit_lock,0.18163885879924901,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2025-11-13,2025-12-31,profit_lock,15.66261885283684,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2026-01-14,2026-01-28,profit_lock,14.243859919754055,False
full5y,P-confirm5-v5profit50,reset_mark,MRNA,2026-02-20,2026-03-20,max_hold,4.926125336961706,False
full5y,P-confirm5-v5profit50,reset_mark,NVDA,2023-04-19,2023-04-26,signal,-1.509372585492097,False
full5y,P-confirm5-v5profit50,reset_mark,NVDA,2024-02-26,2024-03-25,max_hold,17.638151065641416,False
full5y,P-confirm5-v5profit50,reset_mark,NVDA,2024-07-10,2024-07-17,hard_stop,-9.641569646689563,False
full5y,P-confirm5-v5profit50,reset_mark,NVDA,2024-11-07,2024-11-26,hard_stop,-6.1242409326104035,False
full5y,P-confirm5-v5profit50,reset_mark,NVDA,2025-01-07,2025-02-04,trail,-23.72333142580999,False
full5y,P-confirm5-v5profit50,reset_mark,NVDA,2025-04-08,2026-03-31,trail,60.55824726413286,False
full5y,P-confirm5-v5profit50,reset_mark,NVDA,2026-04-08,2026-06-08,profit_lock,13.823473969559718,False
full5y,P-confirm5-v5profit50,reset_mark,GOOGL,2022-02-02,2022-04-28,trail,-23.185264576067965,False
full5y,P-confirm5-v5profit50,reset_mark,GOOGL,2023-08-30,2023-09-28,max_hold,-3.8578072719825496,False
full5y,P-confirm5-v5profit50,reset_mark,GOOGL,2024-01-10,2024-02-08,max_hold,3.218785572620142,False
full5y,P-confirm5-v5profit50,reset_mark,GOOGL,2024-02-09,2024-02-27,hard_stop,-6.092099016948216,False
full5y,P-confirm5-v5profit50,reset_mark,GOOGL,2024-03-15,2024-08-05,profit_lock,8.904670526315805,False
full5y,P-confirm5-v5profit50,reset_mark,GOOGL,2024-09-18,2025-02-24,profit_lock,13.615793055628345,False
full5y,P-confirm5-v5profit50,reset_mark,GOOGL,2026-03-12,2026-06-02,signal,19.241631641253278,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2022-01-25,2022-02-28,trail,-14.528879830647135,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2023-01-13,2023-01-20,signal,-1.91320485993266,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2023-03-29,2023-04-26,profit_lock,10.218788058805828,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2023-05-09,2023-06-22,signal,164.72400659945325,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2023-08-08,2023-09-06,max_hold,11.127365713424231,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2024-04-17,2024-06-21,trail,-25.398596109151363,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2024-07-11,2024-07-19,profit_lock,11.11432977379252,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2024-08-20,2024-12-06,signal,335.1005535215784,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2025-03-13,2025-03-27,profit_lock,13.315317175161368,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2025-04-08,2025-04-17,trail,-13.641687661864776,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2025-05-02,2025-05-22,profit_lock,11.776111500711917,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2025-09-16,2025-11-04,profit_lock,4.168451869554812,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2025-11-24,2025-12-15,signal,61.52174361934124,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2026-01-21,2026-01-26,hard_stop,-9.924142596094587,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2026-03-25,2026-03-27,hard_stop,-8.283966913107,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2026-05-14,2026-05-15,hard_stop,-11.790513474953245,False
full5y,P-confirm5-v5profit50,reset_mark,AAOI,2026-07-31,2026-08-19,signal,35.443001007003886,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2022-01-25,2022-02-22,trail,-9.61779533821755,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2022-02-25,2022-03-15,trail,-18.423402686815884,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2022-06-16,2022-06-29,profit_lock,7.570545245656168,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2022-10-14,2022-11-04,trail,-8.84758457047603,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2023-01-12,2023-01-31,signal,12.172843726286375,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2023-05-01,2023-05-05,hard_stop,-3.8173746313447166,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2023-10-10,2023-10-27,trail,-17.082673786856507,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2023-12-11,2024-01-10,max_hold,10.336111055260954,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2024-05-06,2024-07-22,signal,28.498565677603473,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2024-08-06,2024-09-04,profit_lock,12.540143330131738,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2024-11-08,2024-11-18,hard_stop,-9.048641453484752,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2025-04-08,2025-04-22,trail,-4.443444330368084,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2025-06-25,2025-07-24,max_hold,11.908208101823714,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2025-08-07,2025-08-25,signal,-1.594386733820241,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2025-09-08,2025-10-06,max_hold,15.474943409266606,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2025-10-21,2025-11-18,signal,-7.534607162583451,False
full5y,P-confirm5-v5profit50,carry_mark,TQQQ,2026-04-10,2026-06-10,signal,44.92850827790993,False
full5y,P-confirm5-v5profit50,carry_mark,MSFT,2021-09-16,2021-09-29,hard_stop,-6.330628771426405,False
full5y,P-confirm5-v5profit50,carry_mark,MSFT,2022-02-01,2022-06-14,trail,-21.59643001259399,False
full5y,P-confirm5-v5profit50,carry_mark,MSFT,2023-04-28,2025-03-11,profit_lock,24.417738511835196,False
full5y,P-confirm5-v5profit50,carry_mark,MSFT,2025-03-25,2026-01-15,profit_lock,17.585348156453094,False
full5y,P-confirm5-v5profit50,carry_mark,MSFT,2026-04-15,2026-06-10,signal,-0.06198834990690516,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2021-09-30,2021-10-28,max_hold,10.123966741536506,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2021-11-17,2021-11-24,hard_stop,-4.826860437044889,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2022-11-14,2022-12-13,max_hold,12.877351857191965,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2023-03-27,2023-07-28,signal,26.615563913745333,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2023-10-25,2025-01-03,signal,114.25523844028564,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2025-03-25,2025-08-01,profit_lock,18.65762523967134,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2025-08-12,2025-12-08,trail,-18.636438684823165,False
full5y,P-confirm5-v5profit50,carry_mark,NFLX,2026-02-26,2026-04-20,signal,16.521418373581763,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2021-09-23,2021-11-01,profit_lock,7.253652262093291,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2021-12-31,2022-01-24,signal,6.437643816955396,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2022-02-25,2022-03-08,trail,-26.410032710845943,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2022-03-16,2022-03-18,profit_lock,9.304871428571438,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2022-08-12,2022-09-07,trail,-11.40921618160753,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2022-10-14,2022-10-25,trail,-34.38185233852088,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2022-11-08,2022-11-23,profit_lock,20.744507023579484,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2023-01-04,2023-01-31,profit_lock,11.581807686027613,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2023-06-14,2023-06-21,signal,-7.557120223480485,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2023-10-12,2023-11-30,trail,-24.892376600456235,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2024-01-02,2024-01-17,trail,-26.97428325254111,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2024-08-06,2024-09-09,profit_lock,6.924852086161359,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2025-01-28,2025-02-25,signal,38.25064305242773,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2025-04-10,2025-10-13,signal,75.14225258742854,False
full5y,P-confirm5-v5profit50,carry_mark,YINN,2025-12-29,2026-02-27,trail,-10.97577608363296,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2021-12-09,2022-01-06,trail,-20.634647434082034,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2022-01-25,2022-02-14,signal,6.612483502114808,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2022-03-17,2022-04-07,profit_lock,8.705336568556588,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2022-05-27,2022-07-25,profit_lock,10.022001032992577,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2022-11-11,2023-01-05,trail,-12.0011368775506,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2023-01-13,2023-02-06,signal,14.44413620217182,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2023-06-05,2023-07-05,max_hold,-0.6597022778566553,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2023-07-19,2023-07-21,hard_stop,-7.055764201430337,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2023-09-01,2024-01-05,signal,16.509199727021162,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2024-01-11,2024-01-17,hard_stop,-6.928387111325041,False
full5y,P-confirm5-v5profit50,carry_mark,SNOW,2024-06-28,2024-08-06,trail,-14.331088418973547,False
