case,rule,mode,symbol,total,cagr,mdd,sharpe,calmar,exposure
year2022,v5,reset_mark,NFLX,37.35492396348303,37.704136641974515,13.585720143306235,1.249249303914324,2.7752769999867524,0.556
year2022,v5,reset_mark,YINN,4.112739308890689,4.146314131638484,41.211374335300334,0.38706146703431266,0.10061091624617055,0.22
year2022,v5,reset_mark,SNOW,0.7095387682187315,0.7152353298196079,23.3711413573513,0.17167135214027546,0.030603354747783144,0.204
year2022,v5,reset_mark,TSLA,4.299803785877376,4.33493728739951,31.709273405746043,0.29018856587512576,0.13670881801454254,0.12
year2022,v5,reset_mark,MRNA,5.588355707006776,5.63429909341282,4.137505872436364,0.5296541141381425,1.3617621985621668,0.024
year2022,v5,reset_mark,NVDA,0.0,0.0,0.0,,,0.0
year2022,v5,reset_mark,GOOGL,0.0,0.0,0.0,,,0.0
year2022,v5,reset_mark,AAOI,159.1402351109985,161.12179784832023,26.82796515540703,2.07200645505087,6.005740536599997,0.228
year2022,v5,carry_mark,TQQQ,2.2482565124952503,2.266444869993167,23.94679084632989,0.2254997405501152,0.09464503550965472,0.108
year2022,v5,carry_mark,MSFT,6.133686592784415,6.1842431493576155,11.964166017531086,0.5224554782563902,0.5168971360223393,0.332
year2022,v5,carry_mark,NFLX,37.35492396348303,37.704136641974515,13.585720143306235,1.249249303914324,2.7752769999867524,0.556
year2022,v5,carry_mark,YINN,-15.487448253021297,-15.601139211338788,52.27887767047341,0.06086470923353248,-0.2984214640122268,0.244
year2022,v5,carry_mark,SNOW,0.7095387682187981,0.7152353298196745,23.371141357351267,0.17167135214027687,0.03060335474778604,0.204
