rule,total,cagr,mdd,sharpe,calmar,trades,win,worst_trade,median_trade,exposure,profit_to_loss,entry_events,entry_win,entry_interference,b_events,b_win,b_interference,jf_events,jf_win,jf_interference,s_events,s_win,s_interference,buy_turns,buy_covered,sell_turns,sell_covered,drawdown_peak,drawdown_trough,hard_stop_exits,max_hold_exits,entry_signal_exits
v5,28.39220086641174,8.723566292384465,14.988696140842784,0.6698472544459756,0.5820096831914265,50,48.0,-34.38185233852087,-0.4967422602022542,0.2702523240371845,21,54,50.0,48.148148148148145,31,45.16129032258064,51.61290322580645,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,107,11,39,7,2021-10-25,2022-03-07,0,0,0
P-stop5,45.618371509075814,13.402373531243894,22.09546650851776,0.81316611630799,0.6065666695055887,84,39.285714285714285,-34.38185233852087,-4.553417952324645,0.4216467463479415,39,121,52.892561983471076,41.32231404958678,98,52.04081632653062,40.816326530612244,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,95,22,60,15,2021-11-16,2022-03-07,24,0,0
P-stop5-hold10,26.775988257680837,8.263609804821437,18.13414503427576,0.6186721708944768,0.45569337783513914,113,47.78761061946903,-34.38185233852087,-0.5052141913728159,0.2745019920318724,43,121,52.892561983471076,41.32231404958678,98,52.04081632653062,40.816326530612244,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,105,24,50,17,2021-10-21,2022-03-07,17,44,0
P-stop5-hold20,22.72400535631649,7.093046679599602,18.9566761386059,0.5212197576411892,0.37417143320576,112,44.642857142857146,-34.38185233852087,-2.049611266695339,0.31593625498007966,47,121,52.892561983471076,41.32231404958678,98,52.04081632653062,40.816326530612244,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,102,24,53,18,2021-11-16,2022-03-07,31,30,0
P-stop5-hold40,25.36868381099211,7.859918048032011,19.975148300593727,0.5479406264867892,0.39348484075076373,102,39.21568627450981,-34.38185233852087,-4.061212527493319,0.3577689243027889,48,121,52.892561983471076,41.32231404958678,98,52.04081632653062,40.816326530612244,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,98,23,57,16,2021-11-16,2022-03-07,30,17,0
P-stop5-mid2,23.38360918712723,7.2853317598722045,18.693007705387,0.5380877683711973,0.3897356634466426,112,37.5,-34.38185233852087,-1.9997786089109404,0.30677290836653387,51,121,52.892561983471076,41.32231404958678,98,52.04081632653062,40.816326530612244,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,104,24,55,18,2021-11-16,2022-03-07,12,0,48
