window,symbol,trade_id,entry_date,entry_signal_date,entry_open,entry_b,entry_jf,setup_date,B_BASE_BULL,B_STAGE_COMPONENT,B_BEAR_RECOVER,B_CRASH_RECOVER,exit_date,exit_signal_date,exit_reason,exit_price,return_pct,hold_bars,peak_close,peak_close_date,peak_close_gain_pct,exit_gross_pct,giveback_pp,peak_to_exit_drawdown_pct,profit_to_loss,S_BLOWOFF,S_BEAR_RALLY,S_CROSS,S_DELAY,exit_raw_s,exit_s_suppressed,raw_s_count,emitted_s_count,suppressed_s_count,entry_kind,last_held_close_date,worst_overnight_date,worst_intraday_date,previous_trade_id,previous_exit_date,previous_exit_reason,previous_entry_kind,entry_gap_pct,overnight_factor,intraday_factor,cost_factor,overnight_log_pct,intraday_log_pct,cost_log_pct,reconstructed_return_pct,last_held_close,last_close_net_pct,exit_overnight_pct,exit_gap_impact_pp,trail_reference,worst_overnight_pct,worst_intraday_pct,pair_return_pct,chain_return_pct,close_below_trail,flat_bars
training,NFLX,NFLX:2022-12-02,2022-12-02,2022-12-01,31.048999786376953,True,False,2022-11-30,True,False,False,False,2023-02-22,2023-02-21,signal,33.75,8.481864091411184,54,36.79600143432617,2023-01-25,18.509458235336695,8.699153699656815,9.81030453567988,8.278077279029084,False,False,False,False,True,True,False,1,1,0,B,2023-02-21,2022-12-15,2022-12-15,,,,,-2.038176099281541,0.9344064255668405,1.1632962993990166,0.998001,-6.7843790254977385,15.125761271201025,-0.20010006671670688,8.481864091411207,33.75,8.481864091411207,0.0,-2.3092638912203256e-14,29.43680114746094,-4.942897165448246,-3.8759417818002517,,8.481864091411184,False,
training,NFLX,NFLX:2023-03-27,2023-03-27,2023-03-24,32.755001068115234,True,False,2023-03-23,True,False,False,False,2023-07-28,2023-07-27,signal,41.555999755859375,26.615563913745355,85,47.75899887084961,2023-07-19,45.80673885961111,26.869175395360667,18.93756346425044,12.98812634612474,False,False,False,False,True,True,False,1,1,0,B,2023-07-27,2023-07-20,2023-07-27,NFLX:2022-12-02,2023-02-22,signal,B,-0.2557922957265646,1.124127562108029,1.1286012341646392,0.998001,11.700723445201703,12.097902008822464,-0.20010006671670688,26.615563913745554,41.31700134277344,25.887367768179146,0.5784505296092535,0.7281961455662085,38.20719909667969,-6.40507167284291,-3.2162036263841287,37.3549239634831,37.3549239634831,False,23
training,NFLX,NFLX:2023-10-25,2023-10-25,2023-10-24,41.60200119018555,True,False,2023-10-19,True,False,False,False,2024-08-26,,terminal,68.84400177001953,65.15162887570418,210,69.85399627685547,2024-08-20,67.91018287200794,65.48242824977547,2.42775462223247,1.4458650337383472,False,False,False,False,False,,,0,0,0,B,2024-08-26,2024-04-19,2024-07-19,NFLX:2023-03-27,2023-07-28,signal,B,0.5535012821690222,1.4066317215353412,1.1764445925416163,0.998001,34.11979965608095,16.249683291402103,-0.20010006671670688,65.15162887570438,68.84400177001953,65.15162887570416,,0.0,55.88319702148438,-6.990306560309656,-4.132361397048512,109.10766621370875,126.84389426667728,False,62
training,YINN,YINN:2021-09-23,2021-09-23,2021-09-22,206.1999969482422,False,True,,False,False,False,False,2021-11-29,2021-11-26,trail,197.3999938964844,-4.459071666167269,46,259.3999938964844,2021-10-25,25.800192888264583,-4.267702804072615,30.067895692337196,23.901311279421833,True,False,False,False,False,False,False,0,0,0,JF,2021-11-26,2021-11-26,2021-10-26,,,,,-3.0103522914092573,1.0721212771754696,0.8929241423893434,0.998001,6.963918794323785,-11.325364864625925,-0.20010006671670688,-4.459071666167292,196.0,-5.136663969447486,0.7142826002471514,0.6775923032802176,207.5199951171875,-7.015902612671487,-4.92187738418578,,-4.459071666167269,True,
training,YINN,YINN:2021-12-31,2021-12-31,2021-12-30,168.39999389648438,False,True,,False,False,False,False,2022-01-24,2022-01-21,signal,179.60000610351562,6.437643816955396,15,198.8000030517578,2022-01-20,18.052262622978677,6.650838843804174,11.401423779174504,9.657946002769147,False,False,True,False,False,True,False,1,1,0,JF,2022-01-21,2022-01-18,2022-01-21,YINN:2021-09-23,2021-11-29,trail,JF,-2.0930268043695466,1.1112913884925193,0.9597018383133277,0.998001,10.552275214004386,-4.113262785207696,-0.20010006671670688,6.437643816955352,187.3999938964844,11.06020670264989,-4.16221347225727,-4.622562885694493,159.04000244140627,-6.63101277886865,-5.449042995988584,1.691512999377509,1.691512999377509,False,23
training,YINN,YINN:2022-02-25,2022-02-25,2022-02-24,138.60000610351562,False,True,,False,False,False,False,2022-03-08,2022-03-07,trail,102.1999969482422,-26.410032710845943,7,143.1999969482422,2022-02-25,3.318896567212981,-26.262631711637518,29.5815282788505,28.631285526366955,True,False,False,False,False,False,False,0,0,0,JF,2022-03-07,2022-03-07,2022-03-03,YINN:2021-12-31,2022-01-24,signal,JF,-1.8413533292636064,0.8131580934098308,0.9068023658125104,0.998001,-20.68297314999466,-9.783075138380477,-0.20010006671670688,-26.410032710845943,103.8000030517578,-25.257934860199338,-1.541431653636638,-1.152097850646605,114.55999755859375,-7.032587526201506,-5.8558525533556445,-21.672572731756222,-25.165248847912245,True,23
training,YINN,YINN:2022-03-16,2022-03-16,2022-03-15,84.0,False,True,,False,False,False,False,2022-04-12,2022-04-11,trail,90.8000030517578,7.8791593400682425,19,113.0,2022-04-04,34.52380952380953,8.095241728283087,26.428567795526448,19.64601499844443,False,False,False,False,False,False,False,0,0,0,JF,2022-04-11,2022-03-21,2022-03-31,YINN:2022-02-25,2022-03-08,trail,JF,35.0482298547649,0.9147809204226527,1.1816516863768896,0.998001,-8.907067360692288,16.691319398052354,-0.20010006671670688,7.87915934006822,87.4000015258789,3.8396296700341503,3.890161861006569,4.039529670034092,90.4,-11.259544568839475,-7.042253413021871,-20.6117619298294,-19.268899562895704,True,6
training,YINN,YINN:2022-08-12,2022-08-12,2022-08-11,64.45999908447266,False,True,,False,False,False,False,2022-09-07,2022-09-06,trail,57.220001220703125,-11.409216181607517,17,72.1500015258789,2022-08-25,11.929882951640703,-11.231768486812665,23.16165143845337,20.69300067834463,True,False,False,False,False,False,False,0,0,0,JF,2022-09-06,2022-08-16,2022-08-26,YINN:2022-03-16,2022-04-12,trail,JF,-3.5463155493746124,0.9630026701080836,0.9217859333995858,0.998001,-3.7699094489949285,-8.144225873884363,-0.20010006671670688,-11.40921618160754,57.0,-11.749832752165046,0.38596705386513275,0.34061657055752903,57.720001220703125,-4.258814333685468,-9.252577894792413,-4.4290071639409785,-28.479685337555626,True,84
training,YINN,YINN:2022-10-14,2022-10-14,2022-10-13,35.619998931884766,False,True,,False,False,False,False,2022-10-25,2022-10-24,trail,23.420000076293945,-34.38185233852087,7,35.599998474121094,2022-10-17,-0.056149518145465205,-34.25041892595385,34.194269407808385,34.21348011203209,False,False,False,False,False,False,False,0,0,0,JF,2022-10-24,2022-10-24,2022-10-14,YINN:2022-08-12,2022-09-07,trail,JF,4.182510566287867,0.7862535540858833,0.8362389045158357,0.998001,-24.04759506776928,-17.884093577021982,-0.20010006671670688,-34.38185233852088,21.989999771118164,-38.38842667136918,6.502957344519644,4.006574332848309,28.479998779296878,-26.89236735839884,-8.057268438926668,-41.868368659585464,-53.06969431684274,True,27
training,YINN,YINN:2022-11-08,2022-11-08,2022-11-07,28.59000015258789,True,False,2022-11-04,False,False,True,True,2022-12-08,2022-12-07,signal,48.36000061035156,68.81192274062582,21,47.7599983215332,2022-12-06,67.05140981683448,69.15005369796805,-2.098643881133569,-1.256286243519078,False,False,True,False,False,True,False,1,1,0,B,2022-12-07,2022-12-07,2022-12-05,YINN:2022-10-14,2022-10-25,trail,JF,-2.021933332479231,1.3803027228694884,1.2254562053338913,0.998001,32.23028395104418,20.3313187185823,-0.20010006671670688,68.81192274062589,44.709999084472656,56.070736474843486,8.163725342473827,12.741186265782332,38.20799865722656,-7.872693579718904,-5.52361888965992,10.771256734125911,-20.776048628209043,False,10
