rule,total,cagr,mdd,sharpe,calmar,trades,win,worst_trade,median_trade,exposure,profit_to_loss,entry_events,entry_win,entry_interference,b_events,b_win,b_interference,jf_events,jf_win,jf_interference,s_events,s_win,s_interference,buy_turns,buy_covered,sell_turns,sell_covered,drawdown_peak,drawdown_trough,hard_stop_exits,max_hold_exits,entry_signal_exits
v5,28.39220086641174,8.723566292384465,14.988696140842784,0.6698472544459756,0.5820096831914265,50,48.0,-34.38185233852087,-0.4967422602022542,0.2702523240371845,21,54,50.0,48.148148148148145,31,45.16129032258064,51.61290322580645,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,107,11,39,7,2021-10-25,2022-03-07,0,0,0
B-confirm-open-mid-filter,36.04135243061166,10.849693875592713,13.375472999836868,0.8275866369285534,0.8111633790988207,46,52.17391304347826,-34.38185233852087,4.0550510505536375,0.2612217795484727,17,47,53.191489361702125,46.808510638297875,24,50.0,50.0,23,56.52173913043478,43.47826086956522,35,57.14285714285714,37.142857142857146,108,9,35,7,2022-04-04,2022-06-16,0,0,0
