symbol,episode_id,setup_date,expiry_date,failure,expiry_position,first_recovery_date,recovery_position,next_setup_date,observation_end_date,end_kind,setup_open,setup_high,setup_low,setup_close,setup_mid,source_trusted,setup_before_window,expiry_buy,eligible_at_expiry,recovered,recovery_buy,recovery_uncovered,right_censored,B_BASE_BULL,B_STAGE_COMPONENT,B_BEAR_RECOVER,B_CRASH_RECOVER,recovery_wait_bars,post_expiry_bars
TQQQ,TQQQ:2026-08-04,2026-08-04,2026-08-11,high,flat,2026-08-13,flat,,2026-08-26,window_end,70.30999755859375,75.41000366210938,70.13999938964844,74.81999969482422,68.97350006103515,True,False,False,True,True,False,True,False,False,True,False,False,2,11
MSFT,MSFT:2026-07-02,2026-07-02,2026-07-10,high,held,2026-07-15,held,,2026-08-26,window_end,384.4800109863281,392.2000122070313,383.7000122070313,390.489990234375,386.9554962158203,False,False,False,False,True,False,False,False,False,False,True,False,3,33
NFLX,NFLX:2026-07-02,2026-07-02,2026-07-10,both,flat,2026-08-19,held,,2026-08-26,window_end,75.08999633789062,78.44000244140625,74.91000366210938,77.6500015258789,77.26999931335449,False,False,False,True,True,False,False,False,False,False,True,True,28,33
YINN,YINN:2026-03-16,2026-03-16,2026-03-23,both,flat,2026-04-17,flat,,2026-08-26,window_end,36.20000076293945,36.61000061035156,35.95000076293945,36.15999984741211,37.61700000762939,False,False,False,True,True,False,True,False,False,False,False,True,18,108
SNOW,SNOW:2026-02-10,2026-02-10,2026-02-18,both,flat,,,2026-04-15,2026-04-14,next_setup,183.94500732421875,186.5800018310547,178.41000366210938,182.5800018310547,195.6085006713867,True,False,False,True,False,False,False,True,False,False,False,True,,38
TSLA,TSLA:2026-04-17,2026-04-17,2026-04-24,high,held,2026-05-07,held,,2026-08-26,window_end,395.9200134277344,409.2799987792969,391.6499938964844,400.6199951171875,367.7995010375977,True,False,False,False,True,False,False,False,False,True,False,False,9,85
MRNA,MRNA:2025-09-22,2025-09-22,2025-09-29,high,flat,2025-10-01,flat,2025-11-11,2025-11-10,next_setup,25.11000061035156,27.100000381469727,24.8799991607666,26.559999465942383,24.743999862670897,False,False,False,True,True,False,True,False,False,False,False,True,2,30
AAOI,AAOI:2026-01-28,2026-01-28,2026-02-04,high,flat,2026-02-09,flat,2026-07-30,2026-07-29,next_setup,37.869998931884766,46.29999923706055,37.654998779296875,45.22999954223633,36.730750274658206,True,False,False,True,True,False,True,False,True,False,False,False,3,120
